83,0,0,0,0.25,0,0,0.03,0.22,0.17,0,0,0,0,0,0.25,0
87,0,0,0,0.25,0,0,0,0.01,0,0,0,0.22,0,0,0.25,0
89,0,0.11,0,0.14,0.17,0,0,0,0,0,0,0,0.05,0.2,0,0
90,0,0,0.07,0.18,0,0,0.16,0,0.25,0,0,0,0,0,0,0.25
91,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0
92,0.14,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
93,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.12,0
94,0,0,0.15,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0
95,0,0.02,0.23,0,0.01,0,0.24,0,0.08,0,0,0,0,0,0,0
97,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0.21,0.04,0,0
98,0.25,0,0,0,0,0.14,0,0.11,0.25,0,0,0,0,0,0.25,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0.25,0.13,0,0.12,0,0,0,0,0.25
103,0,0,0,0,0,0,0,0.25,0,0.24,0,0.01,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0
108,0.25,0,0,0,0.12,0,0,0,0,0.25,0,0,0,0,0,0.25
109,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0.14,0.11
110,0.25,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.25,0
111,0,0,0,0.25,0,0,0,0.17,0,0,0,0,0,0.12,0.13,0
112,0.25,0,0,0,0.03,0,0.22,0,0,0,0.25,0,0.25,0,0,0
113,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0.01,0.23,0,0
114,0.16,0.09,0,0,0.25,0,0,0,0,0.06,0.19,0,0.25,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.25
118,0.24,0,0,0.01,0,0.09,0.13,0,0,0,0,0.25,0,0.25,0,0
119,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.12,0.13,0,0
121,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.24,0.01
122,0,0,0,0,0,0.09,0,0,0.12,0,0,0.13,0,0,0.25,0
123,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0
124,0,0,0.25,0,0,0,0,0.25,0.14,0,0,0,0.25,0,0,0
126,0,0.25,0,0,0,0.02,0,0,0.16,0.04,0,0,0.09,0.16,0,0
127,0,0,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0
128,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.03,0.22
129,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0
130,0,0.25,0,0,0.07,0,0,0,0,0,0,0,0,0,0.05,0
131,0,0.02,0.23,0,0,0,0,0.25,0,0,0.09,0.16,0,0.01,0.24,0
134,0,0,0.14,0.11,0,0,0.06,0.19,0,0.11,0.14,0,0.17,0.08,0,0
135,0,0,0.19,0.06,0,0,0,0.25,0,0.12,0,0,0.15,0.1,0,0
138,0.25,0,0,0,0,0.08,0.17,0,0,0,0.17,0,0,0,0.25,0
139,0,0,0.25,0,0,0.01,0.24,0,0,0,0.2,0.05,0.13,0.12,0,0
141,0.14,0.11,0,0,0,0,0,0,0,0,0,0,0,0.04,0.21,0
142,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0.23,0,0.02,0
143,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
144,0,0,0.17,0.08,0,0,0,0.24,0,0,0,0.25,0,0,0.25,0
145,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0
146,0,0,0.2,0.05,0,0.25,0,0,0.24,0.01,0,0,0.11,0.14,0,0
147,0.05,0.2,0,0,0,0,0,0,0.25,0,0,0,0,0.03,0,0.22
149,0,0,0.25,0,0,0.02,0,0.23,0,0,0.25,0,0,0.25,0,0
150,0,0,0.25,0,0,0.08,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.08,0.17,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0
155,0.09,0,0.16,0,0.12,0,0.13,0,0,0.19,0,0,0.19,0,0.06,0
156,0,0,0.12,0.13,0,0,0,0.18,0,0,0.08,0,0,0.25,0,0
157,0,0,0.25,0,0,0,0,0.25,0,0.21,0.04,0,0,0,0,0
158,0,0,0.24,0.01,0,0,0,0.12,0,0.13,0.12,0,0,0.15,0.1,0
160,0,0,0.25,0,0,0.25,0,0,0,0,0.16,0.09,0,0,0.04,0.21
161,0,0,0.11,0.14,0.07,0,0.18,0,0,0,0.1,0.15,0,0,0,0.25
165,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0
166,0,0,0,0.25,0,0,0.08,0.17,0,0,0,0.25,0,0,0.22,0.03
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0.06,0,0,0.25,0,0,0,0,0,0.12,0.13,0,0,0,0.25
173,0.19,0,0.06,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25
174,0.25,0,0,0,0,0.21,0,0.04,0,0,0.25,0,0,0.25,0,0
175,0.13,0.12,0,0,0.25,0,0,0,0,0,0.13,0.12,0.25,0,0,0
176,0,0,0.23,0.02,0,0,0,0.25,0.02,0,0,0.13,0.01,0,0,0.24
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0.16,0.09,0,0,0.25,0,0,0.2,0,0,0,0,0,0
