7,0,0.04,0.1,0,0,0,0,0.25,0,0,0,0.18,0.25,0,0,0
33,0.18,0.07,0,0,0,0.24,0.01,0,0,0,0,0,0,0.25,0,0
34,0,0.1,0,0,0.05,0.2,0,0,0,0,0,0.25,0.18,0.07,0,0
35,0,0,0,0.25,0,0.23,0.02,0,0,0.25,0,0,0,0.06,0.19,0
36,0,0.25,0,0,0,0,0.25,0,0.13,0,0,0,0,0.25,0,0
37,0,0,0,0,0,0,0.11,0,0.03,0,0,0,0,0,0.25,0
38,0,0,0,0,0.06,0.19,0,0,0,0,0.25,0,0.25,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
41,0,0,0.13,0,0,0.25,0,0,0,0,0.25,0,0,0,0.03,0.22
42,0.13,0,0,0.12,0,0,0.21,0.04,0,0,0,0.18,0.1,0.15,0,0
43,0,0,0.18,0.07,0,0.25,0,0,0,0.11,0,0.14,0.03,0.2,0.02,0
45,0.02,0,0,0.23,0.24,0,0.01,0,0,0,0,0.09,0.25,0,0,0
46,0,0.25,0,0,0.09,0.16,0,0,0,0.25,0,0,0,0,0.25,0
48,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0
49,0,0.25,0,0,0.18,0.07,0,0,0,0,0.25,0,0.04,0.21,0,0
50,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.09
51,0,0.25,0,0,0,0.25,0,0,0.1,0,0,0.15,0.23,0.02,0,0
52,0,0,0,0,0,0,0,0.25,0,0,0,0.22,0.25,0,0,0
53,0,0.04,0.21,0,0,0.25,0,0,0,0,0,0.25,0.19,0.06,0,0
54,0.25,0,0,0,0.25,0,0,0,0,0,0.05,0.02,0,0,0,0
55,0,0,0,0.25,0,0,0,0,0,0,0.07,0.18,0,0,0.25,0
56,0,0,0.01,0.24,0,0.14,0,0,0,0.15,0,0.1,0,0.25,0,0
57,0,0,0.05,0.2,0.07,0,0.18,0,0,0.25,0,0,0,0,0,0.25
59,0,0.25,0,0,0.25,0,0,0,0,0.1,0,0.15,0.11,0.14,0,0
62,0,0,0,0,0,0.17,0.08,0,0,0,0.15,0.1,0,0.25,0,0
63,0.11,0.14,0,0,0,0,0.18,0.07,0,0,0.24,0.01,0.15,0,0.1,0
64,0.11,0.14,0,0,0,0.22,0.03,0,0,0,0,0.25,0.22,0,0,0
65,0,0.21,0,0,0,0,0,0,0,0,0.19,0.06,0,0.15,0,0.1
66,0.12,0.13,0,0,0,0.25,0,0,0,0,0.12,0.13,0.05,0.2,0,0
67,0,0.04,0,0.21,0,0,0.16,0.09,0.25,0,0,0,0,0.25,0,0
68,0,0.02,0,0,0,0,0,0,0,0.15,0,0.1,0,0.01,0,0
69,0,0,0.04,0.21,0,0.17,0.08,0,0,0,0.09,0.16,0,0,0,0.25
70,0.04,0.21,0,0,0,0.25,0,0,0.17,0,0,0,0,0,0.05,0.2
71,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.2,0.05,0
72,0.2,0.05,0,0,0,0.25,0,0,0,0.25,0,0,0,0.16,0.09,0
73,0,0.09,0.16,0,0,0,0.25,0,0,0,0.07,0,0,0,0,0.25
74,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0.25,0,0,0,0.18,0,0.07,0,0,0,0,0.1,0.15,0,0
76,0,0,0,0,0,0.06,0.19,0,0,0,0,0.25,0,0,0,0.25
77,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.2,0.05,0
78,0,0,0,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0
79,0.24,0.01,0,0,0.14,0,0,0,0,0,0.25,0,0.25,0,0,0
80,0,0,0.25,0,0.12,0.13,0,0,0,0,0,0,0.24,0.01,0,0
81,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.17,0.08,0
83,0,0.21,0.04,0,0,0.07,0.18,0,0,0.2,0,0.05,0,0.11,0.14,0
87,0,0.25,0,0,0,0,0,0,0.09,0.16,0,0,0.17,0,0,0
89,0,0,0.22,0.03,0,0,0,0,0,0,0.01,0,0,0.07,0.18,0
90,0,0,0.23,0.02,0,0.09,0.16,0,0,0.25,0,0,0,0,0.25,0
91,0,0.08,0,0.17,0,0.25,0,0,0,0,0,0.25,0,0.17,0.08,0
92,0,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0,0.11
93,0,0.06,0,0,0,0.18,0,0,0,0,0,0.23,0,0.25,0,0
94,0,0,0,0,0,0.13,0,0.12,0,0.08,0,0.17,0,0,0.08,0.17
95,0,0,0,0.25,0,0.25,0,0,0,0.2,0,0.05,0,0,0,0
97,0,0,0,0,0,0,0,0.25,0,0.15,0,0.1,0,0.06,0.19,0
98,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0.13,0.12,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0.25,0,0.25,0,0,0,0,0,0.09,0.16,0.09,0.16,0,0
103,0,0,0,0,0,0.03,0.22,0,0,0.25,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
108,0,0.22,0,0.03,0.25,0,0,0,0,0,0,0,0.25,0,0,0
109,0.25,0,0,0,0.18,0,0,0,0,0.09,0.16,0,0.25,0,0,0
110,0,0.25,0,0,0,0.14,0,0.11,0,0,0,0,0,0.15,0,0.1
111,0,0.03,0,0,0,0.25,0,0,0,0,0,0.18,0,0,0.25,0
112,0.01,0.24,0,0,0.19,0.06,0,0,0,0,0,0.25,0,0.25,0,0
113,0.03,0.22,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25
114,0,0,0.25,0,0,0.25,0,0,0,0.18,0,0.07,0,0.25,0,0
117,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.23,0.02,0
118,0,0.25,0,0,0,0,0,0,0,0.11,0,0,0.09,0.16,0,0
119,0,0,0.11,0,0,0,0,0,0,0.25,0,0,0,0,0.16,0
