Data properties:

Recording date: 1/29/2016
Recording time: 09:49:53:256 (corresponds to time 0)
Study: True Belief 2
Subject: 110
Recording: 110
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	2989	33	-4	-64	
1	3539	350	288	-578	
2	3889	283	192	-1095	
3	4172	183	68	-1794	
4	4355	183	51	125	
5	4538	683	53	27	
6	5221	183	171	355	
7	5404	966	174	270	
8	7220	200	64	374	
9	9918	117	168	273	
10	10167	166	144	282	
11	10334	366	14	293	
12	10700	1049	169	266	
13	11750	466	54	45	
14	12432	233	460	317	
15	12666	216	697	306	
16	12882	1033	745	293	
17	13915	616	640	293	
18	14531	933	769	290	
19	17445	83	777	272	
20	17529	1033	743	283	
21	18561	1116	61	38	
22	19677	366	766	310	
23	20044	217	129	283	
24	20260	333	45	293	
25	20593	1116	177	273	
26	21709	400	46	289	
27	22109	666	174	276	
28	22775	416	749	302	
29	23191	500	891	312	
30	23691	633	737	294	
31	24324	400	87	277	
32	24724	216	687	300	
33	24940	383	885	303	
34	25456	450	23	268	
35	25906	450	43	32	
36	26506	17	3	46	
37	26739	200	464	324	
38	26939	866	668	356	
39	27805	633	768	232	
40	28437	233	132	364	
41	28671	433	200	443	
42	29104	266	669	363	
43	29370	1332	719	409	
44	30702	266	744	440	
45	30969	549	774	241	
46	31518	933	658	355	
47	32651	83	266	300	
48	32734	316	166	263	
49	33051	949	205	439	
50	34000	416	147	313	
51	34416	366	312	74	
52	34783	316	22	35	
53	35232	17	17	56	
54	35399	333	41	31	
55	35732	450	248	344	
56	36182	300	138	319	
57	36482	333	749	323	
58	36815	350	746	276	
59	37164	616	160	331	
60	37781	316	92	298	
61	38097	216	679	287	
62	38314	583	739	269	
63	38896	650	197	297	
64	39546	233	107	145	
65	39779	450	82	269	
66	43926	217	206	317	
67	44142	500	158	326	
68	44642	350	236	441	
69	44992	466	243	404	
70	45558	1232	755	270	
71	46907	400	356	319	
72	47307	1116	52	39	
73	48423	283	281	203	
74	48706	233	192	372	
75	48939	1765	226	418	
76	51021	433	230	402	
77	51454	600	222	449	
78	52053	250	226	391	
79	52303	516	198	260	
80	52819	583	267	217	
81	53402	250	797	271	
82	53652	316	754	267	
83	53969	250	808	446	
84	54368	83	289	360	
85	54452	333	205	378	
86	54785	150	232	423	
87	55051	216	357	344	
88	55268	216	-186	120	
89	55484	566	52	39	
90	56167	400	473	315	
91	56567	183	714	278	
92	56750	916	747	247	
93	57666	749	811	387	
94	58415	1132	739	243	
95	59548	500	226	292	
96	60047	316	230	374	
97	60364	217	760	306	
98	60580	1249	737	256	
99	61829	450	219	302	
100	63129	183	294	350	
101	63312	366	207	327	
102	63678	816	731	252	
103	64494	433	63	45	
104	65077	616	63	44	
105	65693	450	228	426	
106	66143	217	621	372	
107	66360	683	712	244	
108	67042	933	250	412	
109	67975	516	239	247	
110	68491	216	732	284	
111	68708	999	715	235	
112	69707	217	786	435	
113	69924	983	726	426	
114	71073	100	468	337	
115	71173	383	220	330	
116	71556	583	257	411	
117	72139	283	261	292	
118	72422	949	721	253	
119	73371	333	654	358	
120	73704	100	690	404	
121	73954	183	663	391	
122	74137	500	718	429	
123	74753	33	668	759	
124	76002	183	405	427	
125	76186	100	-436	501	
