28,0.25,0,0,0.25,0,0.25,0.04,0.21,0,0.25,0.25,0,0.25,0,0.12,0.13,0.04,0.21,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0,0.25,0.13,0.12,0,0.25,0.13,0.12,0.25,0,0.25,0,1
29,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.25,0.25,0,0.12,0.13,0,0,0,0,0,0.12,0,0,0,0,2
30,0,0,0,0,0.14,0,0.25,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.05,0.2,0,0,0,0,0.25,0,1
31,0,0,0.25,0,0.07,0.18,0,0,0,0,0,0,0,0,0.11,0.14,0,0,0,0,0,0,0,0,0.1,0.15,0,0,0.13,0.12,0,0,0,0.02,0.25,0,0.12,0.13,0.25,0,2
32,0.25,0,0.25,0,0.16,0.09,0.25,0,0.1,0.15,0.25,0,0,0.25,0.15,0.1,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0.25,0,0.17,0.08,0.25,0,0,0.25,0.25,0,0,0,0.25,0,3
33,0.25,0,0,0.25,0.25,0,0,0,0,0,0.12,0.13,0,0,0,0,0,0,0.2,0.05,0.25,0,0.25,0,0,0.25,0.12,0,0,0.23,0,0.25,0.21,0.04,0,0.25,0.25,0,0,0.24,4
34,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0,0,0.24,0.01,0,0,0.25,0,0,0,0.25,0,0.2,0.05,0.07,0,0,0,0,0.25,0.25,0,5
35,0,0.25,0.25,0,0.25,0,0.25,0,0.1,0,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0.22,0.03,0,0.25,6
36,0.25,0,0,0.25,0,0.25,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0.25,7
37,0.25,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.01,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,8
38,0.13,0.12,0.15,0,0,0.25,0.24,0,0.18,0.07,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,9
39,0,0,0.23,0,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0.08,0.17,0,0,0,0.03,0,0,0,0,0.25,0.03,0,0,0.25,0,0,0.1,0,0,0.25,0.01,0.24,0.02,0.07,10
40,0.19,0.06,0.19,0.06,0.15,0.1,0,0.25,0.25,0,0.25,0,0,0.25,0.21,0.04,0.25,0,0.25,0,0,0,0,0.22,0.06,0.19,0,0,0,0.25,0.25,0,0.13,0.12,0,0,0,0.25,0.25,0,11
41,0,0,0,0.05,0,0,0.04,0.21,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.04,0,0,0,0,0,0,0,0,12
42,0.24,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0.1,0,0.25,0,0.05,0,0.25,0,0,0.25,0.25,0,0.2,0.05,0,0.05,0,0,0.25,0,0,0.03,0,0.25,0,0.25,0.25,0,1
43,0,0,0,0,0,0,0.21,0.04,0.25,0,0.25,0,0,0,0.03,0,0,0,0.25,0,0.19,0.06,0.25,0,0,0,0.25,0,0,0,0.11,0.14,0.25,0,0.25,0,0.23,0.02,0.25,0,2
45,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0,0,0.21,0.25,0,0,0.02,0,0.05,0.25,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0.25,0.24,0,4
