28,0,0.13,0.1,0.15,0.14,0.11,0.08,0.17,0,0.21,0,0.25,0,0.25,0.2,0.05,0.25,0,0,0.25,0.11,0.14,0.12,0,0,0.25,0,0.25,0.25,0,0,0.16,0.25,0,0.25,0,0.25,0,0,0.25,1
29,0,0,0,0.07,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.17,0,0,0,0,0.25,0,0,0,0,0,0,0,0.12,0,0,0.25,0,0.2,2
30,0,0,0,0,0.05,0.2,0.25,0,0,0,0.21,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.16,0.09,1
31,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.21,0.04,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0.25,2
32,0.12,0.13,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0.03,0.22,0,0.24,0,0.25,0.25,0,0.25,0,0.07,0.18,0.25,0,0.04,0.21,0.11,0.14,0.05,0.2,0.25,0,0.25,0,3
33,0.02,0.23,0.25,0,0.13,0.12,0.25,0,0.14,0,0.17,0.08,0.21,0,0.25,0,0,0.25,0.25,0,0.12,0,0,0.25,0.16,0.09,0.25,0,0.25,0,0.25,0,0.25,0,0.01,0.24,0,0.25,0.25,0,4
34,0.14,0.11,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.18,0.07,0.24,0.01,0.17,0,0.18,0,5
35,0.25,0,0.08,0.17,0.25,0,0.25,0,0.12,0.13,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0.05,0.2,0.25,0,0.25,0,0.21,0.04,0,0.25,0,0,0,0.25,0.01,0.24,0.01,0.24,0,0.25,6
36,0,0.25,0.2,0.05,0,0.25,0.15,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.18,0.07,0.09,0.16,0,0.25,0.12,0.13,0.25,0,0,0.25,0.1,0.15,0,0.25,0.25,0,0,0.25,0.25,0,7
37,0.1,0.03,0,0,0,0,0,0,0,0.08,0,0.12,0,0,0,0,0,0,0,0,0.05,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.25,0,0.07,0,0.07,8
38,0,0.25,0,0.25,0.25,0,0.25,0,0.11,0.14,0.25,0,0.13,0.12,0.25,0,0,0,0.07,0.18,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0,0.14,0,0,0,0,0.18,0.07,9
39,0.14,0.11,0,0.25,0.15,0.1,0.25,0,0.14,0.11,0,0.25,0,0.25,0.25,0,0,0,0,0,0.01,0.24,0.03,0,0.16,0,0,0,0.05,0,0,0,0,0,0.25,0,0.25,0,0.08,0.17,10
40,0.19,0.06,0,0.25,0,0,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0.02,0.23,11
41,0.03,0.22,0,0.1,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.06,0,0,0,12
42,0.25,0,0.08,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.15,0.1,0.03,0.22,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0.05,0.2,0,0.25,0.25,0,0,0.25,1
43,0,0,0,0,0,0,0.13,0.12,0.02,0.23,0.02,0.23,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0,0,0.25,0,0,0.25,0.19,0.06,0.01,0.24,0,0.25,2
45,0.25,0,0,0,0.25,0,0,0,0.03,0.22,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0.06,0.04,0.25,0,0.15,0.1,0.24,0,0.09,0.16,0,0.25,0.09,0,0.18,0.07,4
46,0.22,0.03,0.25,0,0,0.25,0.2,0.05,0.25,0,0.25,0,0.1,0.15,0.25,0,0,0.25,0.11,0.14,0,0,0.25,0,0.25,0,0.25,0,0.11,0.14,0.25,0,0,0.25,0.01,0.24,0.25,0,0.17,0.08,5
47,0.25,0,0,0.25,0,0,0,0,0.14,0.11,0,0.25,0.2,0.05,0.18,0.07,0,0.25,0,0.25,0.13,0.08,0,0,0.03,0.22,0.25,0,0.25,0,0.18,0.07,0.08,0,0.25,0,0,0.25,0.15,0.1,6
48,0.25,0,0,0.05,0.25,0,0,0.25,0.1,0.15,0.25,0,0.23,0.02,0,0.25,0.25,0,0,0.05,0.17,0.08,0,0.25,0.25,0,0,0.2,0,0.25,0.25,0,0.25,0,0,0.25,0,0.25,0.25,0,7
49,0.19,0,0.04,0,0.25,0,0.09,0,0,0.21,0.25,0,0.03,0,0,0,0,0.25,0,0.25,0,0,0,0.19,0,0,0,0,0,0.25,0,0,0.25,0,0.06,0.19,0,0.21,0.25,0,8
50,0.25,0,0.11,0.14,0.19,0.06,0.25,0,0,0.19,0,0.25,0.14,0.11,0.25,0,0.1,0.15,0.14,0.11,0.02,0.23,0.25,0,0,0.25,0.08,0.17,0.07,0.18,0.11,0.14,0,0.25,0,0.25,0,0.25,0,0.25,9
51,0,0,0,0,0,0.25,0,0.22,0.21,0,0.17,0.08,0.01,0,0.01,0.24,0.22,0,0.07,0.18,0.13,0.02,0,0,0,0,0.12,0.13,0,0,0,0.25,0.05,0.2,0,0.13,0.25,0,0,0,10
52,0.25,0,0.25,0,0,0,0.25,0,0.11,0.14,0.07,0.18,0.16,0.09,0,0.25,0.24,0.01,0.23,0.02,0.25,0,0,0,0.15,0.1,0,0.25,0,0.04,0.22,0.03,0,0.25,0,0,0.02,0,0,0,11
53,0,0,0,0,0.01,0.24,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0.02,0.23,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.15,0.1,12
54,0.08,0.17,0,0.25,0.24,0.01,0,0.25,0,0.1,0.07,0.18,0.03,0.07,0.25,0,0.25,0,0.23,0.02,0.25,0,0.25,0,0,0,0,0,0.23,0.02,0,0,0.18,0.07,0.25,0,0.12,0,0,0.25,1
55,0,0,0,0,0.07,0.18,0,0,0,0,0.16,0.09,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0,0,0,0.05,0.1,0,2
56,0.25,0,0.25,0,0.25,0,0.12,0.13,0,0.25,0,0,0,0.04,0,0,0.25,0,0.25,0,0,0.25,0.14,0,0.25,0,0,0.25,0,0.17,0.07,0,0.25,0,0,0,0.25,0,0.08,0.17,3
57,0.25,0,0.11,0.14,0.08,0.17,0.17,0,0,0.25,0.13,0.12,0,0.25,0.25,0,0,0.25,0.25,0,0.14,0,0.25,0,0.2,0.05,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.2,0.05,0,0.25,4
58,0,0.25,0.25,0,0,0.25,0,0.25,0.03,0.22,0,0,0,0.25,0,0,0.04,0.21,0.25,0,0,0,0,0,0.25,0,0.01,0,0,0.25,0,0,0,0,0.23,0.02,0.25,0,0.25,0,5
59,0.25,0,0.15,0.1,0.25,0,0.25,0,0,0.23,0,0.25,0.25,0,0,0.25,0,0.21,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0,0.25,0,0.17,0.08,0.12,0,0.25,0,6
60,0,0.02,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.02,0,7
61,0,0.22,0.07,0.18,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0,0,0.14,0.11,0,0,0.25,0,0,0,0.25,0,8
63,0.18,0.07,0,0.08,0.25,0,0.15,0.1,0,0.25,0.25,0,0.25,0,0,0.25,0.23,0.02,0.04,0.21,0,0,0.15,0.1,0.25,0,0.25,0,0.25,0,0.23,0.02,0,0,0,0.25,0.07,0.18,0,0.25,10
64,0.12,0.13,0.2,0,0.12,0.13,0,0.25,0.25,0,0.15,0.1,0.25,0,0.25,0,0,0.25,0.11,0.14,0.25,0,0.25,0,0.08,0.17,0.25,0,0.09,0,0.17,0.08,0.01,0.02,0.14,0,0.15,0.1,0.25,0,11
65,0.25,0,0,0,0,0.25,0.12,0.13,0.25,0,0.25,0,0,0,0.25,0,0.25,0,0,0.25,0.17,0.08,0.25,0,0.25,0,0.25,0,0.18,0.07,0.25,0,0.13,0.12,0.23,0.02,0.12,0.09,0,0.25,12
66,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0.02,0.23,0,0,0.25,0,0.25,0,1
