Data properties:

Recording date: 1/27/2016
Recording time: 10:29:29:108 (corresponds to time 0)
Study: False Belief 1
Subject: 109
Recording: 109
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	0	1009	42	53	
1	1009	716	84	83	
2	1859	400	321	535	
3	2258	100	-252	282	
4	4157	250	581	504	
5	4407	1049	539	474	
6	5456	416	659	524	
7	5873	100	558	585	
8	10352	183	217	427	
9	10535	1166	189	358	
10	11818	933	206	347	
11	12751	216	110	377	
12	12967	500	199	373	
13	13467	883	56	388	
14	14350	933	203	345	
15	15282	1116	181	483	
16	16398	266	-216	67	
17	16665	699	44	98	
18	17797	1566	758	362	
19	19363	450	638	422	
20	19812	333	748	377	
21	20145	183	664	409	
22	20329	949	767	377	
23	21278	383	692	401	
24	21661	1216	772	366	
25	22877	150	115	110	
26	23027	633	64	111	
27	23892	150	228	378	
28	24043	166	158	387	
29	24209	383	74	393	
30	24592	283	754	388	
31	24875	483	854	440	
32	25358	250	717	351	
33	25608	400	871	438	
34	26008	183	180	420	
35	26191	100	71	428	
36	27440	600	228	341	
37	28040	366	237	445	
38	28406	550	232	482	
39	28956	283	780	351	
40	29239	516	873	430	
41	29755	716	55	103	
42	30887	100	522	381	
43	30987	333	156	380	
44	31320	333	159	478	
45	31654	283	656	427	
46	31937	583	813	494	
47	32520	250	155	433	
48	32769	899	165	507	
49	33669	233	674	474	
50	33902	2265	842	495	
51	36317	100	458	431	
52	36417	250	177	444	
53	36667	533	160	483	
54	37200	200	162	433	
55	37399	266	171	344	
56	37666	550	172	483	
57	38215	333	166	431	
58	38549	200	-206	121	
59	38748	666	48	97	
60	39947	183	650	280	
61	40131	1033	749	464	
62	41613	300	746	337	
63	41913	516	763	450	
64	42429	233	358	419	
65	42662	1615	148	400	
66	44278	283	90	482	
67	44561	200	137	405	
68	44761	100	194	402	
69	44994	167	690	423	
70	45160	300	717	468	
71	45460	416	757	466	
72	45877	200	248	411	
73	46076	350	141	410	
74	46709	184	688	454	
75	46892	783	751	470	
76	47675	483	738	313	
77	48158	233	208	361	
78	48391	633	133	400	
79	49024	483	739	368	
80	49507	849	53	111	
81	50623	17	665	321	
82	50790	300	268	463	
83	51089	4763	108	487	
84	55853	333	710	414	
85	56186	649	716	487	
86	56835	583	742	362	
87	57418	933	48	96	
88	58518	149	189	431	
89	58667	150	177	375	
90	58817	483	164	340	
91	59300	716	166	477	
92	60016	300	251	485	
93	60316	183	212	418	
94	60499	233	767	382	
95	60732	1332	742	300	
96	62065	566	607	340	
97	62847	83	639	349	
98	62930	666	751	500	
99	63597	333	784	382	
100	63930	250	728	313	
101	64179	883	580	328	
102	65062	350	287	372	
103	65412	266	173	448	
104	65678	516	199	490	
105	66195	483	187	393	
106	66678	300	-236	194	
107	66977	649	32	100	
108	67844	283	510	328	
109	68126	233	663	478	
110	68360	300	802	485	
111	68659	200	341	473	
112	68859	200	271	473	
113	69059	450	222	314	
114	69509	899	267	485	
115	70408	1316	107	467	
116	71873	150	178	429	
117	72024	433	124	462	
118	72457	366	554	396	
119	72823	266	784	454	
120	73090	400	821	478	
121	73489	383	271	448	
122	73872	166	282	351	
123	74039	733	331	355	
124	74772	316	657	393	
125	75088	383	808	474	
126	75471	183	354	422	
127	75654	183	715	349	
128	75838	1083	728	303	
129	77170	249	761	564	
130	77420	250	987	581	
131	77670	250	642	546	
132	77919	983	601	547	
133	78902	216	649	532	
