Data properties:

Recording date: 2/12/2016
Recording time: 09:51:21:594 (corresponds to time 0)
Study: single 2
Subject: 110
Recording: 110
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	24	533	100	231	
1	557	983	81	118	
2	1540	333	576	616	
3	2123	316	-17	143	
4	2440	250	64	108	
5	2689	100	121	201	
6	4638	167	768	436	
7	4805	1082	766	395	
8	5887	666	790	430	
9	6553	932	136	369	
10	7486	949	172	440	
11	8568	167	746	397	
12	8735	350	816	388	
13	9085	316	794	450	
14	9401	283	686	466	
15	9684	316	640	451	
16	10000	650	781	410	
17	10650	183	787	446	
18	13764	683	75	95	
19	14447	533	208	364	
20	14980	316	811	402	
21	15297	899	773	373	
22	16196	400	831	376	
23	16596	266	798	442	
24	16862	200	254	355	
25	17062	949	209	367	
26	18178	283	180	394	
27	18461	999	140	366	
28	19460	616	49	112	
29	20226	433	486	397	
30	20659	450	822	422	
31	21109	899	146	369	
32	22008	916	796	403	
33	22924	483	190	404	
34	23407	633	162	381	
35	24040	616	819	392	
36	24656	1549	771	382	
37	26205	566	164	387	
38	26938	716	153	379	
39	27654	333	205	370	
40	27987	533	799	375	
41	28520	1083	706	379	
42	29603	883	167	372	
43	30486	782	58	109	
44	31535	183	463	391	
45	31718	366	163	363	
46	32084	1116	780	396	
47	33200	266	797	460	
48	33466	500	196	383	
49	33966	600	173	442	
50	34566	799	821	386	
51	35365	666	154	364	
52	36031	1183	836	404	
53	37213	267	226	325	
54	37480	600	183	380	
55	38080	516	824	398	
56	38812	233	576	363	
57	39045	899	130	372	
58	39945	266	501	385	
59	40211	766	793	379	
60	40978	366	236	349	
61	41560	1199	67	104	
62	43076	333	440	203	
63	43609	167	444	223	
64	43775	666	420	282	
65	44442	216	501	312	
66	44657	466	426	277	
67	45357	100	399	286	
