Data properties:

Recording date: 2/23/2016
Recording time: 09:37:37:481 (corresponds to time 0)
Study: single 6
Subject: 114
Recording: 114
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	679	83	14	116	
1	762	883	75	109	
2	1645	1132	122	101	
3	2777	1033	54	84	
4	3810	400	174	366	
5	4209	233	144	406	
6	4442	633	813	379	
7	5076	166	808	417	
8	5242	533	824	370	
9	5775	999	174	375	
10	6774	484	795	381	
11	7574	616	791	377	
12	8190	266	826	371	
13	8457	349	189	348	
14	8806	1033	68	80	
15	9839	633	166	355	
16	10472	500	832	359	
17	10971	366	827	441	
18	11338	583	832	374	
19	11921	932	158	354	
20	12853	733	142	424	
21	13586	700	160	364	
22	14286	366	750	341	
23	14652	516	809	350	
24	15168	100	-1447	294	
25	16167	150	337	420	
26	16317	899	184	381	
27	17217	1349	857	362	
28	18566	333	826	427	
29	18899	649	844	354	
30	19548	317	-306	68	
31	19865	1065	73	72	
32	20930	516	819	341	
33	21446	899	135	370	
34	22346	383	789	356	
35	22729	1132	838	352	
36	23861	283	176	347	
37	24144	850	139	353	
38	24994	483	763	365	
39	25477	450	830	334	
40	25926	283	178	311	
41	26210	1465	146	354	
42	27675	1033	824	362	
43	28708	316	64	370	
44	29024	833	168	363	
45	29857	166	139	398	
46	30024	650	155	345	
47	30673	216	-276	109	
48	30890	1032	53	68	
49	31922	383	821	355	
50	32305	1515	142	364	
51	33820	200	938	405	
52	34020	2199	831	357	
53	36219	516	140	324	
54	36735	583	98	354	
55	37318	250	867	384	
56	37568	316	834	369	
57	37884	383	125	350	
58	38267	250	95	822	
59	39200	133	33	380	
60	39333	117	312	400	
61	39450	366	156	385	
62	39816	417	798	393	
63	40233	266	856	373	
64	40499	516	90	358	
65	41015	966	152	370	
66	41981	100	-1461	53	
67	42281	16	-1699	448	
68	42631	150	44	536	
69	42781	732	436	502	
70	43513	283	499	-148	
71	43797	1749	393	251	
