1,-,0.32,0.68,-,0.1,0.9,-,-,0.21,-,0.47,-,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,-,-,-,-,1,-,0.25,0.13,0.22,0.21,-,-,0.7,-
6,0.02,0.03,-,-,-,0.26,-,-,0.39,0.61,-,-,-,-,-,-,-,-,-,-
7,0.04,0.92,0.04,-,0.97,-,0.03,-,0.43,0.15,0.42,-,-,-,0.21,0.79,0.6,-,0.4,-
8,-,0.77,0.23,-,-,-,0.18,0.82,-,-,-,-,-,-,-,-,-,-,-,-
9,-,-,0.57,0.22,-,0.46,0.25,0.12,-,0.59,-,0.13,0.13,0.87,-,-,0.61,0.39,-,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,0.6,0.3,-,-,-,-,-,-,0.03,-,0.54,-,-,0.46
12,-,0.66,0.34,-,-,0.61,0.39,-,-,-,-,-,-,-,-,-,-,-,-,-
13,-,0.91,0.09,-,0.61,0.39,-,-,0.43,0.57,-,-,-,-,0.63,0.37,0.43,-,0.04,0.53
14,0.42,0.58,-,-,-,-,0.94,-,-,-,0.49,0.51,-,-,-,-,-,-,-,-
15,0.22,-,0.1,-,-,0.03,-,-,-,-,-,-,0.06,0.16,0.78,-,0.1,-,-,-
16,-,0.02,-,-,-,0.14,-,0.08,-,-,-,-,0.14,0.22,-,-,-,-,-,-
17,-,-,0.96,0.04,-,-,-,0.05,-,-,0.58,-,-,-,-,-,0.53,-,0.24,-
18,-,0.72,-,-,-,0.33,0.33,0.34,-,0.93,0.07,-,-,1,-,-,-,-,-,-
19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.68,-
20,0.92,-,-,-,0.51,-,0.11,-,-,-,-,-,-,0.6,-,0.4,-,-,0.07,0.63
21,-,0.58,-,-,0.31,0.33,-,-,-,0.21,0.53,0.26,-,0.32,0.52,0.03,-,-,-,0.64
22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,0.55,-
23,-,-,0.08,-,0.4,0.25,0.28,-,-,-,-,-,-,-,0.36,0.43,-,-,0.72,0.27
24,-,-,-,0.12,0.41,0.5,0.09,-,0.36,-,-,-,-,0.54,0.46,-,-,-,0.08,-
25,-,-,-,0.42,0.21,0.25,0.54,-,-,-,-,-,-,-,-,-,0.41,-,-,-
27,-,-,0.81,0.19,-,-,0.19,-,-,-,0.54,-,-,0.84,-,-,-,-,0.45,-
28,-,-,-,-,-,0.3,0.2,0.43,0.75,-,0.25,-,-,-,0.39,-,0.19,-,0.23,-
31,-,-,-,-,0.33,-,0.14,-,0.32,-,-,-,-,0.41,-,0.42,-,-,-,-
33,-,-,-,-,-,-,-,-,,,,,,,,,,,,
34,0.47,0.33,-,-,-,-,-,-,,,,,,,,,,,,
35,0.28,0.72,-,-,0.3,0.7,-,-,,,,,,,,,,,,
36,0.9,-,-,1,0.78,-,0.48,0.52,,,,,,,,,,,,
37,-,1,-,-,0.03,0.23,-,-,,,,,,,,,,,,
38,0.23,0.25,-,-,-,-,0.35,0.27,,,,,,,,,,,,
39,-,0.02,-,0.18,0.37,-,1,-,,,,,,,,,,,,
40,no data,,,,,,,,,,,,,,,,,,,
41,0.45,-,0.19,0.27,-,-,0.39,0.17,,,,,,,,,,,,
42,0.59,-,-,0.77,0.58,-,-,-,,,,,,,,,,,,
43,-,-,-,-,1,-,0.92,0.08,,,,,,,,,,,,
44,no data,,,,,,,,,,,,,,,,,,,
45,0.18,0.08,-,-,-,0.78,0.81,-,,,,,,,,,,,,
