46,-,-,-,-,-,-,-,-,,,,,,,,,,,,
47,no data,,,,,,,,,,,,,,,,,,,
48,0.24,0.45,1,-,-,0.39,-,0.58,,,,,,,,,,,,
49,0.1,-,0.91,-,-,0.38,1,-,,,,,,,,,,,,
50,1,-,-,0.27,0.77,-,1,-,,,,,,,,,,,,
52,1,-,-,-,0.25,0.75,-,-,,,,,,,,,,,,
54,0.57,0.43,-,0.18,0.15,0.85,1,-,,,,,,,,,,,,
56,0.64,0.23,-,-,-,-,-,1,,,,,,,,,,,,
62,-,0.14,1,-,-,-,0.62,0.38,,,,,,,,,,,,
64,0.05,0.95,1,-,-,0.51,-,1,,,,,,,,,,,,
66,-,0.85,1,-,-,1,0.18,0.82,,,,,,,,,,,,
68,0.23,0.15,-,-,0.16,0.48,0.27,0.02,,,,,,,,,,,,
70,-,-,-,-,-,-,-,-,,,,,,,,,,,,
72,0.5,-,-,-,-,-,0.27,-,,,,,,,,,,,,
74,-,-,-,-,-,-,-,-,,,,,,,,,,,,
76,-,-,0.35,-,0.37,0.1,-,-,,,,,,,,,,,,
78,-,0.9,-,-,0.46,-,-,0.22,,,,,,,,,,,,
80,0.15,0.25,-,0.6,0.16,-,0.15,0.85,,,,,,,,,,,,
51,-,0.3,0.48,-,-,-,1,-,,,,,,,,,,,,
53,-,-,0.01,-,-,-,0.57,0.17,,,,,,,,,,,,
55,-,0.28,1,-,-,-,-,0.43,,,,,,,,,,,,
57,0.03,0.32,-,-,1,-,0.75,0.16,,,,,,,,,,,,
59,1,-,-,-,-,1,0.68,0.32,,,,,,,,,,,,
63,-,1,0.39,0.61,0.65,0.35,-,1,,,,,,,,,,,,
65,0.24,-,-,1,-,-,0.43,-,,,,,,,,,,,,
67,-,1,0.82,-,0.3,0.32,1,-,,,,,,,,,,,,
69,0.23,0.77,-,0.81,0.36,0.64,-,0.94,,,,,,,,,,,,
71,-,-,-,-,-,-,-,-,,,,,,,,,,,,
73,0.53,-,0.06,-,-,0.32,-,1,,,,,,,,,,,,
75,0.76,0.24,-,0.52,0.72,0,1,-,,,,,,,,,,,,
77,-,-,-,0.13,-,-,-,-,,,,,,,,,,,,
79,-,-,-,-,-,-,0.29,0.71,,,,,,,,,,,,
83,-,0.85,-,-,0.58,-,-,1,,,,,,,,,,,,
81,-,1,-,0.27,-,-,1,-,,,,,,,,,,,,
87,-,0.54,-,0.41,-,-,-,0.76,,,,,,,,,,,,
89,-,-,0.07,0.65,-,-,-,0.83,,,,,,,,,,,,
91,0.55,0.33,-,-,-,-,0.04,0.96,,,,,,,,,,,,
93,-,0.42,0.08,0.4,0.5,-,-,0.53,,,,,,,,,,,,
90,-,1,0.37,0.28,0.64,0.36,-,1,,,,,,,,,,,,
92,1,-,-,-,-,-,-,-,,,,,,,,,,,,
95,0.59,0.26,-,0.59,-,0.63,-,1,,,,,,,,,,,,
98,0.98,0.02,-,1,0.48,0.52,-,1,,,,,,,,,,,,
101,-,-,-,-,-,-,-,-,,,,,,,,,,,,
