1,-,-,-,-,0.19,0.2,-,-
2,-,-,-,-,-,-,-,-
3,-,0.13,-,-,-,-,-,-
6,-,-,-,-,-,-,-,0.12
7,0.52,-,-,1,-,-,1,-
8,0.38,0.62,0.76,-,-,-,0.19,-
9,0.22,0.78,1,-,-,-,-,1
10,0.38,0.62,0.45,0.55,-,-,-,1
11,0.48,0.36,-,-,-,-,0.48,0.52
12,-,-,0.08,-,-,-,1,-
13,0.79,-,0.95,-,1,-,-,-
14,-,0.02,-,-,-,0.13,-,-
15,-,-,-,-,0.18,0.61,-,-
16,-,-,-,0.2,0.03,0.15,-,-
17,0.65,-,0.68,0.07,-,-,0.51,0.29
18,0.54,0.46,0.72,0.28,-,-,-,-
19,0.02,-,-,-,-,-,-,0.25
20,-,0.43,-,0.89,-,-,0.67,0.02
21,-,0.04,-,-,-,-,1,-
22,-,-,0.39,0.61,-,-,-,0.6
23,0.73,-,1,-,-,-,0.57,0.18
24,-,-,-,-,-,-,0.12,0.6
25,-,-,-,-,0.68,0.09,-,-
27,0.03,0.97,0.65,0.35,0.31,-,-,-
28,-,0.25,-,-,-,-,-,-
31,-,1,-,-,-,-,0.66,0.21
32,no data,,,,,,,
33,-,-,-,-,-,-,-,-
34,0.2,-,-,-,-,-,-,-
35,0.23,-,0.5,-,-,-,1,-
36,-,-,0.23,0.77,-,-,0.36,0.5
37,0.48,-,-,-,-,-,-,-
38,-,-,0.43,0.57,0.42,-,-,-
39,-,1,-,-,1,-,-,-
40,no data,,,,,,,
41,0.52,0.48,0.83,0.17,-,-,0.09,0.91
42,-,1,1,-,-,-,-,0.02
43,-,1,-,-,-,-,-,1
45,0.43,0.57,-,-,-,-,0.63,0.06
46,0.73,0.27,0.45,0.35,-,-,0.06,-
48,0.23,0.62,0.99,-,-,-,-,1
49,0.39,0.11,1,-,0.13,0.87,-,-
51,0.77,0.23,0.28,-,1,-,-,-
63,-,-,0.13,0.87,1,-,-,-
75,1,-,-,-,0.36,0.64,-,-
52,-,-,0.8,-,-,-,-,-
64,0.13,0.87,-,1,0.36,0.64,-,-
76,-,-,-,0.08,-,-,-,-
53,0.23,0.65,0.02,0.98,-,-,0.3,-
65,0.45,0.55,-,-,-,-,0.89,0.11
77,-,0.03,-,-,-,-,-,-
54,-,1,0.15,0.1,-,-,0.06,0.94
66,1,-,0.59,-,-,-,0.7,0.3
78,0.67,0.09,0.03,-,-,-,-,-
55,-,-,-,-,-,-,-,0.2
67,1,-,0.19,-,-,-,0.66,0.34
79,-,0.59,-,-,-,-,0.36,0.41
56,0.23,0.73,0.12,-,-,-,-,-
68,-,-,-,-,-,-,-,-
80,1,-,0.23,0.77,-,-,-,-
57,1,-,0.37,0.63,-,-,0.73,0.27
69,0.33,0.34,0.45,-,-,-,-,0.83
59,0.03,0.77,1,-,-,-,0.71,0.11
71,0.8,-,-,-,-,-,0.49,0.51
83,0.47,-,-,0.91,-,-,0.56,0.44
50,0.53,0.47,0.84,0.16,0.44,0.56,-,-
62,-,1,0.95,0.05,1,-,-,-
74,0.03,0.53,-,-,0.25,-,-,-
81,-,-,1,-,-,-,-,-
87,0.67,-,-,0.23,0.88,0.11,-,-
89,0.92,0.08,-,-,-,-,-,1
90,-,0.23,0.53,0.28,-,-,-,0.75
91,0.99,-,0.48,0.37,-,-,1,-
93,0.36,0.33,-,0.07,-,-,0.44,0.33
92,-,1,0.63,0.15,-,-,-,0.77
95,0.87,0.13,-,1,-,-,0.82,0.12
98,0.73,0.27,0.17,0.83,1,-,-,-
101,0.33,-,-,-,-,-,-,-
