1,-,-,-,-,0.04,0.93,-,-
2,0.05,0.17,-,-,-,-,-,-
3,0.54,-,0.4,0.57,-,0.11,-,-
6,-,-,0.81,-,-,-,-,-
7,0.13,0.2,0.54,0.29,-,-,0.49,0.48
8,0.54,-,0.45,0.52,-,-,0.36,0.62
9,0.97,-,0.43,0.55,-,-,0.99,-
10,0.04,0.93,0.86,-,-,-,0.6,0.11
11,0.53,-,-,-,-,-,0.5,0.05
12,-,0.49,0.09,-,-,-,0.23,0.42
13,0.56,0.41,0.5,0.47,-,0.72,-,-
14,0.03,-,-,-,-,0.98,-,-
15,-,-,0.5,-,-,-,-,-
16,0.15,0.08,0.67,-,0.02,0.7,-,-
17,0.97,-,0.45,0.52,-,-,0.97,-
18,-,0.91,0.39,0.58,-,-,-,-
19,-,-,-,-,-,-,-,0.07
20,-,-,0.12,0.68,-,-,0.71,-
21,0.97,-,0.19,0.78,-,-,-,-
22,-,-,0.05,-,-,-,0.31,-
23,0.47,0.51,0.25,0.14,-,-,0.48,0.5
24,0.97,-,-,0.41,-,-,0.33,0.38
25,0.69,0.3,0.53,-,0.13,-,-,-
27,0.9,0.07,-,-,-,0.99,-,-
28,-,-,0.98,-,0.18,-,-,-
31,0.49,0.37,-,-,-,-,-,0.84
32,no data,,,,,,,
33,-,-,-,-,-,-,-,-
34,-,-,0.08,-,-,-,-,-
35,0.98,-,0.16,0.53,-,-,-,0.84
36,-,-,-,-,-,-,-,0.5
37,-,-,-,-,-,0.31,-,-
38,-,-,-,-,0.3,0.66,-,-
39,0.22,-,-,-,0.59,-,-,-
40,no data,,,,,,,
41,0.57,0.4,0.36,0.3,-,-,-,0.98
42,-,0.53,0.39,0.34,-,-,-,-
43,-,-,-,-,-,-,-,0.97
45,-,-,0.6,0.35,-,-,0.09,0.6
46,-,-,0.97,-,-,-,0.91,-
48,0.81,-,-,0.34,-,-,-,0.99
49,0.81,0.16,-,0.97,-,0.55,-,-
51,0.3,0.67,-,-,0.19,0.72,-,-
63,-,-,-,-,0.53,-,-,-
75,0.08,-,-,-,0.99,-,-,-
52,0.22,0.77,0.97,-,0.49,0.49,-,-
64,0.35,0.63,0.24,0.73,-,0.98,-,-
76,-,-,0.13,-,0.14,-,-,-
53,-,-,0.67,0.32,-,-,0.1,-
65,-,-,0.74,-,-,-,0.16,0.72
77,-,-,-,-,-,-,-,-
54,0.56,0.43,-,-,-,-,0.2,0.63
66,0.69,0.29,0.75,0.22,-,-,0.2,0.77
78,0.54,0.45,0.35,-,-,-,0.35,-
55,0.08,0.11,-,-,-,-,-,-
67,0.99,-,0.59,0.39,-,-,0.91,0.06
79,-,0.97,-,0.45,-,-,0.71,-
56,-,-,-,-,-,-,-,-
68,-,-,-,-,-,-,-,-
80,-,-,-,-,-,-,-,-
57,-,0.99,-,0.98,-,-,0.97,-
69,0.3,-,-,-,-,-,0.12,0.11
59,0.71,-,0.97,-,-,-,0.03,0.95
71,-,0.29,-,-,-,-,-,0.97
83,0.97,-,-,0.94,-,-,0.97,-
50,0.53,0.43,0.97,-,-,0.97,-,-
62,0.13,0.85,0.04,-,0.76,0.21,-,-
74,-,-,-,-,-,-,-,-
81,-,0.07,0.05,-,-,-,-,-
87,0.05,0.9,-,-,-,0.37,-,-
89,-,0.99,-,0.98,-,-,-,-
90,-,-,-,0.81,-,-,-,0.02
91,-,0.51,0.12,0.85,-,-,0.58,-
93,0.12,0.57,0.18,-,-,-,0.55,-
92,-,0.65,0.84,0.13,-,-,0.05,0.94
95,0.25,0.72,0.21,0.78,-,-,-,0.97
98,0.47,0.5,0.47,0.3,0.64,0.34,-,-
101,0.07,0.03,-,-,-,-,-,-
