29,3.93,5.73,-,1.41,2.22,0.4,0.85,2.07,0.53,-,0.98,0.84,0.43,1.4,,,,,,,,,,,,,,
30,3.85,4.13,3.93,1.45,4.42,1.13,4.6,1.2,3.54,0.77,4.22,1.78,1.85,1.3,,,,,,,,,,,,,,
31,3.2,1.09,0.55,0.85,1.11,0.58,1.97,0.45,0.97,0.81,5.02,0.67,1.42,4.08,,,,,,,,,,,,,,
32,2.33,4.07,2.53,2.92,4.08,0.58,2.87,2.7,1.42,1.8,3.25,2.25,1.77,2.89,,,,,,,,,,,,,,
33,1.67,1.21,0.86,1.12,1.61,0.95,2.48,0.54,0.45,0.17,1.27,-,0.53,1.8,,,,,,,,,,,,,,
34,-,-,-,-,-,-,-,-,1.96,-,-,-,0.02,0.15,,,,,,,,,,,,,,
35,4.85,4.42,3.13,2.73,3.69,2.31,4.98,0.65,4.04,-,5.81,0.19,2.88,3.12,,,,,,,,,,,,,,
36,4.42,2.49,3.49,1.32,1.63,1.35,2.33,2.28,2.06,0.8,2.43,3.15,2.43,0.72,,,,,,,,,,,,,,
37,1.33,0.48,0.85,1.4,0.68,1.48,-,0.6,0.03,0.02,-,-,-,-,,,,,,,,,,,,,,
38,3.26,2.5,0.93,1.1,1.63,1.13,3.03,1.1,-,1.08,3.93,0.7,0.67,0.7,,,,,,,,,,,,,,
39,-,-,-,-,-,-,-,0.24,0.02,0.33,-,0.03,2.37,0.13,,,,,,,,,,,,,,
40,1.42,0.92,0.83,0.12,-,-,-,-,3.48,1.42,1.58,1.42,1.58,1.16,,,,,,,,,,,,,,
41,2.48,0.95,1.18,-,1.03,-,0.75,-,1.37,-,2.16,2.11,0.8,1.37,,,,,,,,,,,,,,
42,0.6,3.42,3.58,0.23,4.65,0.92,1.48,2.46,1.8,1.13,2.38,0.87,4.19,1.51,,,,,,,,,,,,,,
43,1.9,1.67,1.35,0.92,1.57,3.78,4.03,1.83,3.95,1.12,3.5,2.5,4.27,1.73,,,,,,,,,,,,,,
44,2.21,1.85,2.17,1.57,0.78,0.25,1.48,0.57,-,0.15,1.78,-,-,0.02,,,,,,,,,,,,,,
45,3.21,3.1,2.82,2.54,4.46,1.4,4.14,0.98,3.38,1.92,4.53,1.05,4.15,1.5,,,,,,,,,,,,,,
46,2.95,2.07,3.28,1.78,6,-,2.41,3.59,3.43,1.1,3.52,2.48,3.46,2.54,,,,,,,,,,,,,,
47,1.48,2.1,4.12,1.42,4.05,1.95,3.25,2.75,3.09,-,4.52,1.48,1.48,4.52,,,,,,,,,,,,,,
48,4.42,4.04,3.13,2.27,6,-,3.85,2.15,3.42,1.47,4.17,1.71,3.7,2.19,,,,,,,,,,,,,,
49,4.09,3.9,1.44,3.53,1.18,1.6,2.87,1.12,3.87,0.2,2.61,1.69,2.61,1.74,,,,,,,,,,,,,,
50,4.43,4.74,3.14,2.12,0.75,-,1.9,4.1,0.04,-,3.4,2.31,2.98,2.46,,,,,,,,,,,,,,
51,2.41,2.36,1.86,1,-,-,5.33,0.24,-,-,3.16,2.65,2.25,-,,,,,,,,,,,,,,
52,2.61,2.47,3.26,1.36,2,3.65,2.61,3.04,3.68,-,2.85,1.98,3,2.55,,,,,,,,,,,,,,
53,1.48,2.96,2.17,1.5,4.57,0.75,1.74,1.65,-,-,-,-,1.93,1.4,,,,,,,,,,,,,,
54,4.01,1.73,1.17,1.02,-,0.3,0.38,0.7,0.13,-,4.44,1.17,0.67,0.38,,,,,,,,,,,,,,
55,4.33,5,2.73,2.71,1.23,0.5,1.85,3.61,0.95,0.38,2.94,2.48,0.63,1.86,,,,,,,,,,,,,,
56,2.53,3.56,3.2,1.73,1.88,3.85,3.85,1.6,3.73,1.43,3.48,2.23,2.55,1.92,,,,,,,,,,,,,,
57,2.03,2.8,1.44,2.26,0.02,-,-,-,-,-,-,-,0.02,-,,,,,,,,,,,,,,
58,1.5,-,3.19,1.35,-,0.55,2.45,1.23,3.86,0.29,5.35,0.65,0.43,4.64,,,,,,,,,,,,,,
59,4.57,3,1.99,3.47,5.59,0.18,4.39,1,4.73,1.07,5.38,-,1.43,4.47,,,,,,,,,,,,,,
60,-,-,-,-,-,-,-,-,1.33,0.78,4.87,-,3.7,2.14,,,,,,,,,,,,,,
61,0.67,-,0.28,0.07,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
62,2,2,2,6.22,3.54,2.13,2,6.74,2,4.35,2.12,2,3.52,2.18,2.03,2.35,4.12,0.8,3.24,1.42,4.61,1.26,2.35,1.96,4.06,1.94,2.3,2.4
61,0.67,-,0.28,0.07,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
62,2.03,2.35,4.12,0.8,3.24,1.42,4.61,1.26,2.35,1.96,4.06,1.94,2.3,2.4,,,,,,,,,,,,,,
