1,0.56,-,0.24,-,0.09,-,0.4,0.6
2,-,-,-,0.82,-,0.18,-,-
3,-,-,-,-,-,-,-,-
6,0.47,0.13,0.65,0.23,0.91,0.09,0.17,0.83
7,0.25,0.75,0.72,0.28,0.2,0.8,0.62,0.38
8,1,-,0.53,0.47,0.41,0.39,-,1
9,1,-,0.67,0.33,0.35,0.58,-,1
10,0.68,0.32,1,-,0.97,0.03,1,-
11,0.38,-,0.77,-,-,-,0.43,0.57
12,0.02,0.98,0.29,0.71,0.67,0.33,1,-
13,0.74,0.13,0.02,0.98,0.22,0.78,0.59,0.01
14,-,-,0.5,0.31,0.07,0.93,-,0.92
15,0.85,-,0.92,-,0.03,0.97,0.24,0.76
16,-,0.32,0.25,0.01,0.78,-,0.34,0.66
17,0.83,0.17,0.68,0.04,0.27,0.73,1,-
18,0.05,0.95,0.88,0.12,0.03,0.19,0.27,-
19,0.36,0.64,0.66,0.34,0.18,-,0.17,-
20,0.53,0.47,0.16,0.71,0.75,0.25,0.4,0.25
21,-,1,1,-,0.33,0.67,0.62,0.26
22,0.1,0.32,0.53,-,0.57,0.43,0.75,0.15
23,0.64,0.36,0.23,-,0.63,0.37,0.63,0.37
24,0.65,0.18,0.03,0.73,-,-,0.23,0.77
25,-,0.22,-,0.12,0.44,0.2,-,0.46
27,0.22,0.78,0.15,0.73,0.43,0.42,1,-
28,0.1,0.13,0.92,0.08,1,-,-,1
31,0.94,0.06,0.22,0.78,0.85,-,1,-
32,no data,,,,,,,
33,-,-,-,0.18,0.22,0.78,0.43,0.45
34,-,-,0.86,0.14,0.31,0.69,0.51,0.49
35,0.54,0.46,0.43,0.57,0.9,-,0.28,0.72
36,0.47,0.23,0.96,0.04,0.7,-,0.85,-
37,0.26,0.74,-,-,-,-,0.75,0.21
38,-,-,0.18,0.21,0.5,0.5,0.34,0.66
39,0.65,0.02,0.31,-,0.18,-,0.72,-
40,no data,,,,,,,
41,1,-,0.7,-,-,0.73,0.34,0.66
42,0.1,0.87,0.82,0.18,0.55,0.45,-,-
43,1,-,-,-,0.13,0.87,-,1
45,0.19,0.81,0.55,0.32,0.5,0.33,0.03,0.82
46,-,-,0.61,0.39,1,-,0.53,-
48,0.68,-,0.99,0.01,1,0,0.84,0.16
49,0.28,-,0.39,0.61,0.24,-,-,0.52
51,0.55,0.45,0.32,-,0.41,0.59,0.52,0.24
63,0.91,0.09,0.68,0.32,-,1,0.31,0.69
75,0.3,0.57,-,0.05,-,0.43,-,0.76
52,0.3,0.5,-,0.85,0.73,0.27,0.75,0.1
64,0.77,0.23,1,-,-,1,0.74,0.26
76,0.86,0.14,-,0.17,0.02,-,0.1,0.12
53,0.63,0.09,1,-,0.78,0.03,0.24,0.76
65,-,0.75,0.54,0.46,0.14,-,0.18,0.63
77,-,-,-,-,-,-,-,-
54,0.52,0.14,-,0.61,-,0.02,0.66,0.34
66,0,1,0,0.81,0.98,0.02,0.06,0.94
78,0.87,0.13,0.66,-,0.59,0.41,0.27,0.18
55,-,-,-,-,0.18,-,0.33,-
67,-,1,0.54,0.46,0.38,0.62,0.97,0.03
79,0.23,0.77,0.03,0.97,-,1,0.37,0.63
56,-,0.43,-,1,-,0.7,0.09,0.91
68,-,-,-,-,-,-,-,-
80,-,-,0.53,0.47,1,-,-,0.07
57,-,1,1,-,0.36,0.64,0.56,0.44
69,0.79,0.21,-,0.49,0.4,0.6,0.5,0.5
59,0.17,0.83,0.77,0.23,1,-,0.51,0.49
71,0.1,0.67,0.51,0.49,1,-,0.7,0.3
83,0.48,0.52,0.85,-,0.88,0.12,-,1
50,-,1,-,1,0.26,0.74,-,0.61
62,1,-,0.02,0.98,0.46,0.54,1,-
74,-,0.65,0.78,-,-,0.15,-,-
81,-,0.14,0.07,0.93,0.22,-,-,-
87,-,0.74,-,-,0.09,0.21,0.01,0.69
89,0.75,0.23,-,1,0.6,0.4,1,-
90,-,0.39,0.38,0.62,0.27,0.73,0.17,0.83
91,1,-,-,1,1,-,0.16,0.84
93,-,0.9,0.86,0.04,0.45,0.05,0.47,0.11
92,0.67,0.33,0.15,0.85,-,1,0.96,0.04
95,1,-,-,1,0.01,0.99,1,-
98,0.34,0.66,0.02,0.98,0.62,0.38,0.45,0.55
101,-,-,-,-,-,-,-,0.7
