1,-,0.28,-,0.72,-,0.54,-,0.46,0.32,0.23,0.45,-,-,-,-,-,-,-,1,-
2,0.57,0.08,-,-,-,0.75,-,0.25,-,0.17,-,-,0.37,-,0.35,0.07,-,0.29,0.28,0.43
6,-,-,0.07,-,-,-,-,-,0.41,-,0.48,-,-,-,0.22,0.51,-,-,0.18,-
7,0.06,0.94,-,-,0.02,0.98,-,-,0.4,-,0.44,-,-,0.81,-,0.19,0.21,-,0.79,-
8,-,0.36,-,0.39,0.43,0.57,-,-,-,0.42,0.44,-,-,-,1,-,-,-,-,-
9,-,1,-,-,-,0.31,-,0.69,-,-,0.11,0.89,-,0.67,-,-,-,1,-,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,0.96,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,0.45,0.42
12,0.85,0.15,-,-,0.02,0.37,0.62,-,-,-,0.65,0.35,-,0.1,0.47,-,0.37,0.36,0.27,-
13,-,-,0.42,0.58,-,0.76,0.24,-,-,-,0.56,0.44,0.17,0.37,0.47,-,0.73,-,0.27,-
14,-,0.1,-,0.65,-,0.01,0.99,-,0.6,0.09,-,-,-,-,-,-,-,-,-,1
15,0.79,0.21,-,-,-,0.36,-,0.32,-,-,-,-,-,-,-,-,-,-,1,-
16,0.27,0.22,-,-,0.32,-,0.68,-,0.24,-,0.76,-,-,0.17,0.65,-,-,-,-,-
17,-,-,0.42,0.41,-,-,0.63,0.37,-,-,0.38,0.62,-,-,-,0.61,0.82,0.18,-,-
18,0.1,-,-,-,-,-,0.74,0.26,-,-,-,0.67,-,-,0.55,0.03,0.3,-,0.7,-
19,-,-,0.16,-,-,0.55,-,0.45,-,-,-,-,-,-,-,-,-,-,-,-
20,0.01,0.48,0.27,-,-,0.44,-,-,0.44,-,0.56,-,-,0.15,0.85,-,-,-,0.35,-
21,0.55,0.2,0.25,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,0.46,0.54
22,0.18,0.12,-,-,-,-,-,1,-,0.03,-,-,-,-,0.3,-,-,-,-,-
23,0.32,-,0.46,0.22,-,-,0.29,0.38,-,0.68,-,0.2,0.43,0.32,0.11,0.14,0.43,0.17,0.2,-
24,-,-,1,-,-,-,0.06,-,-,-,0.07,0.93,-,-,-,-,-,-,1,-
25,-,-,-,-,0.2,0.33,0.47,-,-,0.12,-,-,-,-,-,-,-,-,-,-
27,0.84,-,-,0.16,-,0.5,-,0.5,-,-,0.29,0.71,-,0.37,0.63,-,-,-,-,-
28,-,-,0.23,0.1,-,0.41,0.59,-,0.78,0.09,-,-,-,-,0.08,0.15,-,-,0.23,0.27
31,-,-,-,-,0.25,-,0.22,0.04,0.63,0.37,-,-,-,0.32,0.2,0.48,0.01,0.18,-,0.81
33,0.05,-,-,-,-,-,1,-,,,,,,,,,,,,
34,0.02,0.1,0.1,-,0.56,-,-,0.91,,,,,,,,,,,,
