1,-,0.65,0.28,0.07,0.3,0.7,-,-,0.6,-,0.12,-,-,-,-,-,-,-,0.2,-
2,-,-,-,-,-,0.14,0.73,-,-,0.71,0.1,-,-,-,-,0.2,0.25,0.55,-,-
6,-,-,-,-,-,-,0.25,0.15,-,-,-,0.22,-,0.55,0.15,0.1,-,-,-,-
7,0.2,0.19,0.61,-,0.28,-,0.72,-,-,-,0.75,0.25,-,0.72,0.28,-,-,0.82,0.18,-
8,-,0.22,0.47,0.31,0.48,0.52,-,-,0.34,-,0.66,-,0.52,0.45,0.03,-,-,-,-,-
9,-,0.16,0.84,-,0.3,0.17,0.53,-,-,-,-,1,-,-,-,-,-,1,-,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,0.33,-,-,0.29,0.37,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-
12,0.02,0.4,0.58,-,-,-,0.47,0.53,0.16,0.58,-,0.25,-,0.53,0.39,-,-,-,0.33,0.67
13,-,-,0.43,0.57,-,-,1,-,-,-,-,1,-,-,1,-,0.09,-,-,0.65
14,-,-,0.57,0.43,0.4,0.3,0.3,-,-,0.06,-,-,-,-,-,-,0.34,-,0.25,0.41
15,0.15,-,-,0.6,-,0.2,-,-,-,-,-,-,-,-,-,0.15,-,-,0.33,0.1
16,-,0.02,-,0.67,0.44,0.56,-,-,0.08,-,0.92,-,-,0.57,0.43,-,-,0.38,-,-
17,-,-,0.1,0.9,-,0.38,0.62,-,-,-,0.42,-,-,-,0.39,0.61,-,1,-,-
18,-,-,-,-,0.3,0.11,0.32,0.28,-,0.1,0.8,0.1,0.33,-,-,0.67,-,-,0.24,0.76
19,0.3,0.35,0.05,-,0.22,0.15,-,0.13,-,-,-,-,-,-,-,-,-,-,-,-
20,0.39,0.53,-,0.07,0.18,-,0.45,0.27,-,0.68,0.32,-,-,0.55,0.25,-,-,-,0.02,0.5
21,-,0.48,-,0.52,-,-,0.42,-,0.28,0.72,-,-,0.28,-,-,0.01,0.16,-,0.84,-
22,0.12,-,-,-,-,-,0.62,0.04,-,-,-,-,-,-,-,-,-,-,0.28,-
23,0.13,-,0.87,-,0,0.97,0.03,-,0.25,-,0.4,0.22,-,-,0.24,0.76,0.32,0.14,0.38,0.16
24,0.64,-,0.36,-,-,-,0.42,0.58,0.46,0.47,0.07,-,-,-,-,-,0.04,0.88,0.08,-
25,-,0.02,-,-,-,0.05,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
27,0.64,0.36,-,-,-,0.49,-,0.51,-,0.58,0.12,0.3,-,1,-,-,-,-,-,0.1
