1,-,0.98,-,-,-,0.98,-,-,-,0.57,0.26,-,0.02,-,-,-,-,-,-,-
2,-,0.54,-,-,-,-,-,-,-,-,0.22,-,0.1,0.78,-,0.1,0.4,0.27,0.3,-
6,-,0.52,-,-,-,-,-,0.23,0.61,0.22,-,-,-,-,0.15,-,-,-,-,-
7,0.42,0.57,-,-,0.9,-,-,-,-,0.98,-,-,-,0.23,0.74,-,0.25,-,0.49,-
8,-,0.08,0.09,0.8,0.03,0.7,0.24,-,-,0.31,-,-,-,-,-,-,-,-,-,-
9,-,0.12,-,0.63,-,0.21,-,0.76,-,-,0.64,0.34,-,0.53,0.43,-,0,0.79,-,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59,-,-,-
12,-,0.48,0.5,-,-,0.47,0.01,0.48,-,-,-,-,-,-,-,-,-,-,-,-
13,-,-,0.97,-,-,0.25,0.71,-,0.25,-,0.73,-,-,0.29,0.68,-,0.28,0.21,0.49,-
14,0.1,0.32,0.23,0.33,0.3,0.38,0.07,-,-,0.57,-,0.22,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,-,-,-,-,-,-,0.96,-,-,-,-,-,0.45,-
16,0.19,0.23,0.48,-,-,-,0.07,-,0.42,0.02,-,-,0.26,-,-,-,0.23,-,0.03,-
17,-,0.49,-,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72,-,-
18,0.4,0.18,-,-,-,-,0.98,-,-,-,0.46,0.17,-,0.14,-,0.15,-,-,-,-
19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.49,-
20,-,-,0.08,0.76,0.28,0.37,0.32,-,-,-,-,-,-,0.43,0.1,0.43,-,-,0.16,-
21,0.4,0.18,0.1,-,0.34,-,-,0.04,0.53,-,-,0.39,-,-,-,0.77,-,-,-,0.98
22,-,-,-,-,-,-,-,-,0.45,0.3,-,-,-,-,-,-,0.04,0.45,-,-
23,0.4,-,-,-,-,-,0.38,-,-,0.24,0.15,-,-,0.78,0.19,-,0.55,-,-,0.25
24,0.35,0.5,-,-,-,-,0.11,0.63,0.5,-,0.33,0.16,0.8,0.17,-,-,0.47,-,0.43,-
25,-,-,-,-,0.18,0.55,0.24,-,-,0.15,-,-,-,-,-,-,0.19,-,0.45,-
27,-,0.85,0.02,0.1,0.18,-,0.7,-,-,-,-,-,-,-,-,-,0.72,-,-,0.05
28,-,0.37,-,-,0.35,-,-,-,0.08,0.35,-,-,0.17,-,0.31,0.48,0.42,-,0.4,-
31,-,-,-,-,-,-,-,-,0.35,0.63,-,-,-,-,0.88,0.09,0.53,-,-,-
33,-,-,-,-,-,-,-,-,,,,,,,,,,,,
34,-,-,-,-,-,0.4,0.78,-,,,,,,,,,,,,
35,-,0.97,0.3,-,0.86,-,-,-,,,,,,,,,,,,
36,0.27,-,-,0.58,0.26,-,0.97,-,,,,,,,,,,,,
37,-,0.41,-,-,-,0.23,-,-,,,,,,,,,,,,
38,-,-,-,-,-,-,0.49,0.47,,,,,,,,,,,,
39,-,-,-,0.56,-,-,0.85,-,,,,,,,,,,,,
40,no data,,,,,,,,,,,,,,,,,,,
41,0.98,-,0.48,-,-,-,-,0.15,,,,,,,,,,,,
42,0.78,-,-,-,-,0.92,0.36,-,,,,,,,,,,,,
43,-,-,-,-,0.21,-,0.97,-,,,,,,,,,,,,
44,no data,,,,,,,,,,,,,,,,,,,
45,0.97,-,0.11,-,-,-,-,0.94,,,,,,,,,,,,
46,0.27,-,0.82,-,-,-,0.24,-,,,,,,,,,,,,
47,no data,,,,,,,,,,,,,,,,,,,
48,0.12,-,0.35,0.64,-,0.6,-,0.98,,,,,,,,,,,,
49,-,-,-,-,-,-,0.5,-,,,,,,,,,,,,
50,0.19,0.76,-,-,0.23,-,0.43,-,,,,,,,,,,,,
52,0.18,-,-,-,0.09,0.67,-,-,,,,,,,,,,,,
54,0.95,-,-,0.1,-,0.97,0,0.95,,,,,,,,,,,,
56,0.41,0.17,-,0.48,-,0.46,-,0.8,,,,,,,,,,,,
62,0.08,-,0.97,-,0.74,-,-,0.95,,,,,,,,,,,,
64,0.94,-,0.51,-,0.33,0.59,-,0.95,,,,,,,,,,,,
66,-,0.95,0.57,-,-,0.97,-,0.95,,,,,,,,,,,,
68,0.03,-,-,-,-,-,-,-,,,,,,,,,,,,
70,0.08,-,-,-,-,-,-,0.03,,,,,,,,,,,,
