Data properties:

Recording date: 3/22/2016
Recording time: 15:30:09:893 (corresponds to time 0)
Study: perceptual_5
Subject: 117
Recording: 117
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	8566	116	677	423	
1	8683	482	642	433	
2	9165	166	1068	386	
3	11912	116	692	464	
4	12029	217	631	475	
5	12246	100	487	519	
6	12496	100	230	523	
7	16142	33	583	817	
8	17391	17	551	813	
9	20722	100	254	419	
10	21205	50	588	779	
11	22321	17	563	664	
12	45870	17	111	-10	
13	46853	17	662	509	
14	54264	17	364	389	
15	55632	17	710	466	
16	62408	17	208	323	
17	68337	100	840	322	
18	69703	83	905	558	
19	70485	166	399	480	
20	75332	17	492	393	
21	75515	33	568	133	
22	75682	50	742	340	
23	75981	133	831	377	
24	76897	17	376	802	
25	78596	150	232	427	
26	79695	33	814	357	
27	86640	133	540	482	
28	86773	217	500	359	
29	87339	17	434	356	
30	88605	17	747	532	
31	89704	17	108	151	
32	91472	416	321	450	
33	94584	17	202	159	
34	97415	17	457	435	
35	97915	266	384	444	
36	100013	17	291	345	
37	100446	117	453	502	
38	100563	483	518	544	
39	101262	17	406	473	
40	122580	216	609	604	
41	123030	183	593	621	
