1,0.25,0,0.23,0,0.09,0,0.25,0
2,0,0,0,0.25,0,0,0,0
3,0,0,0,0,0,0,0,0
6,0,0,0,0.13,0.16,0.09,0.17,0.08
7,0.25,0,0,0.25,0,0.25,0,0.25
8,0.25,0,0,0.25,0.25,0,0,0.25
9,0.25,0,0,0.25,0,0.18,0,0.25
10,0,0.25,0.25,0,0.25,0,0.25,0
11,0.25,0,0.25,0,0,0,0.25,0
12,0.02,0.23,0,0.25,0,0.25,0.25,0
13,0.12,0.13,0.02,0.23,0.22,0.03,0.25,0
14,0,0,0.25,0,0.07,0.18,0,0.25
15,0.25,0,0.25,0,0.03,0.22,0,0.25
16,0,0.09,0,0,0.25,0,0.25,0
17,0.08,0.17,0.25,0,0.25,0,0.25,0
18,0.05,0.2,0.19,0.06,0,0.02,0.07,0
19,0.25,0,0.25,0,0.07,0,0.1,0
20,0.16,0.09,0,0.25,0,0.25,0,0.25
21,0,0.25,0.25,0,0,0.25,0,0.25
22,0.1,0,0,0,0.25,0,0.1,0.15
23,0.25,0,0.17,0,0.25,0,0.1,0.15
24,0.07,0.18,0.03,0.22,0,0,0,0.25
25,0,0.03,0,0.12,0.13,0,0,0.25
27,0.17,0.08,0.13,0,0,0.25,0.25,0
28,0.1,0.13,0.17,0.08,0.25,0,0,0.25
31,0.19,0.06,0.22,0.03,0.25,0,0.25,0
33,0,0,0,0,0,0.25,0.23,0
34,0,0,0.11,0.14,0,0.25,0.25,0
35,0,0.25,0.25,0,0.25,0,0.25,0
36,0.02,0.23,0.21,0.04,0.16,0,0.25,0
37,0,0.25,0,0,0,0,0.02,0.18
38,0,0,0,0,0.25,0,0,0.25
39,0.01,0.02,0.25,0,0.18,0,0.24,0
41,0.25,0,0,0,0,0.25,0,0.25
42,0,0.21,0.07,0.18,0,0.25,0,0
43,0.25,0,0,0,0,0.25,0,0.25
45,0,0.25,0,0.24,0,0.25,0.03,0.22
46,0,0,0,0.25,0.25,0,0.25,0
