1,0.25,0,0.01,0,0,0.23,0,0.25
2,0,0.02,0,0,0,0,0,0.25
3,0,0,0,0.25,0,0.25,0,0.25
6,0,0.14,0,0,0.25,0,0.03,0.22
7,0.25,0,0,0.25,0,0.14,0,0.14
8,0,0.25,0.24,0.01,0,0.25,0.24,0.01
9,0,0.25,0,0.25,0,0,0.02,0.23
10,0.25,0,0,0.25,0,0.25,0.24,0.01
11,0.25,0,0.06,0.19,0.1,0.03,0,0.25
12,0.25,0,0,0.25,0.02,0.23,0,0.25
13,0,0.25,0.04,0.21,0.25,0,0,0.25
14,0,0,0,0.25,0,0.25,0.25,0
15,0,0,0,0.22,0,0.25,0.25,0
16,0,0,0,0.03,0,0.11,0,0.25
17,0.09,0.16,0,0.25,0.11,0.14,0.25,0
18,0.2,0.05,0,0.25,0.25,0,0.03,0.22
19,0,0,0.16,0.09,0,0.25,0.01,0
20,0.14,0.11,0.22,0,0.1,0.15,0.25,0
21,0.25,0,0.04,0.21,0,0.25,0.14,0.11
22,0.17,0,0.19,0,0.25,0,0.25,0
23,0.03,0.22,0,0.25,0,0.25,0.23,0.02
24,0.13,0.12,0,0,0,0,0.25,0
25,0,0.24,0.14,0.11,0.08,0,0.08,0.17
27,0.25,0,0.25,0,0.25,0,0,0.25
28,0,0.25,0.25,0,0.24,0.01,0.25,0
31,0,0.25,0.09,0.16,0,0.25,0,0.25
33,0,0,0,0,0,0.21,0,0.25
34,0,0,0.19,0.06,0.24,0.01,0.01,0.24
35,0,0.25,0.2,0,0.25,0,0.25,0
36,0.23,0,0,0.25,0.03,0.03,0,0.25
37,0.25,0,0,0,0,0,0,0.25
38,0,0,0,0,0.24,0.01,0.25,0
39,0,0,0.16,0,0.25,0,0,0.17
41,0,0.25,0,0,0.25,0,0.1,0.15
42,0,0.25,0,0.07,0.03,0.22,0,0.02
43,0,0.25,0,0,0.25,0,0.25,0
45,0.25,0,0.25,0,0.25,0,0.25,0
46,0.25,0,0.25,0,0.13,0.12,0.25,0
48,0,0.11,0.22,0.03,0,0.25,0,0.25
49,0,0.25,0.25,0,0,0,0.25,0
50,0.25,0,0.2,0.05,0,0.25,0.08,0.17
51,0.25,0,0,0.25,0.25,0,0.17,0.08
52,0.25,0,0,0.25,0.25,0,0.25,0
53,0.25,0,0,0.25,0.05,0.2,0,0.25
54,0,0.25,0.25,0,0,0.25,0.25,0
55,0.02,0,0.15,0,0.07,0,0.25,0
56,0.25,0,0.25,0,0,0,0.21,0
57,0,0.25,0.25,0,0.02,0.23,0,0.25
59,0.25,0,0.21,0.04,0,0.25,0,0.25
62,0,0.25,0.08,0.17,0.05,0.2,0,0.25
63,0.24,0.01,0,0.25,0.25,0,0.25,0
64,0,0.25,0.13,0.12,0.25,0,0.25,0
65,0,0.14,0.21,0.04,0,0.25,0,0
66,0.25,0,0.23,0.02,0.15,0.1,0.14,0
67,0.25,0,0,0.25,0.25,0,0.11,0.14
69,0.14,0.11,0.25,0,0,0.25,0.25,0
70,0.25,0,0.13,0.12,0.25,0,0.17,0.08
