1,0.22,0,0,0,0,0.25,0,0.25
2,0,0,0,0.1,0,0.02,0,0.22
3,0,0,0.18,0.07,0.14,0.11,0,0.25
6,0,0,0,0,0.25,0,0,0.25
7,0.16,0.09,0.25,0,0,0,0.22,0.03
8,0.2,0.05,0.25,0,0,0.25,0,0.25
9,0,0.25,0.15,0.1,0,0,0.25,0
10,0.07,0.18,0.17,0.08,0.17,0.08,0.25,0
11,0,0.25,0.25,0,0.25,0,0.05,0.2
12,0.09,0.16,0.19,0.06,0.25,0,0.18,0.07
13,0,0.25,0.25,0,0.25,0,0,0.25
14,0,0,0.21,0.04,0.08,0.17,0,0.25
15,0.2,0,0.15,0.1,0,0.25,0.18,0.07
16,0.01,0,0,0.12,0.13,0,0,0.19
17,0.25,0,0.2,0.05,0.25,0,0.07,0.18
18,0,0.25,0.22,0.03,0.25,0,0.25,0
19,0,0,0,0.25,0.07,0.18,0,0
20,0,0.25,0,0,0,0.05,0,0.12
21,0.12,0.13,0.25,0,0.19,0.06,0.25,0
22,0,0.02,0.25,0,0.25,0,0.25,0
23,0,0.25,0,0.25,0,0.25,0,0.25
24,0.25,0,0,0,0,0,0.25,0
25,0,0,0.25,0,0.25,0,0.25,0
27,0.13,0.12,0.13,0.12,0.25,0,0,0.25
28,0,0.25,0.25,0,0.25,0,0.25,0
31,0,0.25,0,0.25,0.02,0.23,0.06,0.19
33,0,0,0,0,0.07,0,0,0.1
34,0,0,0.25,0,0.24,0,0.25,0
35,0.01,0.24,0.25,0,0.17,0.08,0.15,0.1
36,0,0,0.21,0.04,0.25,0,0.11,0.14
37,0.25,0,0,0,0,0,0,0.25
38,0,0,0,0,0,0.25,0.24,0.01
39,0,0,0,0,0.25,0,0,0.03
41,0.11,0.14,0,0,0.17,0.08,0.25,0
42,0.17,0.08,0,0,0,0.25,0,0
43,0.04,0.21,0,0,0.25,0,0.15,0
45,0.25,0,0.16,0.09,0.08,0.17,0.1,0.15
46,0.08,0.17,0.25,0,0.25,0,0,0.25
48,0,0.17,0,0.25,0.17,0.08,0,0.25
49,0,0.25,0.16,0.09,0,0,0.25,0
50,0.23,0.02,0,0.25,0.08,0.17,0.25,0
51,0.13,0.12,0.08,0.17,0.25,0,0.25,0
52,0.22,0.03,0.03,0.22,0.17,0,0.08,0.17
53,0.15,0.1,0.13,0.12,0.25,0,0.14,0.11
54,0,0.25,0.25,0,0.2,0.05,0.25,0
55,0,0,0.18,0.05,0,0,0.1,0.15
56,0.25,0,0.09,0.16,0,0,0,0.13
57,0.19,0.06,0.16,0.09,0.25,0,0,0.25
59,0.15,0.1,0.25,0,0,0.25,0.13,0.12
62,0,0.25,0.25,0,0,0.25,0.13,0.12
63,0,0.25,0.13,0.12,0.25,0,0.25,0
64,0.02,0.23,0.25,0,0.25,0,0.11,0.14
65,0,0.25,0.22,0,0.08,0.17,0,0
66,0.09,0.16,0,0.25,0.25,0,0.25,0
67,0.25,0,0,0.25,0.25,0,0.25,0
69,0.25,0,0.25,0,0,0.25,0.12,0.13
70,0.25,0,0,0.25,0.1,0.15,0,0.25
71,0.25,0,0,0,0,0.25,0,0.09
72,0.05,0.1,0.22,0,0,0,0,0.25
73,0.12,0.13,0,0,0,0.25,0,0
74,0.02,0,0,0.11,0.12,0,0,0
75,0,0.25,0.25,0,0.17,0,0.25,0
76,0.25,0,0,0,0,0,0.03,0.22
77,0,0,0,0,0,0,0,0
78,0.23,0.02,0.25,0,0.25,0,0,0
79,0,0.25,0.25,0,0.25,0,0,0
80,0,0,0.25,0,0,0,0.25,0
81,0.22,0,0,0.2,0.17,0,0,0.24
83,0.25,0,0.1,0.15,0.25,0,0.25,0
87,0.15,0,0.02,0,0,0,0.05,0.09
89,0.25,0,0.09,0.16,0,0.25,0,0.25
90,0.16,0.09,0,0.25,0,0.25,0,0.25
91,0.25,0,0.02,0,0,0.25,0,0.25
92,0.25,0,0.18,0.07,0.25,0,0.15,0.1
93,0.11,0.14,0.25,0,0.12,0.13,0.25,0
94,0.25,0,0.13,0.12,0.25,0,0.25,0
95,0.23,0.02,0.04,0.21,0.23,0.02,0,0.25
97,0,0.25,0.03,0.22,0.14,0.11,0.05,0.13
98,0,0.25,0,0.25,0,0.25,0.25,0
101,0,0,0,0,0,0,0.25,0
102,0.08,0.17,0.22,0,0.25,0,0.25,0
103,0.25,0,0.18,0.07,0,0.25,0,0.25
106,0.17,0.08,0,0.25,0,0.09,0,0
108,0,0.25,0,0,0,0,0.05,0.2
109,0,0.12,0,0.25,0.15,0.1,0.13,0.12
110,0.17,0.08,0.12,0.13,0,0,0.02,0.23
111,0.1,0.09,0.25,0,0.25,0,0,0.25
112,0,0,0,0,0,0,0,0
113,0.09,0.16,0,0,0.24,0.01,0,0.25
114,0,0.25,0.12,0.13,0.18,0.07,0.19,0.06
117,0,0,0,0,0,0,0,0
118,0,0.25,0.15,0.1,0,0,0,0.25
119,0,0,0,0.2,0,0,0,0
121,0,0,0,0,0.25,0,0.07,0.01
122,0,0,0,0.25,0,0.12,0,0.25
123,0,0,0,0,0,0.05,0,0.17
124,0,0.16,0,0,0,0.22,0,0.25
126,0,0,0,0.25,0,0.25,0,0.25
127,0.07,0.18,0,0,0.25,0,0.25,0
128,0.25,0,0.07,0.18,0.25,0,0,0.25
129,0,0,0,0,0,0,0,0
130,0.1,0.15,0.03,0,0.25,0,0.09,0.16
131,0.01,0.24,0.12,0.13,0.25,0,0.1,0.15
133,0,0,0.25,0,0,0.25,0,0.25
134,0,0.25,0.11,0.14,0.23,0.02,0.24,0
