1,0,0,0,0,0.24,0,0.06,0
2,0,0,0,0.05,0,0.14,0,0
3,0,0,0,0,0.18,0,0.24,0
6,0,0,0,0,0.25,0,0,0
7,0,0,0,0,0,0,0.08,0
8,0.21,0,0.11,0,0,0.07,0,0.19
9,0,0.25,0.15,0,0,0,0.19,0
10,0,0,0.21,0,0.25,0,0,0
11,0,0.07,0,0,0,0,0.25,0
12,0,0.06,0.11,0,0,0,0.2,0
13,0,0.17,0.24,0,0.11,0,0,0
14,0,0,0,0,0.15,0,0,0
15,0,0,0.08,0,0,0.07,0,0.17
16,0,0,0,0,0,0,0.12,0
17,0.22,0,0.24,0,0.19,0,0,0.23
18,0,0.18,0.25,0,0,0,0.17,0
19,0,0,0,0.17,0,0,0,0
20,0,0.04,0,0,0,0,0,0
21,0,0,0.2,0,0.23,0,0,0
22,0,0,0.25,0,0.14,0,0.21,0
23,0.08,0,0.22,0,0.25,0,0.23,0
24,0.25,0,0,0,0,0,0,0.12
25,0,0,0.25,0,0.24,0,0,0
27,0,0.25,0,0.25,0.13,0,0,0.21
28,0,0,0,0,0,0,0.13,0
31,0.25,0,0.24,0,0.23,0,0.2,0
33,0,0,0,0,0.03,0,0.09,0
34,0,0,0.02,0,0,0,0.06,0
35,0.25,0,0,0,0,0.17,0,0.22
36,0,0,0.12,0,0.17,0.08,0.19,0
37,0,0.24,0,0,0,0,0.01,0
38,0,0,0,0,0,0.08,0,0.09
39,0,0,0,0,0.07,0,0.21,0
41,0.09,0,0,0,0,0.12,0,0
42,0,0.16,0.02,0,0.25,0,0.12,0
43,0.19,0,0,0,0.19,0,0,0.2
45,0,0.03,0,0,0,0.17,0,0.14
46,0,0.25,0,0,0.12,0,0,0
48,0.22,0,0,0.12,0.25,0,0,0.08
49,0,0.15,0,0.2,0,0,0.01,0
50,0,0.21,0,0,0.19,0,0.11,0
51,0,0.04,0.25,0,0,0,0.18,0
52,0,0.2,0.05,0,0,0,0,0.11
53,0,0.14,0.12,0,0.2,0,0.25,0
54,0,0.14,0.11,0,0.06,0,0.12,0
55,0,0,0,0.12,0,0.04,0,0.15
56,0,0.04,0,0.12,0,0,0,0
57,0.08,0,0,0.13,0.03,0,0,0.11
59,0,0.18,0.17,0,0,0.16,0.07,0
62,0,0,0.17,0,0,0.18,0.22,0
63,0,0.14,0.18,0,0.11,0,0.02,0
64,0.15,0,0.21,0,0.19,0,0,0.16
65,0,0.18,0,0,0.12,0,0,0
66,0,0.19,0,0.13,0.18,0,0.09,0
67,0,0.22,0.17,0,0.14,0,0.15,0
69,0.09,0,0,0.25,0,0.06,0,0.24
70,0.18,0,0,0.03,0,0.22,0,0.19
71,0.22,0,0,0,0,0.22,0.19,0
72,0,0,0,0,0,0,0,0.01
73,0.2,0,0,0,0,0.23,0,0
74,0,0.16,0,0,0,0,0,0
75,0,0.17,0.08,0,0,0.18,0.19,0
76,0.11,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0.06,0
78,0,0,0.11,0,0.19,0,0,0
79,0,0.06,0.1,0,0,0,0,0
80,0,0,0.23,0,0,0,0.23,0
81,0,0.03,0,0,0,0,0.23,0
83,0,0,0,0,0.25,0,0.19,0
87,0,0.14,0.15,0,0,0,0,0
89,0,0,0,0.19,0,0.1,0,0.16
90,0,0.25,0.25,0,0,0,0.25,0
91,0,0.1,0,0,0,0.12,0,0.19
92,0,0.13,0,0.21,0.1,0,0.06,0
93,0,0,0.13,0,0.15,0,0.12,0
94,0,0.17,0.12,0,0.15,0,0.04,0
95,0.25,0,0,0.25,0,0.25,0,0.23
