Data properties:

Recording date: 5/3/2016
Recording time: 09:23:16:048 (corresponds to time 0)
Study: 10
Subject: 123
Recording: 123
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	81	647	517	
2	81	300	449	46	
3	381	916	74	105	
4	1447	17	623	568	
5	1780	550	629	1219	
6	2330	317	-267	930	
7	2779	1665	423	300	
8	4445	983	416	258	
9	5427	183	702	334	
10	5611	266	732	275	
11	5877	216	314	285	
12	6094	216	237	283	
13	6310	466	142	328	
14	6776	183	672	304	
15	6959	833	736	267	
16	7792	266	450	268	
17	8059	233	236	305	
18	8292	766	136	334	
19	9058	300	-879	792	
20	9358	283	399	340	
21	9641	183	679	301	
22	9824	600	741	270	
23	10424	500	386	241	
24	10923	533	396	296	
25	11456	866	425	321	
26	12322	1199	398	262	
27	13521	283	238	341	
28	13804	566	214	290	
29	14370	200	727	306	
30	14570	616	792	304	
31	15187	200	309	309	
32	15387	516	230	288	
33	15903	183	193	283	
34	16086	583	120	281	
35	16852	450	205	396	
36	17302	566	133	433	
37	17868	216	241	344	
38	18085	633	243	271	
39	18717	433	463	149	
40	19150	966	416	309	
41	20116	350	425	274	
42	20466	483	415	313	
43	20949	983	415	256	
44	22065	350	681	386	
45	22415	333	637	423	
46	22748	217	232	420	
47	22964	899	182	488	
48	23864	183	206	358	
49	24047	666	206	290	
50	24713	416	183	400	
51	25129	266	136	450	
52	25396	183	172	449	
53	25579	266	649	407	
54	25845	250	665	341	
55	26262	233	254	448	
56	26495	100	192	558	
57	28127	100	374	306	
58	28227	900	412	309	
59	29559	350	480	375	
60	30026	17	489	371	
61	30276	150	318	386	
62	30426	433	664	358	
63	30859	167	650	403	
64	31025	250	346	396	
65	31275	300	697	365	
66	31575	400	676	335	
67	32108	150	630	315	
68	32258	250	316	377	
69	32507	716	359	408	
70	33224	200	97	381	
71	33423	250	58	366	
72	33673	816	344	407	
73	34672	116	345	375	
74	34789	666	669	378	
75	35455	383	397	258	
76	35838	1249	423	312	
77	37487	516	433	313	
78	38003	316	484	387	
79	38320	183	299	369	
80	38503	283	157	400	
81	38786	233	666	392	
82	39019	799	807	379	
83	39968	649	816	378	
84	41001	183	175	406	
85	41184	866	100	397	
86	42050	666	202	345	
87	42716	316	123	412	
88	43033	100	697	1034	
89	44681	17	481	1300	
90	45381	150	322	367	
91	45531	183	318	297	
92	45714	100	322	376	
93	45814	799	327	298	
94	46613	133	543	405	
95	47063	150	116	329	
96	48195	17	645	396	
97	48545	17	691	312	
98	50810	83	591	366	
99	51626	117	804	449	
100	52192	133	398	190	
101	53741	100	421	189	
102	53841	100	415	116	
103	54674	500	418	256	
104	55173	216	755	318	
105	55390	233	721	334	
106	55623	150	682	346	
107	55773	616	320	224	
108	56389	166	262	216	
109	56556	200	551	775	
110	56756	100	954	1113	
111	58471	67	570	386	
112	58871	316	769	210	
113	59187	100	904	152	
114	59287	133	843	167	
115	60669	17	77	644	
116	61336	17	429	299	
117	61485	367	428	299	
118	62385	117	424	267	
119	63068	17	484	395	
120	63201	350	283	360	
121	63551	316	731	406	
122	63867	633	775	275	
123	64500	400	743	501	
124	64900	233	271	373	
125	65133	217	744	346	
126	65350	866	782	273	
127	66216	283	243	301	
128	66499	649	185	342	
129	67148	200	712	396	
130	67348	999	776	276	
131	68348	683	583	435	
132	69030	266	606	134	
133	69397	266	408	259	
134	69663	2398	426	300	
135	72061	366	247	467	
136	72428	183	240	299	
137	72611	200	256	243	
138	72811	233	691	357	
139	73044	833	797	406	
140	73877	217	285	358	
141	74093	250	245	253	
142	74343	217	745	371	
143	74560	633	803	402	
144	75193	200	421	357	
145	75392	266	231	277	
146	75659	300	218	532	
147	75958	883	263	500	
148	76841	400	414	446	
149	77241	317	611	187	
150	77557	300	418	267	
151	77857	833	430	316	
152	80106	167	481	394	
153	80522	200	751	393	
