Data properties:

Recording date: 2/8/2016
Recording time: 15:16:50:979 (corresponds to time 0)
Study: 12
Subject: 113
Recording: 113
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	442	83	-67	65	
1	526	117	-1446	441	
2	2524	16	418	573	
3	3324	116	196	343	
4	3674	1632	424	300	
5	5306	433	486	489	
6	5739	200	712	376	
7	5939	516	747	284	
8	6455	266	266	311	
9	6721	217	287	280	
10	6938	833	740	275	
11	7770	217	735	477	
12	7987	1682	747	286	
13	9669	333	768	470	
14	10002	749	745	539	
15	10752	250	651	481	
16	11001	250	211	395	
17	11251	1549	435	341	
18	12800	650	431	306	
19	13450	416	505	480	
20	13866	316	808	316	
21	14183	233	782	351	
22	14416	583	259	309	
23	15215	2798	244	292	
24	18013	433	273	321	
25	18446	416	274	402	
26	18862	283	464	640	
27	19145	300	496	367	
28	19445	166	371	201	
29	19612	1566	419	331	
30	21177	649	431	298	
31	21827	450	489	473	
32	22277	250	712	404	
33	22526	183	669	371	
34	22710	216	290	412	
35	22926	1099	198	498	
36	24025	350	687	399	
37	24375	433	678	361	
38	24808	266	269	473	
39	25074	450	207	498	
40	25524	466	234	340	
41	25990	183	188	445	
42	26173	266	201	499	
43	26607	183	231	353	
44	26790	450	654	380	
45	27239	367	584	323	
46	27606	2881	422	315	
47	30487	233	336	405	
48	30720	1149	676	351	
49	31869	699	350	413	
50	32568	216	243	373	
51	32784	900	685	361	
52	33684	250	311	387	
53	33934	333	352	422	
54	34268	616	647	420	
55	34884	416	680	358	
56	35300	200	754	596	
57	35500	433	492	389	
58	35933	1616	418	339	
59	37548	616	430	306	
60	38165	416	479	485	
61	38581	150	318	407	
62	38731	183	219	410	
63	38914	450	152	419	
64	39364	266	686	373	
65	39630	283	809	381	
66	39913	233	300	411	
67	40147	300	727	369	
68	40446	749	791	376	
69	41496	150	1045	348	
70	41645	416	839	397	
71	42062	598	760	370	
72	42660	250	720	352	
73	42910	233	342	422	
74	43709	17	623	594	
75	43992	100	422	403	
76	44092	2182	426	296	
77	46274	333	492	468	
78	46607	266	716	387	
79	46874	683	665	417	
80	47556	400	791	355	
81	47956	266	264	319	
82	48223	400	323	263	
83	48622	250	741	400	
84	48872	183	668	416	
85	49055	283	334	327	
86	49338	133	339	263	
87	49472	117	334	324	
88	49855	116	653	371	
89	49971	167	719	357	
90	50138	949	680	407	
91	51804	150	442	662	
92	51954	216	459	215	
93	52170	267	429	279	
94	52437	1066	432	334	
95	53502	833	435	277	
96	54335	417	500	493	
97	54752	400	720	411	
98	55152	332	764	365	
99	55484	716	782	323	
100	56200	600	261	350	
101	56800	400	223	387	
102	57199	600	263	349	
103	57799	316	670	472	
104	58115	300	317	364	
105	58415	350	241	408	
106	58765	933	285	355	
107	59698	566	208	321	
108	60265	1782	421	329	
109	62047	482	426	284	
110	62529	400	468	482	
111	62929	317	770	428	
112	63246	882	773	348	
113	64128	300	317	345	
114	64428	533	237	385	
115	64961	183	297	369	
116	65144	233	168	343	
117	65377	400	783	350	
118	65777	433	758	512	
119	66210	466	320	374	
120	66676	400	356	282	
121	67076	216	322	342	
122	67293	167	358	294	
123	67459	233	259	356	
124	69042	50	230	290	
125	69592	500	429	349	
126	70091	283	433	297	
127	70541	233	501	399	
128	70774	416	478	493	
129	71190	200	753	399	
130	71390	250	238	364	
131	71640	549	258	281	
132	72189	217	234	551	
133	72406	450	256	521	
134	72855	666	247	250	
135	73521	566	234	527	
136	74088	333	199	527	
137	74421	1049	249	525	
138	75470	300	208	538	
139	75770	233	389	452	
140	76003	383	177	311	
141	76386	250	237	497	
142	76636	1882	424	321	
143	78518	300	645	558	
144	78818	400	465	480	
145	79218	383	704	390	
146	79601	183	893	384	
147	79784	533	861	404	
148	80317	233	208	368	
149	80550	1116	140	369	
150	81665	350	735	386	
151	82015	616	873	387	
152	82631	266	242	404	
153	82898	915	124	387	
154	83813	334	745	391	
155	84147	184	852	648	
156	84330	500	587	457	
157	84830	450	414	305	
158	85280	999	424	340	
159	86279	1132	438	303	
160	87412	216	786	384	
161	87628	200	867	356	
162	87828	882	350	337	
163	88710	183	722	452	
164	88893	216	636	460	
165	89110	449	354	310	
166	89559	200	267	379	
167	89759	233	156	469	
168	89992	266	311	284	
169	90259	333	349	306	
170	90592	250	911	326	
171	90842	1499	869	342	
172	92341	200	894	572	
173	92541	300	482	316	
174	92840	2631	426	330	
175	95472	167	400	329	
176	95638	200	316	310	
177	95838	1116	774	282	
178	96954	433	305	312	
179	97387	283	806	328	
180	97670	433	762	348	
181	98103	183	768	284	
182	98286	450	284	358	
183	98736	966	312	285	
184	99702	500	304	450	
185	100202	283	334	654	
186	100485	400	197	439	
187	100885	300	447	290	
188	101184	1416	429	333	
189	102600	633	437	297	
190	103233	533	671	604	
191	103766	283	457	365	
192	104249	150	478	374	
193	104399	266	791	375	
194	104665	233	833	330	
195	104898	266	252	333	
196	105165	400	167	305	
197	105565	633	843	307	
198	106198	583	738	446	
199	106780	267	229	341	
200	107047	666	161	306	
201	107713	766	851	316	
202	108479	416	706	471	
203	108896	383	770	474	
204	109279	100	856	688	
205	111211	1249	438	322	
206	112460	200	724	360	
207	112659	450	749	412	
208	113109	1349	240	327	
209	114458	233	721	334	
210	114691	233	743	416	
211	115058	849	233	323	
212	115907	350	234	283	
213	116257	283	714	278	
214	116539	566	763	348	
215	117106	366	757	454	
216	117472	383	671	372	
217	117855	217	587	391	
218	118072	350	420	283	
219	118422	1332	430	318	
220	119754	500	419	279	
221	120254	366	488	474	
222	120620	283	749	395	
223	120903	482	645	411	
224	121386	250	720	384	
225	121636	249	642	392	
226	121886	617	338	349	
227	122503	217	253	366	
228	122719	183	671	339	
229	122902	150	782	377	
230	123052	100	695	388	
231	123552	150	408	351	
232	123702	150	479	366	
233	127165	183	-146	237	
234	127565	16	168	264	
235	128098	17	-512	1092	
236	128298	267	-482	1271	
237	128565	216	-530	1345	
238	129214	333	743	397	
239	129547	217	732	343	
240	129764	433	348	363	
241	130197	350	299	335	
242	130546	216	106	1013	
243	130763	100	-1738	1139	
244	131495	83	433	591	
245	131578	299	701	355	
246	131877	283	727	284	
247	132160	150	261	321	
248	132310	100	272	412	
249	133576	83	568	661	
250	133659	283	754	488	
251	133942	416	524	332	
252	134358	100	443	266	
253	134575	1049	422	268	
254	135624	333	707	153	
255	135957	633	714	105	
256	136590	433	618	372	
257	137023	300	767	417	
258	137323	1082	272	372	
259	138539	216	266	373	
260	138755	167	187	333	
261	138922	400	853	308	
262	139322	266	757	441	
263	139588	233	216	376	
264	139821	749	263	380	
265	140571	200	322	410	
266	140770	283	206	356	
267	141054	516	141	417	
268	141570	350	242	384	
269	141920	283	290	335	
270	142203	249	394	361	
271	142452	200	424	283	
272	142969	1333	433	323	
273	144302	250	345	1061	
274	145134	166	512	461	
275	145301	649	634	401	
276	145950	283	290	395	
277	146234	466	119	365	
278	146700	250	739	381	
279	146950	400	641	394	
280	147349	433	727	411	
