Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
5/4/2017,16:58,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_3.csv,176,1,1,1,1.01,encode,57,SPACE,"press spacebar to start task",1059,True,0,64,91,"press spacebar to start task",1085,
