Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
8/14/2014,16:50,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_2b_Encoding.csv,16,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",2935,True,12,89,116,"press spacebar to start encoding task",2946,
