Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
9/8/2016,09:42,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_8.csv,133,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",12438,True,0,85,112,"blacksquare.bmp",12465,
