Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
8/25/2014,09:41,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_3a_Encoding.csv,17,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",1262,True,0,58,85,"press spacebar to start encoding task",1300,
