Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
5/25/2015,11:49,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_10.csv,75,1,1,1,1.01,encode,57,SPACE,"press spacebar to start task",5140,True,0,91,118,"press spacebar to start task",5168,
