Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
7/23/2014,15:56,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_5b_Encoding.csv,10,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",1993,True,0,21,47,"press spacebar to start encoding task",1996,
