Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
7/7/2014,13:57,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_2b_Encoding.csv,3,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",6532,True,0,106,134,"press spacebar to start encoding task",6614,
