Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
10/9/2015,09:40,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_8.csv,98,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",11762,True,9,148,169,"blacksquare.bmp",11797,
