Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
1/18/2017,16:22,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_8.csv,157,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",15807,True,0,93,121,"blacksquare.bmp",15839,
