Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,
10/7/2014,10:00,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_1.csv,30,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",42643,True,0,64,91,"blacksquare.bmp",42710,
10/7/2014,10:00,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_1.csv,30,1,1,11,12.01,encode,57,SPACE,"tada.wav",5076,True,99275,374,401,"blacksquare.bmp",1004,"whiteborder.bmp",1004,"hand.bmp",3013,"congratulations.bmp",0,"tada.wav",5088,
