Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
7/24/2014,12:47,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_1b_Encoding.csv,14,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",1080,True,0,29,55,"press spacebar to start encoding task",1085,
