Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,Stim 6,Time 6,
11/20/2014,10:02,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_2.csv,43,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",8266,True,0,255,277,"blacksquare.bmp",8314,
11/20/2014,10:02,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_2.csv,43,1,1,11,12.01,encode,57,SPACE,"tada.wav",4461,True,77368,334,362,"blacksquare.bmp",1017,"whiteborder.bmp",1018,"ding.wav",1017,"foot.bmp",3012,"congratulations.bmp",0,"tada.wav",4473,
