Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
7/8/2014,16:17,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_2a_Encoding.csv,4,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",2024,True,0,26,53,"press spacebar to start encoding task",2035,
