Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,Stim 6,Time 6,Stim 7,Time 7,
11/5/2014,10:28,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_7.csv,36,1,1,11,12.01,encode,57,SPACE,"tada.wav",1895,True,89199,348,374,"blacksquare.bmp",1005,"whiteborder.bmp",1004,"ding.wav",1004,"ding.wav",1004,"alligator.bmp",2999,"congratulations.bmp",0,"tada.wav",1902,
