Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,Stim 6,Time 6,
11/19/2014,14:50,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Encoding_6.csv,999,1,1,1,1.01,encode,57,SPACE,"blacksquare.bmp",2064,True,0,25,52,"blacksquare.bmp",2076,
