Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
8/7/2014,14:17,C:\Documents and Settings\lab\Desktop\Tadpole\2yoENCODING\Tadpole_Memory_2a_Encoding.csv,15,1,1,1,1.01,encode,57,SPACE,"press spacebar to start encoding task",3404,True,0,68,94,"press spacebar to start encoding task",3455,
