Data properties:

Recording date: 2/23/2016
Recording time: 09:32:56:221 (corresponds to time 0)
Study: True Belief 1
Subject: 114
Recording: 114
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	97	811	658	
2	97	433	671	745	
3	530	267	127	-195	
4	796	2648	68	69	
5	3444	283	619	1037	
6	3727	650	76	831	
7	4377	100	-17	831	
8	5693	83	-168	51	
9	5776	133	-152	-76	
10	5909	650	57	83	
11	6559	1299	202	355	
12	7858	300	49	397	
13	8157	366	199	364	
14	8524	483	221	472	
15	9007	1666	203	351	
16	10672	216	211	410	
17	10889	749	209	350	
18	11638	366	44	374	
19	12005	733	217	321	
20	12737	333	62	358	
21	13071	1016	68	56	
22	14086	1266	790	351	
23	15352	616	646	409	
24	15968	550	745	341	
25	16518	150	816	377	
26	16668	333	788	439	
27	17001	300	782	478	
28	17451	366	362	371	
29	17817	233	648	967	
30	18050	183	228	381	
31	18233	150	714	435	
32	18383	766	779	317	
33	19149	483	638	402	
34	19632	933	64	67	
35	20565	233	189	362	
36	20798	316	75	369	
37	21115	1466	877	421	
38	22580	566	715	332	
39	23146	283	266	328	
40	23429	333	222	334	
41	23762	466	61	374	
42	24229	516	207	347	
43	24745	283	688	306	
44	25028	350	714	345	
45	25378	333	233	332	
46	25711	799	56	351	
47	26511	599	64	69	
48	27643	133	183	375	
49	27776	749	168	476	
50	28526	233	755	459	
51	28759	1565	840	481	
52	30324	350	784	310	
53	30674	716	593	355	
54	31390	849	669	455	
55	32239	250	180	416	
56	32489	849	176	462	
57	33339	433	173	338	
58	33772	450	842	439	
59	34221	600	58	67	
60	34938	250	488	348	
61	35187	400	132	414	
62	35587	150	150	371	
63	35737	1266	753	437	
64	37003	933	744	297	
65	38052	166	781	432	
66	38219	316	765	278	
67	38535	349	752	336	
68	38885	316	207	359	
69	39201	800	164	402	
70	40001	150	701	362	
71	40400	433	755	401	
72	40833	316	746	304	
73	41150	216	751	426	
74	41366	816	744	290	
75	42182	516	174	352	
76	42815	533	164	374	
77	43348	266	726	383	
78	43614	366	738	294	
79	43981	799	755	431	
80	44780	1016	61	59	
81	45796	233	247	307	
82	46029	433	268	464	
83	46462	1549	118	441	
84	48128	183	602	447	
85	48311	366	718	479	
86	48677	366	272	464	
87	49044	899	97	458	
88	49943	200	181	353	
89	50143	250	276	333	
90	50392	283	277	297	
91	50676	533	141	290	
92	51209	666	114	442	
93	51875	516	120	268	
94	52391	316	-145	-30	
95	52707	433	47	62	
96	53424	383	449	381	
97	53807	1249	755	281	
98	55056	566	178	330	
99	55622	1049	752	287	
100	56671	983	763	337	
101	57804	250	195	383	
102	58053	883	189	457	
103	58936	949	177	322	
104	59885	383	778	325	
105	60268	1166	758	285	
106	61434	733	52	63	
107	62350	133	455	341	
108	62483	216	231	368	
109	62700	617	251	442	
110	63316	466	150	444	
111	63783	1316	263	447	
112	65098	783	106	448	
113	65881	266	758	451	
114	66148	266	814	461	
115	66414	383	653	448	
116	66797	550	810	482	
117	67347	633	748	292	
118	67980	383	195	317	
119	68363	283	235	387	
120	68779	383	182	362	
121	69162	466	322	331	
122	69628	516	220	293	
123	70145	100	11	213	
124	71394	83	405	481	
125	71477	1132	623	515	
126	72609	366	-1446	996	
127	73226	100	-2014	1912	
128	74075	483	-2305	1614	
129	74558	117	-2427	1692	
130	74908	0	-1568	1560	
