ID,trial,response,correct_response,acc
59,19,Right,Right,1
62,19,Left,Left,1
63,19,Left,Left,1
64,19,Left,Left,1
65,19,Right,Right,1
66,19,Right,Right,1
67,19,Right,Right,1
68,19,Right,Right,1
69,19,Right,Left,0
70,19,Right,Left,0
71,19,Left,Left,1
72,19,Left,Left,1
73,19,Right,Right,1
74,19,Left,Right,0
75,19,Right,Right,1
76,19,Right,Right,1
78,19,Left,Left,1
79,19,Left,Left,1
80,19,Left,Left,1
81,19,Right,Right,1
83,19,Right,Right,1
86,19,Right,Left,0
87,19,Left,Left,1
88,19,Space,Left,
89,19,Right,Right,1
90,19,Right,Right,1
91,19,Right,Right,1
92,19,Right,Right,1
93,19,Left,Left,1
94,19,Left,Left,1
95,19,Left,Left,1
97,19,Left,Left,1
98,19,Right,Right,1
101,19,Right,Right,1
103,19,Left,Left,1
106,19,Left,Right,0
107,19,Right,Right,1
108,19,Left,Right,0
109,19,Right,Left,0
110,19,Left,Left,1
111,19,Left,Left,1
112,19,Left,Left,1
114,19,Left,Right,0
115,19,Right,Right,1
116,19,Right,Right,1
117,19,Left,Left,1
118,19,Left,Left,1
123,19,Right,Right,1
124,19,Space,Right,
130,19,Right,Right,1
131,19,Right,Right,1
122,20,Left,Left,1
15,20,Left,Right,0
16,20,Right,Right,1
17,20,Left,Left,1
18,20,Left,Left,1
20,20,Right,Left,0
21,20,Left,Right,0
23,20,Right,Right,1
24,20,Right,Right,1
27,20,Left,Left,1
28,20,Right,Left,0
30,20,Right,Right,1
31,20,Left,Right,0
33,20,Left,Left,1
34,20,Left,Left,1
35,20,Left,Left,1
36,20,Right,Left,0
37,20,Right,Right,1
38,20,Right,Right,1
39,20,Right,Right,1
41,20,Left,Left,1
42,20,Left,Left,1
43,20,Left,Left,1
44,20,Left,Left,1
45,20,Space,Right,
46,20,Right,Right,1
48,20,Right,Right,1
49,20,Left,Left,1
50,20,Left,Left,1
51,20,Right,Left,0
52,20,Left,Left,1
53,20,Right,Right,1
54,20,Left,Right,0
55,20,Right,Right,1
56,20,Right,Right,1
57,20,Left,Left,1
58,20,Space,Left,
59,20,Left,Left,1
62,20,Right,Right,1
63,20,Right,Right,1
64,20,Right,Right,1
65,20,Left,Left,1
66,20,Left,Left,1
67,20,Left,Left,1
68,20,Left,Left,1
69,20,Right,Right,1
70,20,Right,Right,1
71,20,Right,Right,1
72,20,Right,Right,1
73,20,Left,Left,1
74,20,Left,Left,1
75,20,Left,Left,1
76,20,Left,Left,1
78,20,Right,Right,1
79,20,Right,Right,1
80,20,Right,Right,1
81,20,Left,Left,1
83,20,Left,Left,1
86,20,Right,Right,1
87,20,Right,Right,1
88,20,Right,Right,1
89,20,Left,Left,1
90,20,Left,Left,1
91,20,Left,Left,1
92,20,Left,Left,1
93,20,Right,Right,1
94,20,Right,Right,1
95,20,Right,Right,1
97,20,Right,Right,1
98,20,Left,Left,1
101,20,Left,Left,1
103,20,Right,Right,1
106,20,Left,Left,1
107,20,Left,Left,1
108,20,Left,Left,1
109,20,Left,Right,0
110,20,Right,Right,1
111,20,Left,Right,0
112,20,Right,Right,1
114,20,Left,Left,1
115,20,Left,Left,1
116,20,Left,Left,1
117,20,Right,Right,1
118,20,Right,Right,1
123,20,Left,Left,1
124,20,Space,Left,
130,20,Left,Left,1
131,20,Left,Left,1
