28,0,0.13,0.1,0.15,0.14,0.11,0.08,0.17,0,0.21,0,0.25,0,0.25,0.2,0.05,0.25,0,0,0.25,0.11,0.14,0.12,0,0,0.25,0,0.25,0.25,0,0,0.16,0.25,0,0.25,0,0.25,0,0,0.25,,,,,,,,,,,,,,,,,,,,
29,0,0,0,0.07,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.17,0,0,0,0,0.25,0,0,0,0,0,0,0,0.12,0,0,0.25,0,0.2,,,,,,,,,,,,,,,,,,,,
30,0,0,0,0,0.05,0.2,0.25,0,0,0,0.21,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.16,0.09,,,,,,,,,,,,,,,,,,,,
31,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.21,0.04,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0.25,,,,,,,,,,,,,,,,,,,,
32,0.12,0.13,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0.03,0.22,0,0.24,0,0.25,0.25,0,0.25,0,0.07,0.18,0.25,0,0.04,0.21,0.11,0.14,0.05,0.2,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
33,0.02,0.23,0.25,0,0.13,0.12,0.25,0,0.14,0,0.17,0.08,0.21,0,0.25,0,0,0.25,0.25,0,0.12,0,0,0.25,0.16,0.09,0.25,0,0.25,0,0.25,0,0.25,0,0.01,0.24,0,0.25,0.25,0,,,,,,,,,,,,,,,,,,,,
34,0.14,0.11,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.18,0.07,0.24,0.01,0.17,0,0.18,0,,,,,,,,,,,,,,,,,,,,
35,0.25,0,0.08,0.17,0.25,0,0.25,0,0.12,0.13,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0.05,0.2,0.25,0,0.25,0,0.21,0.04,0,0.25,0,0,0,0.25,0.01,0.24,0.01,0.24,0,0.25,,,,,,,,,,,,,,,,,,,,
36,0,0.25,0.2,0.05,0,0.25,0.15,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.18,0.07,0.09,0.16,0,0.25,0.12,0.13,0.25,0,0,0.25,0.1,0.15,0,0.25,0.25,0,0,0.25,0.25,0,,,,,,,,,,,,,,,,,,,,
37,0.1,0.03,0,0,0,0,0,0,0,0.08,0,0.12,0,0,0,0,0,0,0,0,0.05,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.25,0,0.07,0,0.07,,,,,,,,,,,,,,,,,,,,
38,0,0.25,0,0.25,0.25,0,0.25,0,0.11,0.14,0.25,0,0.13,0.12,0.25,0,0,0,0.07,0.18,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0,0.14,0,0,0,0,0.18,0.07,,,,,,,,,,,,,,,,,,,,
39,0.14,0.11,0,0.25,0.15,0.1,0.25,0,0.14,0.11,0,0.25,0,0.25,0.25,0,0,0,0,0,0.01,0.24,0.03,0,0.16,0,0,0,0.05,0,0,0,0,0,0.25,0,0.25,0,0.08,0.17,,,,,,,,,,,,,,,,,,,,
40,0.19,0.06,0,0.25,0,0,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0.02,0.23,,,,,,,,,,,,,,,,,,,,
41,0.03,0.22,0,0.1,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.06,0,0,0,,,,,,,,,,,,,,,,,,,,
42,0.25,0,0.08,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.15,0.1,0.03,0.22,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0.05,0.2,0,0.25,0.25,0,0,0.25,,,,,,,,,,,,,,,,,,,,
43,0,0,0,0,0,0,0.13,0.12,0.02,0.23,0.02,0.23,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0,0,0.25,0,0,0.25,0.19,0.06,0.01,0.24,0,0.25,,,,,,,,,,,,,,,,,,,,
45,0.25,0,0,0,0.25,0,0,0,0.03,0.22,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0.06,0.04,0.25,0,0.15,0.1,0.24,0,0.09,0.16,0,0.25,0.09,0,0.18,0.07,,,,,,,,,,,,,,,,,,,,
46,0.22,0.03,0.25,0,0,0.25,0.2,0.05,0.25,0,0.25,0,0.1,0.15,0.25,0,0,0.25,0.11,0.14,0,0,0.25,0,0.25,0,0.25,0,0.11,0.14,0.25,0,0,0.25,0.01,0.24,0.25,0,0.17,0.08,,,,,,,,,,,,,,,,,,,,
47,0.25,0,0,0.25,0,0,0,0,0.14,0.11,0,0.25,0.2,0.05,0.18,0.07,0,0.25,0,0.25,0.13,0.08,0,0,0.03,0.22,0.25,0,0.25,0,0.18,0.07,0.08,0,0.25,0,0,0.25,0.15,0.1,,,,,,,,,,,,,,,,,,,,
48,0.25,0,0,0.05,0.25,0,0,0.25,0.1,0.15,0.25,0,0.23,0.02,0,0.25,0.25,0,0,0.05,0.17,0.08,0,0.25,0.25,0,0,0.2,0,0.25,0.25,0,0.25,0,0,0.25,0,0.25,0.25,0,,,,,,,,,,,,,,,,,,,,
49,0.19,0,0.04,0,0.25,0,0.09,0,0,0.21,0.25,0,0.03,0,0,0,0,0.25,0,0.25,0,0,0,0.19,0,0,0,0,0,0.25,0,0,0.25,0,0.06,0.19,0,0.21,0.25,0,,,,,,,,,,,,,,,,,,,,
50,0.25,0,0.11,0.14,0.19,0.06,0.25,0,0,0.19,0,0.25,0.14,0.11,0.25,0,0.1,0.15,0.14,0.11,0.02,0.23,0.25,0,0,0.25,0.08,0.17,0.07,0.18,0.11,0.14,0,0.25,0,0.25,0,0.25,0,0.25,,,,,,,,,,,,,,,,,,,,
51,0,0,0,0,0,0.25,0,0.22,0.21,0,0.17,0.08,0.01,0,0.01,0.24,0.22,0,0.07,0.18,0.13,0.02,0,0,0,0,0.12,0.13,0,0,0,0.25,0.05,0.2,0,0.13,0.25,0,0,0,,,,,,,,,,,,,,,,,,,,
52,0.25,0,0.25,0,0,0,0.25,0,0.11,0.14,0.07,0.18,0.16,0.09,0,0.25,0.24,0.01,0.23,0.02,0.25,0,0,0,0.15,0.1,0,0.25,0,0.04,0.22,0.03,0,0.25,0,0,0.02,0,0,0,,,,,,,,,,,,,,,,,,,,
53,0,0,0,0,0.01,0.24,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0.02,0.23,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.15,0.1,,,,,,,,,,,,,,,,,,,,
54,0.08,0.17,0,0.25,0.24,0.01,0,0.25,0,0.1,0.07,0.18,0.03,0.07,0.25,0,0.25,0,0.23,0.02,0.25,0,0.25,0,0,0,0,0,0.23,0.02,0,0,0.18,0.07,0.25,0,0.12,0,0,0.25,,,,,,,,,,,,,,,,,,,,
55,0,0,0,0,0.07,0.18,0,0,0,0,0.16,0.09,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0,0,0,0.05,0.1,0,,,,,,,,,,,,,,,,,,,,
56,0.25,0,0.25,0,0.25,0,0.12,0.13,0,0.25,0,0,0,0.04,0,0,0.25,0,0.25,0,0,0.25,0.14,0,0.25,0,0,0.25,0,0.17,0.07,0,0.25,0,0,0,0.25,0,0.08,0.17,,,,,,,,,,,,,,,,,,,,
57,0.25,0,0.11,0.14,0.08,0.17,0.17,0,0,0.25,0.13,0.12,0,0.25,0.25,0,0,0.25,0.25,0,0.14,0,0.25,0,0.2,0.05,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.2,0.05,0,0.25,,,,,,,,,,,,,,,,,,,,
58,0,0.25,0.25,0,0,0.25,0,0.25,0.03,0.22,0,0,0,0.25,0,0,0.04,0.21,0.25,0,0,0,0,0,0.25,0,0.01,0,0,0.25,0,0,0,0,0.23,0.02,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
59,0.25,0,0.15,0.1,0.25,0,0.25,0,0,0.23,0,0.25,0.25,0,0,0.25,0,0.21,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0,0.25,0,0.17,0.08,0.12,0,0.25,0,,,,,,,,,,,,,,,,,,,,
60,0,0.02,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.02,0,,,,,,,,,,,,,,,,,,,,
61,0,0.22,0.07,0.18,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0,0,0.14,0.11,0,0,0.25,0,0,0,0.25,0,,,,,,,,,,,,,,,,,,,,
63,0.18,0.07,0,0.08,0.25,0,0.15,0.1,0,0.25,0.25,0,0.25,0,0,0.25,0.23,0.02,0.04,0.21,0,0,0.15,0.1,0.25,0,0.25,0,0.25,0,0.23,0.02,0,0,0,0.25,0.07,0.18,0,0.25,,,,,,,,,,,,,,,,,,,,
64,0.12,0.13,0.2,0,0.12,0.13,0,0.25,0.25,0,0.15,0.1,0.25,0,0.25,0,0,0.25,0.11,0.14,0.25,0,0.25,0,0.08,0.17,0.25,0,0.09,0,0.17,0.08,0.01,0.02,0.14,0,0.15,0.1,0.25,0,,,,,,,,,,,,,,,,,,,,
65,0.25,0,0,0,0,0.25,0.12,0.13,0.25,0,0.25,0,0,0,0.25,0,0.25,0,0,0.25,0.17,0.08,0.25,0,0.25,0,0.25,0,0.18,0.07,0.25,0,0.13,0.12,0.23,0.02,0.12,0.09,0,0.25,,,,,,,,,,,,,,,,,,,,
66,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0.02,0.23,0,0,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
67,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
68,0,0,0.25,0,0,0,0,0.25,0,0,0.19,0.06,0,0.25,0.02,0.23,0,0,0,0.25,0.02,0.23,0,0.18,0.12,0.13,0.07,0.18,0.25,0,0.11,0.14,0.25,0,0,0.25,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
69,0,0.25,0,0.25,0.2,0.05,0.14,0.11,0,0.25,0.22,0.03,0.25,0,0.25,0,0,0.25,0.15,0,0,0,0.09,0.16,0.25,0,0.25,0,0.01,0.2,0.25,0,0.25,0,0,0.25,0,0,0.25,0,,,,,,,,,,,,,,,,,,,,
70,0.03,0.22,0,0.25,0.07,0.18,0,0.25,0.25,0,0,0.25,0.23,0,0.25,0,0,0,0,0.25,0.15,0.1,0,0.25,0,0.25,0,0.25,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0,0.25,,,,,,,,,,,,,,,,,,,,
71,0.17,0.08,0,0.25,0.23,0.02,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0.09,0.16,0.04,0.21,0.24,0.01,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0.09,0.16,,,,,,,,,,,,,,,,,,,,
72,0,0.18,0.25,0,0.16,0,0.04,0,0.07,0,0,0.08,0.24,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0.15,0.15,0.1,0,0.25,0,0,0.11,0,0,0.25,0,0.25,0.14,0,,,,,,,,,,,,,,,,,,,,
73,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0.25,0,0.01,0.24,0.22,0,0.12,0.13,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25,0.21,0,0.25,0,0.25,0,0.25,0,0.25,0,0.24,0.01,,,,,,,,,,,,,,,,,,,,
74,0.07,0.18,0.25,0,0,0,0.22,0.03,0.25,0,0.17,0.08,0,0.25,0,0,0,0.04,0.25,0,0,0.25,0.25,0,0.25,0,0,0.02,0.18,0.07,0,0,0,0,0.25,0,0,0,0.13,0.12,,,,,,,,,,,,,,,,,,,,
75,0.25,0,0.02,0,0,0,0,0.25,0.25,0,0.14,0.11,0.25,0,0,0.25,0,0.25,0,0.25,0,0.02,0,0.07,0.25,0,0.25,0,0,0.25,0.09,0.16,0,0.2,0,0.25,0,0.25,0,0,,,,,,,,,,,,,,,,,,,,
76,0.2,0.05,0.25,0,0,0.25,0.13,0.12,0,0.06,0,0.09,0.06,0.19,0,0,0,0.14,0.25,0,0,0,0.25,0,0.17,0.08,0,0.07,0,0,0,0.12,0.25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
77,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
78,0.25,0,0,0.25,0,0,0.12,0.13,0,0.19,0.04,0.21,0,0.25,0.01,0.24,0.25,0,0.12,0.13,0.02,0.23,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0.06,0.21,0.04,0.25,0,0.08,0.17,,,,,,,,,,,,,,,,,,,,
79,0,0,0,0,0.21,0.04,0.25,0,0,0,0.25,0,0,0,0.25,0,0.12,0,0.25,0,0,0,0,0,0.19,0.06,0.09,0.15,0.25,0,0,0,0.25,0,0,0,0.09,0.16,0.15,0.1,,,,,,,,,,,,,,,,,,,,
80,0,0.25,0.25,0,0.07,0.18,0,0.25,0.25,0,0.25,0,0,0,0,0.25,0.25,0,0.16,0,0.16,0.09,0,0.25,0.04,0.21,0,0.04,0.25,0,0,0,0.06,0,0.25,0,0.25,0,0,0.14,,,,,,,,,,,,,,,,,,,,
81,0,0.03,0,0.25,0.21,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.19,0.25,0,0,0,0,0,0.24,0.01,0,0,0.03,0,0,0,0.04,0.21,0.25,0,0.08,0,0.25,0,,,,,,,,,,,,,,,,,,,,
83,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0.18,0.07,0.25,0,0.25,0,0.19,0.06,0.15,0.1,0.21,0.04,0.25,0,0.16,0.09,0.25,0,0.25,0,0,0.25,0.25,0,0.07,0.18,,,,,,,,,,,,,,,,,,,,
85,0.01,0.24,0.25,0,0.25,0,0.25,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.25,0,0.25,0.16,0.09,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0.03,0.22,0,0.02,0.25,0,,,,,,,,,,,,,,,,,,,,
87,0.14,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.25,0,0,0,0.05,0.2,0,0,0,0,0,0.25,0,0,0.07,0.18,,,,,,,,,,,,,,,,,,,,
90,0.17,0.08,0.25,0,0.25,0,0.18,0.07,0.05,0.2,0,0.25,0.01,0.24,0,0.25,0.11,0.14,0.25,0,0.25,0,0.12,0.13,0.25,0,0.11,0.14,0.16,0.09,0.15,0.1,0.25,0,0.14,0.11,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
92,0.2,0.05,0.12,0,0.25,0,0.17,0.08,0.25,0,0.06,0.19,0.03,0.22,0.05,0.2,0.17,0,0,0,0.08,0.17,0.1,0.15,0.2,0.05,0,0.25,0,0.25,0.09,0.16,0.25,0,0.25,0,0.25,0,0.24,0.01,,,,,,,,,,,,,,,,,,,,
93,0.25,0,0.16,0,0,0.25,0.25,0,0.25,0,0.07,0.18,0.21,0.04,0.25,0,0,0.25,0.1,0.15,0.25,0,0.25,0,0.1,0.11,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0.15,0,,,,,,,,,,,,,,,,,,,,
95,0.21,0.04,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0,0.23,0.02,0,0,0.17,0,0.09,0,0.25,0,0.11,0.14,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0.19,0.06,,,,,,,,,,,,,,,,,,,,
96,0.09,0.16,0,0,0.21,0.04,0,0,0.25,0,0,0,0,0.08,0,0,0,0.12,0,0,0.12,0.13,0.25,0,0.25,0,0.16,0.09,0,0,0.24,0.01,0.25,0,0,0,0.25,0,0,0.25,,,,,,,,,,,,,,,,,,,,
97,0.25,0,0.25,0,0.25,0,0.02,0.23,0.1,0.15,0.25,0,0.02,0.23,0.25,0,0,0.12,0.23,0.02,0.25,0,0.2,0.05,0.25,0,0.24,0.01,0,0.25,0.25,0,0.25,0,0.24,0.01,0.25,0,0.25,0,,,,,,,,,,,,,,,,,,,,
98,0,0.25,0,0.25,0.25,0,0.13,0.12,0.25,0,0,0.25,0,0.25,0,0.25,0,0.25,0.02,0.23,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.15,0.1,0.19,0.06,,,,,,,,,,,,,,,,,,,,
99,0,0.25,0,0.25,0.25,0,0.23,0.02,0,0,0.07,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.19,0.06,0.02,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.25,,,,,,,,,,,,,,,,,,,,
100,0.21,0.04,0.2,0.02,0,0,0.25,0,0.18,0.07,0.17,0.08,0.17,0,0.1,0,0,0,0,0,0.01,0,0.25,0,0,0,0,0.25,0,0.25,0.22,0.03,0,0.25,0,0,0,0.03,0,0,,,,,,,,,,,,,,,,,,,,
101,0.23,0,0.12,0,0.25,0,0.18,0,0,0,0.07,0,0,0,0.25,0,0.16,0,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0.03,0,0.17,0.08,0,0,0.12,0,0,0,0.04,0.06,,,,,,,,,,,,,,,,,,,,
103,0,0.25,0,0,0.19,0,0,0,0,0,0,0.09,0,0,0.21,0.04,0,0,0,0.06,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0.13,0,0.1,0.15,0.25,0,0,0,,,,,,,,,,,,,,,,,,,,
105,0.11,0.14,0,0.25,0.04,0.21,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0.06,0.19,0.25,0,0.13,0.12,0.25,0,0,0,0,0.25,0.11,0.14,0.25,0,,,,,,,,,,,,,,,,,,,,
106,0,0,0,0,0,0,0.21,0.04,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.03,0.22,0,0,0,0,0.12,0.13,0,0.25,0.25,0,,,,,,,,,,,,,,,,,,,,
107,0,0,0.19,0.06,0.25,0,0,0.03,0.16,0,0,0,0,0,0.1,0.15,0.03,0.22,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.25,0,0.23,0,0,0,0,0.25,0.07,0.18,0,0,0.1,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.03,0.22,0,0.25,0.2,0.05,0,0,0.02,0.23,,,,,,,,,,,,,,,,,,,,
