"","ID","RT","acc","trial","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","similar"
"350","101",8138,0,"6","Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Flowers","1","Right","FlowersButterfly","similar"
"351","102",4977,1,"6","Male ","Caucasian/ Asian-American",NA,"e","g","e",2.38,28.57,5,0,"Dog","1","Right","BunnyDog","similar"
"352","103",2082,1,"6","Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Bread","1","Right","TVBread","similar"
"353","106",1649,1,"6","Female","Caucasian","","f","e","e",2.55,30.58,2,0,"TV","1","Left","TVBread","similar"
"354","107",2063,1,"6","Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"355","108",2092,1,"6","Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Flowers","1","Left","FlowersButterfly","similar"
"356","109",2137,1,"6","Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Bunny","1","Left","BunnyDog","similar"
"357","110",3904,1,"6","Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Bread","1","Right","TVBread","similar"
"358","111",2506,1,"6","Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"359","112",2783,1,"6","Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"360","113",3584,1,"6","Male","Caucasiasian-American","","f","e","b",2.55,30.54,1,0,"Bunny","1","Left","BunnyDog","similar"
"361","114",4259,1,"6","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"TV","1","Left","TVBread","similar"
"362","116",1363,0,"6","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Flowers","1","Right","FlowersButterfly","similar"
"363","117",1967,1,"6","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Dog","1","Right","BunnyDog","similar"
"364","118",2439,1,"6","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Bread","1","Right","TVBread","similar"
"365","121",1794,1,"6","Female","African American, Caucasian, American Indian, Asian-American","Caucasian","a","c","",2.7,32.45,1,0,"Bunny","1","Left","BunnyDog","similar"
"366","123",1860,1,"6","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"367","34",3241,1,"6","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"TV","1","Left","TVBread","similar"
"368","36",5247,1,"6","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Flowers","1","Left","FlowersButterfly","similar"
"369","37",2705,1,"6","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Dog","1","Right","BunnyDog","similar"
"370","38",21461,0,"6","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Bread","1","Left","TVBread","similar"
"371","39",4071,1,"6","Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"372","40",4722,1,"6","Male","Hispanic","Caucasian","e","g","g",2.33,27.95,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"373","41",4295,1,"6","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Bunny","1","Left","BunnyDog","similar"
"374","43",4793,1,"6","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"375","44",6046,0,"6","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Flowers","1","Right","FlowersButterfly","similar"
"376","45",4522,1,"6","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Dog","1","Right","BunnyDog","similar"
"377","46",6734,1,"6","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Bread","1","Right","TVBread","similar"
"378","47",2357,1,"6","Male","Not Hispanic","Asian, Caucasian","f","g","g",2.46,29.52,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"379","48",3291,1,"6","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"380","49",2410,1,"6","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Bunny","1","Left","BunnyDog","similar"
"381","50",3382,1,"6","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"TV","1","Left","TVBread","similar"
"382","51",4929,1,"6","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"383","52",4649,1,"6","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Flowers","1","Left","FlowersButterfly","similar"
"384","53",8175,1,"6","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Dog","1","Right","BunnyDog","similar"
"385","54",7990,0,"6","Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Bread","1","Left","TVBread","similar"
"386","56",2243,1,"6","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"387","57",3223,1,"6","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Bunny","1","Left","BunnyDog","similar"
"388","58",1500,1,"6","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"TV","1","Left","TVBread","similar"
"389","59",3740,1,"6","Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"390","60",2367,0,"6","Female","Not Hispanic","Caucasian","c","e","c",2.31,27.68,4,0,"Flowers","1","Right","FlowersButterfly","similar"
"391","62",6534,0,"6","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Bread","1","Left","TVBread","similar"
"392","63",3177,1,"6","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"393","64",2001,1,"6","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"394","66",2599,1,"6","Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"TV","1","Left","TVBread","similar"
"395","67",3995,1,"6","Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"396","68",3049,0,"6","Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Flowers","1","Right","FlowersButterfly","similar"
"397","69",4954,1,"6","Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Dog","1","Right","BunnyDog","similar"
"398","71",2293,1,"6","Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"399","73",1494,1,"6","Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Bunny","1","Left","BunnyDog","similar"
"400","74",4441,0,"6","Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"TV","1","Right","TVBread","similar"
"401","75",1657,1,"6","Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Bottle","1","Left","Bottlecrayon","similar"
"402","76",2852,1,"6","Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Flowers","1","Left","FlowersButterfly","similar"
"403","77",4247,0,"6","Female","Not Hispanic","African American/Caucasian","e","d","d",2.49,29.85,5,0,"Dog","1","Left","BunnyDog","similar"
"404","78",3092,1,"6","Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Bread","1","Right","TVBread","similar"
"405","79",4680,1,"6","Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Crayon","1","Right","Bottlecrayon","similar"
"406","80",4698,1,"6","Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"407","81",10186,1,"6","Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Bunny","1","Left","BunnyDog","similar"
"408","84",1446,1,"6","Male ","Hispanic","Caucasian","d","g","c",2.41,28.9,4,0,"Flowers","1","Left","FlowersButterfly","similar"
"409","86",3001,0,"6","Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Bread","1","Left","TVBread","similar"
"410","87",2356,0,"6","Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Crayon","1","Left","Bottlecrayon","similar"
"411","88",3487,1,"6","Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"412","89",4754,1,"6","Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Bunny","1","Left","BunnyDog","similar"
"413","90",2676,1,"6","Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"TV","1","Left","TVBread","similar"
"414","91",2629,0,"6","Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Bottle","1","Right","Bottlecrayon","similar"
"415","93",9737,1,"6","Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Dog","1","Right","BunnyDog","similar"
"416","95",3083,1,"6","Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Bread","1","Right","TVBread","similar"
"417","97",2466,1,"6"," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Butterfly","1","Right","FlowersButterfly","similar"
"418","98",1980,1,"6","Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Bunny","1","Left","BunnyDog","similar"
"419","101",2940,1,"7","Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Cat","1","Right","MouseCat","similar"
"420","102",5421,0,"7","Male ","Caucasian/ Asian-American",NA,"e","g","e",2.38,28.57,5,0,"Apple","1","Right","AppleStrawberry","similar"
"421","103",1856,1,"7","Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Orange","1","Left","OrangeBall","similar"
"422","106",1227,0,"7","Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Ball","1","Left","OrangeBall","similar"
"423","107",1156,0,"7","Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Pillow","1","Left","EggPillow","similar"
"424","108",2152,1,"7","Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Cat","1","Right","MouseCat","similar"
"425","109",1377,0,"7","Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"426","110",10220,1,"7","Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Orange","1","Left","OrangeBall","similar"
"427","111",1988,1,"7","Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Egg","1","Left","EggPillow","similar"
"428","112",3744,0,"7","Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Mouse","1","Right","MouseCat","similar"
"429","113",2822,0,"7","Male","Caucasiasian-American","","f","e","b",2.55,30.54,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"430","114",6199,1,"7","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Ball","1","Right","OrangeBall","similar"
"431","116",1656,0,"7","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Cat","1","Left","MouseCat","similar"
"432","117",1244,1,"7","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Apple","1","Left","AppleStrawberry","similar"
"433","118",1232,1,"7","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Orange","1","Left","OrangeBall","similar"
"434","121",1399,0,"7","Female","African American, Caucasian, American Indian, Asian-American","Caucasian","a","c","",2.7,32.45,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"435","123",2080,1,"7","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Pillow","1","Right","EggPillow","similar"
"436","34",11342,0,"7","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Ball","1","Left","OrangeBall","similar"
"437","35",3079,1,"7","Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Pillow","1","Right","EggPillow","similar"
"438","36",4200,1,"7","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Cat","1","Right","MouseCat","similar"
"439","37",848,0,"7","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Apple","1","Right","AppleStrawberry","similar"
"440","38",1786,0,"7","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Orange","1","Right","OrangeBall","similar"
"441","40",7403,0,"7","Male","Hispanic","Caucasian","e","g","g",2.33,27.95,8,0,"Mouse","1","Right","MouseCat","similar"
"442","41",7584,0,"7","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"443","43",4750,0,"7","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Pillow","1","Left","EggPillow","similar"
"444","44",4219,1,"7","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Cat","1","Right","MouseCat","similar"
"445","45",3714,1,"7","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Apple","1","Left","AppleStrawberry","similar"
"446","46",6861,0,"7","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Orange","1","Right","OrangeBall","similar"
"447","47",2454,0,"7","Male","Not Hispanic","Asian, Caucasian","f","g","g",2.46,29.52,7,0,"Egg","1","Right","EggPillow","similar"
"448","48",4715,0,"7","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Mouse","1","Right","MouseCat","similar"
"449","49",2558,1,"7","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Strawberry","1","Right","AppleStrawberry","similar"
"450","50",2732,1,"7","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Ball","1","Right","OrangeBall","similar"
"451","51",2728,1,"7","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Pillow","1","Right","EggPillow","similar"
"452","52",4295,0,"7","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Cat","1","Left","MouseCat","similar"
"453","53",14638,0,"7","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Apple","1","Right","AppleStrawberry","similar"
"454","54",3547,1,"7","Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Orange","1","Left","OrangeBall","similar"
"455","56",2033,1,"7","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Mouse","1","Left","MouseCat","similar"
"456","59",2261,1,"7","Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Pillow","1","Right","EggPillow","similar"
"457","60",3613,0,"7","Female","Not Hispanic","Caucasian","c","e","c",2.31,27.68,4,0,"Cat","1","Left","MouseCat","similar"
"458","62",3782,1,"7","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Orange","1","Left","OrangeBall","similar"
"459","63",3955,1,"7","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Egg","1","Left","EggPillow","similar"
"460","64",4191,0,"7","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Mouse","1","Right","MouseCat","similar"
"461","65",3678,1,"7","Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Strawberry","1","Right","AppleStrawberry","similar"
"462","66",1881,1,"7","Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Ball","1","Right","OrangeBall","similar"
"463","67",2561,1,"7","Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Pillow","1","Right","EggPillow","similar"
"464","68",2695,0,"7","Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Cat","1","Left","MouseCat","similar"
"465","69",5778,0,"7","Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Apple","1","Right","AppleStrawberry","similar"
"466","71",2616,1,"7","Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Egg","1","Left","EggPillow","similar"
"467","73",3077,0,"7","Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"468","74",4579,0,"7","Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Ball","1","Left","OrangeBall","similar"
"469","75",2356,1,"7","Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Pillow","1","Right","EggPillow","similar"
"470","76",2796,1,"7","Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Cat","1","Right","MouseCat","similar"
"471","77",4490,1,"7","Female","Not Hispanic","African American/Caucasian","e","d","d",2.49,29.85,5,0,"Apple","1","Left","AppleStrawberry","similar"
"472","78",4046,1,"7","Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Orange","1","Left","OrangeBall","similar"
"473","79",5695,1,"7","Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Egg","1","Left","EggPillow","similar"
"474","80",5192,0,"7","Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Mouse","1","Right","MouseCat","similar"
"475","81",5938,1,"7","Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Strawberry","1","Right","AppleStrawberry","similar"
"476","83",2099,1,"7","Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Pillow","1","Right","EggPillow","similar"
"477","84",1570,0,"7","Male ","Hispanic","Caucasian","d","g","c",2.41,28.9,4,0,"Cat","1","Left","MouseCat","similar"
"478","86",2187,0,"7","Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Orange","1","Right","OrangeBall","similar"
"479","87",2281,1,"7","Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Egg","1","Left","EggPillow","similar"
"480","88",2871,1,"7","Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Mouse","1","Left","MouseCat","similar"
"481","89",3645,0,"7","Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"482","90",2391,1,"7","Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Ball","1","Right","OrangeBall","similar"
"483","91",2212,1,"7","Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Pillow","1","Right","EggPillow","similar"
"484","93",9381,0,"7","Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Apple","1","Right","AppleStrawberry","similar"
"485","95",7597,1,"7","Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Orange","1","Left","OrangeBall","similar"
"486","97",4637,1,"7"," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Mouse","1","Left","MouseCat","similar"
"487","98",2575,0,"7","Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Strawberry","1","Left","AppleStrawberry","similar"
"488","101",11424,0,"8","Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Duck","1","Left","PigDuck","similar"
"489","102",8068,0,"8","Male ","Caucasian/ Asian-American",NA,"e","g","e",2.38,28.57,5,0,"Ice_Cream","1","Right","Ice creamBroccoli","similar"
"490","103",2068,1,"8","Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Spoon","1","Left","SpoonFork","similar"
"491","106",3479,1,"8","Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Fork","1","Right","SpoonFork","similar"
"492","108",2038,1,"8","Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Duck","1","Right","PigDuck","similar"
"493","109",1684,0,"8","Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar"
"494","110",2063,1,"8","Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Spoon","1","Left","SpoonFork","similar"
"495","111",1919,0,"8","Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar"
"496","112",1751,1,"8","Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Pig","1","Left","PigDuck","similar"
"497","113",2856,0,"8","Male","Caucasiasian-American","","f","e","b",2.55,30.54,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar"
"498","114",3996,1,"8","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Fork","1","Right","SpoonFork","similar"
"499","116",1610,1,"8","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Duck","1","Right","PigDuck","similar"
"500","117",1666,1,"8","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar"
"501","118",1389,1,"8","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Spoon","1","Left","SpoonFork","similar"
"502","121",1444,0,"8","Female","African American, Caucasian, American Indian, Asian-American","Caucasian","a","c","",2.7,32.45,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar"
"503","123",5490,0,"8","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Doll","1","Left","Teddy BearDoll","similar"
"504","34",1887,1,"8","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Fork","1","Right","SpoonFork","similar"
"505","35",3704,1,"8","Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Doll","1","Right","Teddy BearDoll","similar"
"506","36",7293,1,"8","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Duck","1","Right","PigDuck","similar"
"507","37",2134,1,"8","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar"
"508","38",2751,1,"8","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Spoon","1","Left","SpoonFork","similar"
"509","39",1819,1,"8","Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar"
"510","40",3418,1,"8","Male","Hispanic","Caucasian","e","g","g",2.33,27.95,8,0,"Pig","1","Left","PigDuck","similar"
"511","41",3212,0,"8","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar"
"512","43",5287,1,"8","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Doll","1","Right","Teddy BearDoll","similar"
"513","44",4061,1,"8","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Duck","1","Right","PigDuck","similar"
"514","45",6015,1,"8","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar"
"515","46",2516,1,"8","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Spoon","1","Left","SpoonFork","similar"
"516","47",2172,0,"8","Male","Not Hispanic","Asian, Caucasian","f","g","g",2.46,29.52,7,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar"
"517","48",5454,1,"8","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Pig","1","Left","PigDuck","similar"
"518","49",2836,1,"8","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar"
"519","50",4302,0,"8","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Fork","1","Left","SpoonFork","similar"
"520","51",4827,1,"8","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Doll","1","Right","Teddy BearDoll","similar"
"521","52",10920,1,"8","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Duck","1","Right","PigDuck","similar"
"522","53",5516,1,"8","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar"
"523","54",3144,1,"8","Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Spoon","1","Left","SpoonFork","similar"
"524","56",3958,1,"8","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Pig","1","Left","PigDuck","similar"
"525","58",848,0,"8","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Fork","1","Left","SpoonFork","similar"
"526","62",2587,1,"8","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Spoon","1","Left","SpoonFork","similar"
"527","63",2162,0,"8","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar"
"528","64",3044,0,"8","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Pig","1","Right","PigDuck","similar"
"529","65",3653,1,"8","Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar"
"530","66",1887,1,"8","Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Fork","1","Right","SpoonFork","similar"
"531","67",3919,1,"8","Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Doll","1","Right","Teddy BearDoll","similar"
"532","68",3366,1,"8","Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Duck","1","Right","PigDuck","similar"
"533","69",2980,1,"8","Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar"
"534","70",1805,0,"8","Male","Hispanic","","b","b","b",2.55,30.61,6,0,"Spoon","1","Right","SpoonFork","similar"
"535","71",2846,0,"8","Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar"
"536","73",2767,1,"8","Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar"
"537","75",3125,1,"8","Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Doll","1","Right","Teddy BearDoll","similar"
"538","76",7132,0,"8","Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Duck","1","Left","PigDuck","similar"
"539","77",18650,0,"8","Female","Not Hispanic","African American/Caucasian","e","d","d",2.49,29.85,5,0,"Ice_Cream","1","Right","Ice creamBroccoli","similar"
"540","78",2701,1,"8","Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Spoon","1","Left","SpoonFork","similar"
"541","79",3138,0,"8","Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar"
"542","80",4831,0,"8","Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Pig","1","Right","PigDuck","similar"
"543","81",3917,1,"8","Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar"
"544","83",4867,0,"8","Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Doll","1","Left","Teddy BearDoll","similar"
"545","84",1513,0,"8","Male ","Hispanic","Caucasian","d","g","c",2.41,28.9,4,0,"Duck","1","Left","PigDuck","similar"
"546","86",2352,1,"8","Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Spoon","1","Left","SpoonFork","similar"
"547","87",2017,1,"8","Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar"
