Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
166,1,1,99,99,encode,57,SPACE,"BLUE",1000,True
166,1,1,100,100,encode,57,SPACE,"GREEN",824,True
166,1,1,101,101,encode,57,SPACE,"GREEN",828,True
166,1,1,102,102,encode,57,SPACE,"YELLOW",1210,True
166,1,1,103,103,encode,57,SPACE,"RED",951,True
166,1,1,104,104,encode,57,SPACE,"YELLOW",863,True
166,1,1,105,105,encode,57,SPACE,"RED",915,True
166,1,1,106,106,encode,57,SPACE,"YELLOW",982,True
166,1,1,107,107,encode,57,SPACE,"GREEN",862,True
166,1,1,108,108,encode,57,SPACE,"RED",985,True
166,1,1,109,109,encode,57,SPACE,"YELLOW",888,True
166,1,1,110,110,encode,57,SPACE,"BLUE",1147,True
166,1,1,111,111,encode,57,SPACE,"GREEN",1828,True
166,1,1,112,112,encode,57,SPACE,"BLUE",873,True
166,1,1,113,113,encode,57,SPACE,"RED",892,True
166,1,1,114,114,encode,57,SPACE,"END",998,True
