Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
166,1,1,1,1,encode,57,SPACE,"press spacebar to start practice",1294,True
166,1,1,2,2,encode,57,SPACE,"YELLOW",5084,True
166,1,1,3,3,encode,57,SPACE,"BLUE",1183,True
166,1,1,4,4,encode,57,SPACE,"RED",1078,True
166,1,1,5,5,encode,57,SPACE,"GREEN",1194,True
166,1,1,6,6,encode,57,SPACE,"RED",1034,True
166,1,1,7,7,encode,57,SPACE,"BLUE",1190,True
166,1,1,8,8,encode,57,SPACE,"GREEN",950,True
166,1,1,9,9,encode,57,SPACE,"BLUE",855,True
166,1,1,10,10,encode,57,SPACE,"GREEN",907,True
166,1,1,11,11,encode,57,SPACE,"YELLOW",902,True
166,1,1,12,12,encode,57,SPACE,"END",11939,True
166,1,1,13,13,encode,57,SPACE,"press spacebar to start task",483,True
166,1,1,14,14,encode,57,SPACE,"GREEN",1308,True
166,1,1,15,15,encode,57,SPACE,"BLUE",1159,True
166,1,1,16,16,encode,57,SPACE,"BLUE",1030,True
166,1,1,17,17,encode,57,SPACE,"YELLOW",1011,True
166,1,1,18,18,encode,57,SPACE,"BLUE",1018,True
166,1,1,19,19,encode,57,SPACE,"BLUE",1024,True
166,1,1,20,20,encode,57,SPACE,"RED",1237,True
166,1,1,21,21,encode,57,SPACE,"RED",1042,True
166,1,1,22,22,encode,57,SPACE,"RED",934,True
166,1,1,23,23,encode,57,SPACE,"RED",1240,True
166,1,1,24,24,encode,57,SPACE,"BLUE",1405,True
166,1,1,25,25,encode,57,SPACE,"YELLOW",1018,True
166,1,1,26,26,encode,57,SPACE,"GREEN",975,True
166,1,1,27,27,encode,57,SPACE,"YELLOW",1414,True
166,1,1,28,28,encode,57,SPACE,"BLUE",925,True
166,1,1,29,29,encode,57,SPACE,"YELLOW",1310,True
166,1,1,30,30,encode,57,SPACE,"BLUE",1049,True
166,1,1,31,31,encode,57,SPACE,"GREEN",1077,True
166,1,1,32,32,encode,57,SPACE,"RED",1049,True
166,1,1,33,33,encode,57,SPACE,"YELLOW",1029,True
166,1,1,34,34,encode,57,SPACE,"RED",1154,True
166,1,1,35,35,encode,57,SPACE,"YELLOW",1091,True
166,1,1,36,36,encode,57,SPACE,"BLUE",1069,True
166,1,1,37,37,encode,57,SPACE,"BLUE",960,True
166,1,1,38,38,encode,57,SPACE,"YELLOW",985,True
166,1,1,39,39,encode,57,SPACE,"YELLOW",967,True
166,1,1,40,40,encode,57,SPACE,"GREEN",1040,True
166,1,1,41,41,encode,57,SPACE,"YELLOW",1780,True
166,1,1,42,42,encode,57,SPACE,"BLUE",1020,True
166,1,1,43,43,encode,57,SPACE,"GREEN",849,True
166,1,1,44,44,encode,57,SPACE,"RED",1157,True
166,1,1,45,45,encode,57,SPACE,"GREEN",941,True
166,1,1,46,46,encode,57,SPACE,"YELLOW",934,True
166,1,1,47,47,encode,57,SPACE,"RED",952,True
166,1,1,48,48,encode,57,SPACE,"GREEN",928,True
166,1,1,49,49,encode,57,SPACE,"YELLOW",938,True
166,1,1,50,50,encode,57,SPACE,"RED",850,True
166,1,1,51,51,encode,57,SPACE,"YELLOW",1086,True
166,1,1,52,52,encode,57,SPACE,"GREEN",938,True
166,1,1,53,53,encode,57,SPACE,"RED",1154,True
166,1,1,54,54,encode,57,SPACE,"RED",1122,True
166,1,1,55,55,encode,57,SPACE,"GREEN",860,True
166,1,1,56,56,encode,57,SPACE,"BLUE",935,True
166,1,1,57,57,encode,57,SPACE,"RED",944,True
166,1,1,58,58,encode,57,SPACE,"GREEN",1225,True
166,1,1,59,59,encode,57,SPACE,"RED",1031,True
166,1,1,60,60,encode,57,SPACE,"YELLOW",1051,True
166,1,1,61,61,encode,57,SPACE,"YELLOW",1416,True
166,1,1,62,62,encode,57,SPACE,"GREEN",1157,True
166,1,1,63,63,encode,57,SPACE,"YELLOW",894,True
166,1,1,64,64,encode,57,SPACE,"GREEN",1009,True
166,1,1,65,65,encode,57,SPACE,"YELLOW",1039,True
166,1,1,66,66,encode,57,SPACE,"GREEN",835,True
166,1,1,67,67,encode,57,SPACE,"BLUE",865,True
166,1,1,68,68,encode,57,SPACE,"GREEN",892,True
166,1,1,69,69,encode,57,SPACE,"GREEN",910,True
166,1,1,70,70,encode,57,SPACE,"YELLOW",945,True
166,1,1,71,71,encode,57,SPACE,"RED",1258,True
166,1,1,72,72,encode,57,SPACE,"YELLOW",926,True
166,1,1,73,73,encode,57,SPACE,"GREEN",1159,True
166,1,1,74,74,encode,57,SPACE,"YELLOW",1087,True
166,1,1,75,75,encode,57,SPACE,"BLUE",1146,True
166,1,1,76,76,encode,57,SPACE,"BLUE",931,True
166,1,1,77,77,encode,57,SPACE,"GREEN",947,True
166,1,1,78,78,encode,57,SPACE,"RED",845,True
166,1,1,79,79,encode,57,SPACE,"YELLOW",802,True
166,1,1,80,80,encode,57,SPACE,"BLUE",984,True
166,1,1,81,81,encode,57,SPACE,"RED",934,True
166,1,1,82,82,encode,57,SPACE,"RED",1056,True
166,1,1,83,83,encode,57,SPACE,"BLUE",908,True
166,1,1,84,84,encode,57,SPACE,"GREEN",949,True
166,1,1,85,85,encode,57,SPACE,"BLUE",855,True
166,1,1,86,86,encode,57,SPACE,"RED",1035,True
166,1,1,87,87,encode,57,SPACE,"BLUE",832,True
166,1,1,88,88,encode,57,SPACE,"BLUE",1101,True
166,1,1,89,89,encode,57,SPACE,"BLUE",1079,True
166,1,1,90,90,encode,57,SPACE,"RED",898,True
166,1,1,91,91,encode,57,SPACE,"RED",973,True
166,1,1,92,92,encode,57,SPACE,"YELLOW",1037,True
166,1,1,93,93,encode,57,SPACE,"RED",946,True
166,1,1,94,94,encode,57,SPACE,"GREEN",1074,True
166,1,1,95,95,encode,57,SPACE,"RED",870,True
166,1,1,96,96,encode,57,SPACE,"GREEN",912,True
166,1,1,97,97,encode,57,SPACE,"YELLOW",1083,True
166,1,1,98,98,encode,57,SPACE,"BLUE",910,True
