Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
165,1,1,1,1,encode,57,SPACE,"press spacebar to start practice",19564,True
165,1,1,2,2,encode,57,SPACE,"YELLOW",1708,True
165,1,1,3,3,encode,57,SPACE,"BLUE",1358,True
165,1,1,4,4,encode,57,SPACE,"RED",1501,True
165,1,1,5,5,encode,57,SPACE,"GREEN",1423,True
165,1,1,6,6,encode,57,SPACE,"RED",1132,True
165,1,1,7,7,encode,57,SPACE,"BLUE",1412,True
165,1,1,8,8,encode,57,SPACE,"GREEN",994,True
165,1,1,9,9,encode,57,SPACE,"BLUE",873,True
165,1,1,10,10,encode,57,SPACE,"GREEN",978,True
165,1,1,11,11,encode,57,SPACE,"YELLOW",875,True
165,1,1,12,12,encode,57,SPACE,"END",18385,True
165,1,1,13,13,encode,57,SPACE,"press spacebar to start task",609,True
165,1,1,14,14,encode,57,SPACE,"YELLOW",1428,True
165,1,1,15,15,encode,57,SPACE,"RED",1313,True
165,1,1,16,16,encode,57,SPACE,"GREEN",1289,True
165,1,1,17,17,encode,57,SPACE,"RED",909,True
165,1,1,18,18,encode,57,SPACE,"YELLOW",807,True
165,1,1,19,19,encode,57,SPACE,"BLUE",1060,True
165,1,1,20,20,encode,57,SPACE,"YELLOW",847,True
165,1,1,21,21,encode,57,SPACE,"RED",996,True
165,1,1,22,22,encode,57,SPACE,"YELLOW",906,True
165,1,1,23,23,encode,57,SPACE,"GREEN",916,True
165,1,1,24,24,encode,57,SPACE,"GREEN",869,True
165,1,1,25,25,encode,57,SPACE,"YELLOW",849,True
165,1,1,26,26,encode,57,SPACE,"GREEN",980,True
165,1,1,27,27,encode,57,SPACE,"GREEN",796,True
165,1,1,28,28,encode,57,SPACE,"RED",842,True
165,1,1,29,29,encode,57,SPACE,"BLUE",863,True
165,1,1,30,30,encode,57,SPACE,"YELLOW",1019,True
165,1,1,31,31,encode,57,SPACE,"RED",832,True
165,1,1,32,32,encode,57,SPACE,"GREEN",949,True
165,1,1,33,33,encode,57,SPACE,"GREEN",837,True
165,1,1,34,34,encode,57,SPACE,"YELLOW",873,True
165,1,1,35,35,encode,57,SPACE,"YELLOW",884,True
165,1,1,36,36,encode,57,SPACE,"RED",1016,True
165,1,1,37,37,encode,57,SPACE,"GREEN",1030,True
165,1,1,38,38,encode,57,SPACE,"RED",1187,True
165,1,1,39,39,encode,57,SPACE,"GREEN",968,True
165,1,1,40,40,encode,57,SPACE,"YELLOW",887,True
165,1,1,41,41,encode,57,SPACE,"GREEN",1034,True
165,1,1,42,42,encode,57,SPACE,"BLUE",902,True
165,1,1,43,43,encode,57,SPACE,"YELLOW",1000,True
165,1,1,44,44,encode,57,SPACE,"YELLOW",982,True
165,1,1,45,45,encode,57,SPACE,"RED",1111,True
165,1,1,46,46,encode,57,SPACE,"GREEN",1503,True
165,1,1,47,47,encode,57,SPACE,"YELLOW",1473,True
165,1,1,48,48,encode,57,SPACE,"YELLOW",1083,True
165,1,1,49,49,encode,57,SPACE,"RED",935,True
165,1,1,50,50,encode,57,SPACE,"BLUE",871,True
165,1,1,51,51,encode,57,SPACE,"BLUE",1067,True
165,1,1,52,52,encode,57,SPACE,"YELLOW",1117,True
165,1,1,53,53,encode,57,SPACE,"BLUE",1104,True
165,1,1,54,54,encode,57,SPACE,"BLUE",1001,True
165,1,1,55,55,encode,57,SPACE,"RED",967,True
165,1,1,56,56,encode,57,SPACE,"BLUE",942,True
165,1,1,57,57,encode,57,SPACE,"RED",847,True
165,1,1,58,58,encode,57,SPACE,"BLUE",764,True
165,1,1,59,59,encode,57,SPACE,"YELLOW",787,True
165,1,1,60,60,encode,57,SPACE,"BLUE",947,True
165,1,1,61,61,encode,57,SPACE,"RED",931,True
165,1,1,62,62,encode,57,SPACE,"GREEN",923,True
165,1,1,63,63,encode,57,SPACE,"RED",877,True
165,1,1,64,64,encode,57,SPACE,"YELLOW",1351,True
165,1,1,65,65,encode,57,SPACE,"BLUE",1024,True
165,1,1,66,66,encode,57,SPACE,"GREEN",1053,True
165,1,1,67,67,encode,57,SPACE,"GREEN",1031,True
