Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
103,1,1,81,81,encode,57,SPACE,"RED",1118,True
103,1,1,82,82,encode,57,SPACE,"RED",1543,True
103,1,1,83,83,encode,57,SPACE,"BLUE",1295,True
103,1,1,84,84,encode,57,SPACE,"GREEN",1250,True
103,1,1,85,85,encode,57,SPACE,"BLUE",1230,True
103,1,1,86,86,encode,57,SPACE,"RED",1317,True
103,1,1,87,87,encode,57,SPACE,"BLUE",1101,True
103,1,1,88,88,encode,57,SPACE,"BLUE",1143,True
103,1,1,89,89,encode,57,SPACE,"BLUE",1025,True
103,1,1,90,90,encode,57,SPACE,"RED",934,True
103,1,1,91,91,encode,57,SPACE,"RED",1095,True
103,1,1,92,92,encode,57,SPACE,"YELLOW",698,True
103,1,1,93,93,encode,57,SPACE,"RED",4059,True
103,1,1,94,94,encode,57,SPACE,"GREEN",1152,True
103,1,1,95,95,encode,57,SPACE,"RED",1327,True
103,1,1,96,96,encode,57,SPACE,"GREEN",1576,True
103,1,1,97,97,encode,57,SPACE,"YELLOW",1295,True
103,1,1,98,98,encode,57,SPACE,"BLUE",1170,True
103,1,1,99,99,encode,57,SPACE,"BLUE",1001,True
103,1,1,100,100,encode,57,SPACE,"GREEN",1311,True
103,1,1,101,101,encode,57,SPACE,"GREEN",2280,True
103,1,1,102,102,encode,57,SPACE,"YELLOW",1171,True
103,1,1,103,103,encode,57,SPACE,"RED",1011,True
103,1,1,104,104,encode,57,SPACE,"YELLOW",1209,True
103,1,1,105,105,encode,57,SPACE,"RED",1119,True
103,1,1,106,106,encode,57,SPACE,"YELLOW",1416,True
103,1,1,107,107,encode,57,SPACE,"GREEN",1262,True
103,1,1,108,108,encode,57,SPACE,"RED",1457,True
103,1,1,109,109,encode,57,SPACE,"YELLOW",998,True
103,1,1,110,110,encode,57,SPACE,"BLUE",1573,True
103,1,1,111,111,encode,57,SPACE,"GREEN",1627,True
103,1,1,112,112,encode,57,SPACE,"BLUE",1265,True
103,1,1,113,113,encode,57,SPACE,"RED",4011,True
103,1,1,114,114,encode,57,SPACE,"END",54335,True
