Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
103,1,1,1,1,encode,57,SPACE,"press spacebar to start practice",1272,True
103,1,1,2,2,encode,57,SPACE,"YELLOW",1647,True
103,1,1,3,3,encode,57,SPACE,"BLUE",2091,True
103,1,1,4,4,encode,57,SPACE,"RED",1486,True
103,1,1,5,5,encode,57,SPACE,"GREEN",1521,True
103,1,1,6,6,encode,57,SPACE,"RED",1018,True
103,1,1,7,7,encode,57,SPACE,"BLUE",1296,True
103,1,1,8,8,encode,57,SPACE,"GREEN",1148,True
103,1,1,9,9,encode,57,SPACE,"BLUE",1158,True
103,1,1,10,10,encode,57,SPACE,"GREEN",1542,True
103,1,1,11,11,encode,57,SPACE,"YELLOW",1758,True
103,1,1,12,12,encode,57,SPACE,"END",1630,True
103,1,1,13,13,encode,57,SPACE,"press spacebar to start task",4769,True
103,1,1,14,14,encode,57,SPACE,"GREEN",1565,True
103,1,1,15,15,encode,57,SPACE,"BLUE",1230,True
103,1,1,16,16,encode,57,SPACE,"BLUE",1043,True
103,1,1,17,17,encode,57,SPACE,"YELLOW",1152,True
103,1,1,18,18,encode,57,SPACE,"BLUE",880,True
103,1,1,19,19,encode,57,SPACE,"BLUE",1547,True
103,1,1,20,20,encode,57,SPACE,"RED",1380,True
103,1,1,21,21,encode,57,SPACE,"RED",947,True
103,1,1,22,22,encode,57,SPACE,"RED",1091,True
103,1,1,23,23,encode,57,SPACE,"RED",1317,True
103,1,1,24,24,encode,57,SPACE,"BLUE",1256,True
103,1,1,25,25,encode,57,SPACE,"YELLOW",1899,True
103,1,1,26,26,encode,57,SPACE,"GREEN",1118,True
103,1,1,27,27,encode,57,SPACE,"YELLOW",1112,True
103,1,1,28,28,encode,57,SPACE,"BLUE",874,True
103,1,1,29,29,encode,57,SPACE,"YELLOW",1245,True
103,1,1,30,30,encode,57,SPACE,"BLUE",834,True
103,1,1,31,31,encode,57,SPACE,"GREEN",928,True
103,1,1,32,32,encode,57,SPACE,"RED",793,True
103,1,1,33,33,encode,57,SPACE,"YELLOW",1334,True
103,1,1,34,34,encode,57,SPACE,"RED",1024,True
103,1,1,35,35,encode,57,SPACE,"YELLOW",1374,True
103,1,1,36,36,encode,57,SPACE,"BLUE",1340,True
103,1,1,37,37,encode,57,SPACE,"BLUE",1197,True
103,1,1,38,38,encode,57,SPACE,"YELLOW",1516,True
103,1,1,39,39,encode,57,SPACE,"YELLOW",1165,True
103,1,1,40,40,encode,57,SPACE,"GREEN",973,True
103,1,1,41,41,encode,57,SPACE,"YELLOW",1685,True
103,1,1,42,42,encode,57,SPACE,"BLUE",1312,True
103,1,1,43,43,encode,57,SPACE,"GREEN",1160,True
103,1,1,44,44,encode,57,SPACE,"RED",1313,True
103,1,1,45,45,encode,57,SPACE,"GREEN",1106,True
103,1,1,46,46,encode,57,SPACE,"YELLOW",1444,True
103,1,1,47,47,encode,57,SPACE,"RED",1217,True
103,1,1,48,48,encode,57,SPACE,"GREEN",1038,True
103,1,1,49,49,encode,57,SPACE,"YELLOW",1163,True
103,1,1,50,50,encode,57,SPACE,"RED",1002,True
103,1,1,51,51,encode,57,SPACE,"YELLOW",1225,True
103,1,1,52,52,encode,57,SPACE,"GREEN",1158,True
103,1,1,53,53,encode,57,SPACE,"RED",1421,True
103,1,1,54,54,encode,57,SPACE,"RED",1044,True
103,1,1,55,55,encode,57,SPACE,"GREEN",1208,True
103,1,1,56,56,encode,57,SPACE,"BLUE",1397,True
103,1,1,57,57,encode,57,SPACE,"RED",1261,True
103,1,1,58,58,encode,57,SPACE,"GREEN",1176,True
103,1,1,59,59,encode,57,SPACE,"RED",1128,True
103,1,1,60,60,encode,57,SPACE,"YELLOW",1305,True
103,1,1,61,61,encode,57,SPACE,"YELLOW",1018,True
103,1,1,62,62,encode,57,SPACE,"GREEN",1935,True
103,1,1,63,63,encode,57,SPACE,"YELLOW",1103,True
103,1,1,64,64,encode,57,SPACE,"GREEN",1107,True
103,1,1,65,65,encode,57,SPACE,"YELLOW",1204,True
103,1,1,66,66,encode,57,SPACE,"GREEN",1193,True
103,1,1,67,67,encode,57,SPACE,"BLUE",1097,True
103,1,1,68,68,encode,57,SPACE,"GREEN",1260,True
103,1,1,69,69,encode,57,SPACE,"GREEN",983,True
103,1,1,70,70,encode,57,SPACE,"YELLOW",1846,True
103,1,1,71,71,encode,57,SPACE,"RED",2095,True
103,1,1,72,72,encode,57,SPACE,"YELLOW",1259,True
103,1,1,73,73,encode,57,SPACE,"GREEN",1870,True
103,1,1,74,74,encode,57,SPACE,"YELLOW",1256,True
103,1,1,75,75,encode,57,SPACE,"BLUE",1253,True
103,1,1,76,76,encode,57,SPACE,"BLUE",1377,True
103,1,1,77,77,encode,57,SPACE,"GREEN",1807,True
103,1,1,78,78,encode,57,SPACE,"RED",1342,True
103,1,1,79,79,encode,57,SPACE,"YELLOW",774,True
103,1,1,80,80,encode,57,SPACE,"BLUE",958,True
