Data properties:

Recording date: 1/29/2016
Recording time: 09:44:20:083 (corresponds to time 0)
Study: 9
Subject: 110
Recording: 110
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	0	158	74	46	
1	158	150	53	268	
2	308	2132	51	100	
3	2607	233	424	252	
4	2840	2398	398	298	
5	5238	183	-202	904	
6	5422	300	402	354	
7	5721	266	243	312	
8	5988	283	144	312	
9	6271	233	718	322	
10	6504	566	730	262	
11	7237	117	678	279	
12	7354	200	725	244	
13	7553	483	225	355	
14	8036	283	121	339	
15	9518	300	187	331	
16	9818	400	140	323	
17	10218	383	841	469	
18	10784	200	516	160	
19	10984	2582	399	299	
20	13715	233	306	230	
21	13949	483	199	292	
22	16812	383	783	299	
23	17362	250	239	318	
24	17612	500	210	279	
25	18112	100	-325	-40	
26	19595	83	308	276	
27	19678	2465	402	301	
28	22143	216	243	442	
29	22359	333	202	466	
30	22692	333	670	388	
31	23025	999	620	416	
32	24191	383	622	420	
33	24724	117	216	423	
34	24840	616	175	470	
35	25623	300	178	491	
36	25923	333	650	422	
37	26423	133	647	410	
38	26556	666	734	437	
39	27222	250	629	545	
40	27672	100	296	259	
41	27772	2348	400	310	
42	30287	133	474	400	
43	30420	283	295	390	
44	30703	250	332	406	
45	30953	949	664	364	
46	31902	233	297	384	
47	32135	999	331	404	
48	33134	483	137	376	
49	33617	916	670	350	
50	34534	233	270	387	
51	34767	766	335	405	
52	35683	300	495	252	
53	35982	2448	398	310	
54	38581	150	538	383	
55	38731	233	714	357	
56	38964	416	789	373	
57	39380	266	276	387	
58	39646	333	139	388	
59	39979	266	718	357	
60	40246	666	798	367	
61	40912	450	713	341	
62	41362	283	626	325	
63	41645	416	294	392	
64	42061	200	129	408	
65	42261	616	76	402	
66	42877	833	164	391	
67	43826	316	331	201	
68	44143	1582	400	312	
69	45892	716	386	267	
70	46608	250	573	365	
71	46858	250	651	386	
72	47107	200	305	314	
73	47307	266	308	265	
74	47574	233	175	349	
75	47807	616	300	241	
76	48422	150	167	423	
77	48789	83	447	390	
78	48872	633	652	406	
79	49506	366	751	360	
80	49972	217	286	287	
81	50188	416	307	256	
82	50755	333	539	379	
83	51088	600	663	393	
84	51687	366	290	186	
85	52237	2648	407	288	
86	54885	733	244	383	
87	55618	450	733	365	
88	56068	100	1145	771	
89	56550	216	544	453	
90	56767	500	727	370	
91	57267	550	766	330	
92	59548	633	229	372	
93	60314	250	304	203	
94	60564	2398	404	295	
95	63112	200	510	434	
96	63312	416	242	369	
97	63729	283	167	375	
98	64012	300	695	408	
99	64312	549	729	501	
100	66526	283	295	443	
101	66809	550	187	398	
102	67526	283	198	357	
103	67809	516	705	382	
104	68325	266	250	241	
105	68741	167	398	236	
106	68908	1033	395	307	
107	70107	983	390	292	
108	71256	167	431	406	
109	71423	400	229	481	
110	71822	250	728	383	
111	72072	1182	771	388	
112	73255	283	217	429	
113	73538	1366	246	484	
114	76386	216	389	620	
115	76769	183	334	213	
116	76952	2265	413	300	
117	79401	117	438	431	
118	79517	400	267	403	
119	79917	233	110	383	
120	80150	400	75	376	
121	80550	449	746	391	
122	81266	183	824	406	
123	81449	117	141	398	
124	82232	266	261	440	
125	82498	400	710	389	
126	82898	200	607	398	
127	83098	316	243	400	
128	83414	283	100	376	
129	83697	283	788	376	
130	83980	250	829	405	
131	84230	533	926	589	
132	84880	200	255	267	
133	85080	1266	395	314	
134	86345	316	422	257	
135	86778	833	376	260	
136	87744	117	447	372	
137	87861	416	338	300	
138	88277	2148	851	335	
139	90426	266	267	291	
140	90692	650	299	333	
141	91342	1049	336	289	
142	92391	366	845	277	
143	93107	16	437	134	
144	94256	166	403	309	
145	94606	683	398	268	
146	95422	283	442	414	
147	95905	133	457	364	
148	96038	750	274	395	
149	96788	333	711	340	
150	97304	483	732	339	
151	97787	300	784	254	
152	98087	183	279	352	
153	98420	200	343	343	
154	98620	150	284	291	
155	98770	483	273	237	
156	99452	283	248	344	
157	99735	333	288	280	
158	100069	666	749	297	
159	100735	300	897	594	
160	101185	350	577	220	
161	101534	866	401	301	
162	103334	50	56	921	
163	103800	415	440	506	
164	104215	333	280	324	
165	104548	266	143	276	
166	104815	233	653	347	
167	105048	250	812	317	
168	105298	366	850	287	
169	107330	267	220	335	
170	108379	166	207	337	
171	110393	117	439	356	
172	110677	217	444	250	
173	110894	2165	409	299	
174	113226	149	467	392	
175	113375	316	226	317	
176	113692	849	701	400	
177	114541	250	719	443	
178	114791	183	698	412	
179	114974	266	225	318	
180	115241	383	757	366	
181	115623	350	718	409	
182	115973	233	241	302	
183	116206	766	735	388	
184	117139	417	752	427	
185	117555	233	726	477	
186	117789	899	728	436	
187	118821	183	423	279	
188	119004	783	400	327	
189	119971	1232	398	286	
190	121336	150	454	372	
191	121486	1249	330	339	
192	125283	34	81	303	
193	125516	17	97	301	
194	125649	866	82	304	
195	126632	383	364	209	
196	127015	350	377	284	
197	127365	233	395	334	
198	127765	500	398	326	
199	128265	133	232	312	
200	129197	533	665	412	
201	129730	283	689	377	
202	130013	433	297	315	
203	130447	433	734	343	
204	133277	17	266	439	
205	135608	250	413	298	
206	136025	433	399	321	
207	136674	733	392	272	
208	137407	333	545	347	
209	137741	450	261	368	
210	138190	300	768	330	
211	138490	250	840	342	
212	138956	83	855	392	
213	142786	150	940	485	
214	143069	117	632	220	
215	143186	1832	400	256	
216	147766	100	672	372	
