Data properties:

Recording date: 1/20/2016
Recording time: 09:52:17:411 (corresponds to time 0)
Study: colors
Subject: 108
Recording: 108
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	0	173	549	611	
1	173	316	-437	-91	
2	490	1416	61	93	
3	1905	200	-211	160	
4	2105	1099	62	75	
5	3205	233	731	363	
6	3438	350	808	375	
7	3787	400	135	362	
8	4187	316	151	330	
9	4504	499	830	372	
10	5003	200	177	336	
11	5203	316	113	339	
12	5519	266	150	363	
13	6069	217	808	379	
14	6285	533	828	344	
15	6818	816	177	393	
16	7635	533	812	346	
17	8167	167	1	82	
18	8334	966	59	89	
19	9300	949	158	376	
20	11082	583	802	366	
21	11665	333	76	369	
22	11998	1083	146	363	
23	13081	466	764	385	
24	13547	100	850	440	
25	13780	267	1119	1206	
26	14047	150	435	-570	
27	14197	216	2	276	
28	14413	866	41	92	
29	15279	583	143	355	
30	15862	416	765	348	
31	16278	367	148	313	
32	17144	1199	812	320	
33	18526	416	855	317	
34	18943	416	798	377	
35	19359	816	130	341	
36	20175	1099	52	89	
37	21274	283	103	661	
38	21558	466	518	381	
39	22024	383	780	366	
40	22407	1082	161	359	
41	23756	1882	820	344	
42	25638	716	788	406	
43	26354	333	177	337	
44	26687	183	132	358	
45	26871	183	-991	800	
46	27054	183	-46	454	
47	27237	266	1	84	
48	27503	616	56	74	
49	28120	549	823	386	
50	28669	200	233	351	
51	28869	266	130	376	
52	30251	100	818	382	
53	30784	17	59	1213	
54	30951	17	-629	1128	
55	31184	99	-874	1170	
56	31384	166	-1155	1152	
57	31550	150	-689	1122	
58	31701	100	-1300	1117	
59	31801	350	-751	1131	
60	32150	100	-1502	1145	
61	33749	399	477	373	
62	34148	383	172	333	
63	34531	300	779	344	
64	34831	200	818	363	
65	35031	150	799	397	
66	35181	333	836	345	
67	35514	666	805	374	
68	43158	150	697	550	
69	43774	100	542	846	
70	43874	166	574	1016	
71	44041	200	526	1113	
72	44241	766	566	1170	
73	45007	283	33	81	
74	45473	150	72	69	
75	45623	150	-42	212	
76	45773	466	477	361	
77	46239	366	155	347	
78	46606	550	829	370	
79	47155	116	658	634	
80	47572	749	499	1161	
81	48321	483	572	1157	
82	48804	500	446	1154	
83	49304	683	484	1156	
84	49987	233	390	1102	
85	50220	383	339	1018	
86	50603	433	439	1006	
87	51036	167	-32	716	
88	51602	400	-54	701	
89	52268	250	146	347	
90	52518	517	845	319	
91	53218	333	533	1255	
92	53551	183	607	977	
93	53734	283	440	439	
94	54017	350	803	366	
95	54367	250	558	1309	
96	54617	500	518	1157	
97	55117	416	756	333	
98	55533	483	128	319	
99	56015	250	-331	1013	
100	58014	333	407	293	
101	58347	300	479	283	
102	58647	316	367	255	
