Data properties:

Recording date: 12/15/2015
Recording time: 09:55:20:561 (corresponds to time 0)
Study: colors
Subject: 106
Recording: 106
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	426	-54	-46	
2	426	183	-246	9	
3	609	649	78	54	
4	1375	167	-33	5	
5	1542	1166	46	73	
6	2708	616	807	366	
7	3324	766	166	342	
8	4090	1349	797	376	
9	5439	250	191	318	
10	5689	533	149	361	
11	6222	150	761	390	
12	7021	383	787	354	
13	7404	700	59	61	
14	8836	150	814	392	
15	9469	17	195	364	
16	9852	133	138	366	
17	9986	150	284	351	
18	10302	616	776	367	
19	10918	266	780	420	
20	11185	100	357	374	
21	11401	17	352	379	
22	14116	17	-94	-591	
23	14316	67	379	-337	
24	14799	67	600	126	
25	15082	117	936	268	
26	15549	150	571	-78	
27	16332	17	2182	-196	
28	16864	183	256	-97	
29	17047	100	208	-16	
30	17147	183	247	-51	
31	17330	117	461	-387	
32	18613	432	147	373	
33	19045	433	146	327	
34	19478	483	53	80	
35	20528	133	731	626	
36	20661	150	767	479	
37	20811	133	789	407	
38	20944	516	788	346	
39	21460	1282	149	356	
40	22743	733	801	333	
41	23476	333	809	370	
42	23809	516	129	365	
43	24325	316	107	320	
44	24641	100	97	211	
45	26141	100	235	379	
46	29872	100	12	61	
47	30122	50	-65	-166	
48	30770	200	135	388	
49	33102	83	163	339	
50	33185	216	123	334	
51	33401	233	127	384	
52	33635	150	140	324	
53	33784	117	140	385	
54	34634	683	765	350	
55	35317	533	182	344	
56	35850	1682	794	346	
57	37532	100	349	75	
58	39830	17	724	409	
59	39980	350	791	361	
60	40330	1199	131	341	
61	41529	133	141	397	
62	43993	533	60	74	
63	44660	116	609	381	
64	44776	633	799	387	
65	45409	766	141	366	
66	46175	1416	812	377	
67	47591	1100	159	371	
68	52837	83	827	401	
69	53503	316	61	403	
70	54436	666	144	328	
71	56384	366	309	297	
72	56750	916	379	262	
73	57666	83	337	256	
