69,-,0.66,-,-,-,-,-,0.96,-,0.96,-,-
70,-,-,-,-,-,-,0.58,-,-,-,-,-
72,-,0.96,-,-,-,-,-,-,-,-,-,-
73,-,0.87,-,-,-,-,-,0.39,-,-,-,-
74,-,-,-,-,-,-,-,-,-,-,-,-
75,-,0.79,-,-,-,-,-,0.45,0.47,-,-,-
76,-,-,-,-,-,-,0.15,-,-,-,-,-
77,0.72,0.06,-,-,-,-,-,-,-,-,-,-
78,-,-,-,-,-,-,-,-,-,0.5,-,-
79,0.9,-,-,-,-,-,-,-,-,-,-,-
80,-,-,-,-,-,-,,,,,,
81,-,-,0.88,-,0.8,-,,,,,,
83,0.59,0.37,-,-,-,0.96,,,,,,
87,-,-,0.44,-,-,0.49,,,,,,
89,-,-,-,-,-,-,,,,,,
90,-,0.96,-,0.8,0.67,0.29,,,,,,
91,-,0.49,-,-,0.2,-,,,,,,
93,-,-,0.81,-,-,-,,,,,,
95,0.92,-,-,-,-,-,-,0.96,0.96,-,-,-
98,-,0.04,-,-,-,-,-,0.96,0.45,0.51,-,-
101,-,-,-,-,-,-,0.49,0.23,0.55,-,-,-
97,-,-,-,-,-,-,0.18,0.2,-,0.85,-,-
102,0.96,-,-,-,-,-,0.19,-,0.96,-,-,-
103,0.2,0.75,-,-,-,-,-,0.88,0.95,-,-,-
P96,0.56,0.12,-,-,-,-,0.47,0.34,0.33,0.63,-,-
