69,-,0.98,0.17,0.82,0.37,0.62,0.36,0.5,-,0.98,0.53,0.29
70,-,-,-,-,-,-,-,-,-,-,-,-
72,-,-,-,0.93,-,-,-,-,-,-,0.28,0.7
73,0.33,0.65,0.6,0.2,0,0.41,-,-,0.62,0.36,-,-
74,-,0.33,-,-,-,-,0.27,-,-,-,0.17,-
75,0.82,0.04,0.43,0.54,0.6,0.32,0.3,0.11,0.12,0.15,-,-
76,0.1,0.36,-,-,0.36,-,0.8,-,-,-,0.12,-
77,-,-,0.51,0.18,-,-,-,0.98,-,0.98,0.38,0.34
78,-,0.48,-,-,0.35,0.56,-,-,-,-,0.83,0.15
79,0.98,-,-,-,-,-,-,0.98,-,0.76,-,-
80,0.11,-,-,-,-,-,,,,,,
81,-,0.98,0.15,-,0.51,-,,,,,,
83,-,0.98,-,0.98,-,0.3,,,,,,
87,0.2,0.23,0.23,0.37,0.43,-,,,,,,
89,-,-,-,-,-,-,,,,,,
90,0.67,0.05,-,0.97,-,0.89,,,,,,
91,0.84,0.14,0.98,-,0.94,-,,,,,,
93,0.44,0.1,0.4,0.59,-,-,,,,,,
95,0.64,0.09,0.98,-,0.78,-,-,0.98,-,0.61,-,0.99
98,0.6,0.38,0.78,0.19,-,0.73,0.51,-,0.23,0.45,0.77,0.17
101,0.16,-,0.67,-,-,-,-,-,-,-,0.98,-
97,0.37,0.29,0.17,-,-,0.13,0.62,0.22,0.86,-,0,-
102,0.85,0.13,-,0.95,-,0.98,0.47,0.51,0.76,-,-,0.98
103,0.6,0.38,-,0.01,0.2,0.01,0.83,-,-,-,0.75,-
P96,0.98,-,0.31,0.67,-,-,0.8,0.18,-,0.77,-,-
