1,-,-,-,0.11,0.62,-,-,-
2,-,-,-,-,-,-,-,-
3,0.28,0.12,0.24,-,-,-,-,-
6,-,-,-,-,-,-,-,-
7,-,-,0.33,0.18,-,-,0.15,0.85
8,0.92,-,0.05,-,-,-,-,-
9,0.31,-,0.65,-,-,-,0.53,0.2
10,1,-,-,0.27,-,-,-,1
11,-,-,-,-,-,-,-,1
12,-,-,0.22,0.78,-,-,0.79,0.21
13,0.18,0.82,1,-,1,-,-,-
14,-,-,-,-,-,-,-,-
15,-,-,-,-,0.72,-,-,-
16,-,0.33,-,0.2,0.03,-,-,-
17,0.74,0.11,-,0.83,-,-,0.93,0.07
18,0.01,0.55,0.65,0.35,-,-,-,-
19,-,-,-,-,-,-,0.3,-
20,-,-,-,1,-,-,0.12,0.22
21,-,0.94,0.05,-,-,-,0.99,-
22,-,-,0.52,0.48,-,-,-,0.67
23,0.73,0.27,1,-,-,-,1,-
24,-,-,-,0.19,-,-,0.43,0.15
25,-,-,0.33,0.32,0.45,0.3,-,-
27,1,-,0.5,-,0.3,0.7,-,-
28,-,0.01,-,-,-,-,-,-
31,0.39,0.61,0.18,0.08,-,-,0.53,-
32,no data,,,,,,,
33,-,-,-,-,-,-,-,-
34,-,-,-,-,-,-,-,-
35,0.35,0.65,-,-,-,-,0.51,0.17
36,-,-,0.88,-,-,-,0.5,0.5
37,-,0.52,-,-,-,-,-,-
38,-,-,1,-,0.33,-,-,-
39,-,0.73,-,-,1,-,-,-
40,no data,,,,,,,
41,-,0.28,0.87,0.13,-,-,0.26,-
42,-,0.8,0.37,0.34,-,-,0.08,-
43,0.67,0.33,-,-,-,-,0.55,0.45
45,0.17,-,0.18,-,-,-,0.2,0.56
46,0.02,-,0.8,-,-,-,0.44,0.22
48,0.62,0.38,0.6,-,-,-,-,0.74
49,1,-,1,-,0.79,-,-,-
51,-,1,0.72,-,1,-,-,-
63,-,0.56,0.22,0.78,1,-,-,-
75,1,-,-,-,-,1,-,-
52,-,-,-,0.12,0.36,-,-,-
64,0.87,0.13,0.64,0.36,0.94,0.06,-,-
76,-,-,0.41,0.59,-,-,-,-
53,0.6,0,0.73,-,-,-,0.08,0.64
65,1,-,-,-,-,-,0.03,0.97
77,-,-,0.55,-,-,-,-,-
54,-,1,0.83,-,-,-,0.82,0
66,0.66,0.34,-,-,-,-,-,1
78,-,0.97,0.23,-,-,-,-,-
55,-,-,-,-,-,-,0.64,0.36
67,0.5,0.5,1,-,-,-,1,-
79,-,0.81,-,0.25,-,-,-,1
56,0.71,0.29,-,-,-,-,-,-
68,-,-,-,-,-,-,-,-
80,0.11,-,0.13,0.87,-,-,-,-
57,0.9,-,1,-,-,-,0.07,0.93
69,0.92,-,0.05,-,-,-,0.01,0.63
59,-,1,0.16,-,-,-,1,-
71,0.66,0.16,0.59,-,-,-,0.12,0.88
83,0.09,-,-,0.87,-,-,0.04,-
50,0.75,0.25,0.03,-,1,-,-,-
62,-,1,-,1,0.08,-,-,-
74,0.56,0.32,-,-,0.17,-,-,-
81,-,-,0.38,0.5,-,-,0.6,-
87,0.59,-,0.57,0.03,-,0.59,-,-
89,0.08,0.53,-,-,-,-,-,1
90,-,-,0.05,0.7,-,-,-,0.7
91,0.38,0.62,1,-,-,-,0.74,0.26
93,0.8,-,-,-,-,-,0.75,-
92,0.59,0.41,0.19,0.68,-,-,0.72,0.13
95,0.14,0.86,-,1,-,-,-,-
98,0.23,0.77,0.52,0.48,0.1,0.9,-,-
101,-,-,-,-,-,-,-,-
