1,0.63,0.37,-,-,-,-,-,1,-,-,1,-,-,-,0.01,-,0.51,-,-,-
2,-,-,-,-,-,-,-,0.23,-,0.63,-,-,0.17,0.4,0.43,-,-,-,-,1
6,-,-,-,-,0.28,0.47,-,-,-,0.44,0.04,0.52,-,0.39,-,-,0.03,-,0.17,-
7,-,-,0.33,0.36,-,0.8,0.2,-,-,0.45,-,0.55,0.14,0.08,0.78,-,0.5,0.5,-,-
8,0.23,-,0.42,0.35,-,-,0.58,0.42,-,-,-,-,0.4,-,-,-,0.2,0.57,-,-
9,-,-,0.79,0.02,-,0.79,0.05,-,0.32,0.68,-,-,-,1,-,-,-,-,1,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81,0.19,-
12,-,-,0.28,0.72,-,-,-,-,-,0.68,-,-,-,-,0.4,-,-,-,-,-
13,0.59,0.41,-,-,-,1,-,-,-,-,0.92,-,0.87,0.13,-,-,-,1,-,-
14,0.47,0.36,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,-,0.63,-,-,-,0.87,-,-,-,-,-,-,-,-,-,-,0.01,0.97,-,-
16,0.05,0.17,0.47,-,-,0.38,-,-,-,-,1,-,-,-,-,-,-,-,-,-
17,-,-,0.16,0.84,-,0.42,0.24,-,-,-,0.51,-,0.18,0.66,0.13,-,-,-,0.69,0.31
18,0.02,-,0.53,0.45,0.39,0.61,-,-,-,0.32,0.28,-,-,1,-,-,-,-,-,-
19,-,-,-,-,-,-,-,0.27,-,-,-,-,-,0.19,-,0.17,-,-,-,-
20,-,0.46,0.12,-,-,0.38,0.62,-,-,-,0.11,-,-,0.38,0.4,-,0.02,-,-,0.03
21,-,0.67,0.33,-,-,-,-,-,-,-,-,-,0.2,0.3,0.29,0.22,0.4,0.6,-,-
22,-,-,0.12,-,-,0.52,0.47,0.01,-,0.39,-,0.26,-,-,-,-,-,-,-,-
23,-,0.56,-,0.44,-,0.58,-,-,0.32,0.45,0.03,-,-,-,0.43,-,-,-,-,-
24,-,0.92,-,0.08,-,0.22,0.29,0.48,0.1,0.22,-,-,-,-,-,-,-,0.25,-,-
25,-,-,-,-,-,-,0.5,-,-,-,-,-,-,0.42,0.25,0.33,-,-,-,-
27,0.97,0.03,-,0,-,-,-,1,-,-,-,-,1,-,-,0,-,-,-,-
28,-,-,-,-,-,-,-,-,-,0.65,-,-,-,-,0.15,0.3,-,-,-,-
31,-,-,-,-,-,0.37,0.32,-,0.17,0.44,0.38,-,-,0.14,0.86,-,0.17,0.18,-,-
33,-,-,-,-,-,-,-,-,,,,,,,,,,,,
34,0.17,0.4,-,-,-,0.45,-,-,,,,,,,,,,,,
35,0.1,0.9,-,-,0.4,0.6,-,0.34,,,,,,,,,,,,
36,1,-,-,0.11,-,0.25,1,-,,,,,,,,,,,,
37,0.03,0.55,0.43,0.47,-,-,-,-,,,,,,,,,,,,
38,0.56,0.44,0.6,-,-,0.59,-,-,,,,,,,,,,,,
39,0.32,0.14,-,-,-,0.18,0.43,0.12,,,,,,,,,,,,
40,no data,,,,,,,,,,,,,,,,,,,
41,0.42,0.58,1,-,-,-,-,0.34,,,,,,,,,,,,
42,0.54,0.33,-,-,0.62,-,0.03,-,,,,,,,,,,,,
43,-,-,-,0.22,0.33,0.15,1,-,,,,,,,,,,,,
44,no data,,,,,,,,,,,,,,,,,,,
45,0.31,0.69,-,-,0.17,-,0.58,0.27,,,,,,,,,,,,
46,-,-,-,-,0.92,-,-,-,,,,,,,,,,,,
47,no data,,,,,,,,,,,,,,,,,,,
48,0.34,0.66,-,-,-,-,-,1,,,,,,,,,,,,
49,-,1,0.49,0.51,0.88,0.12,1,-,,,,,,,,,,,,
50,0.47,0.33,-,-,0.67,-,-,0.09,,,,,,,,,,,,
52,-,1,-,0.62,0.74,0.26,-,-,,,,,,,,,,,,
54,0.56,0.3,-,-,1,-,1,-,,,,,,,,,,,,
56,0.59,0.41,-,-,-,-,0.25,0.75,,,,,,,,,,,,
62,1,-,1,-,0.11,-,1,-,,,,,,,,,,,,
64,0.79,0.21,0.58,0.42,0.22,0.58,0.35,0.65,,,,,,,,,,,,
66,1,-,0.81,0.19,0.33,0.51,1,-,,,,,,,,,,,,
68,-,1,-,-,0.14,-,1,-,,,,,,,,,,,,
70,-,0.8,-,-,0.04,-,0.65,0.01,,,,,,,,,,,,
72,-,0.49,-,-,-,-,0.02,-,,,,,,,,,,,,
74,-,-,0.83,-,-,0.1,-,-,,,,,,,,,,,,
76,-,0.83,-,-,-,0.02,0.38,0.2,,,,,,,,,,,,
78,1,-,-,0.57,0.81,-,0.48,0.52,,,,,,,,,,,,
80,1,-,0.54,-,0.39,-,0.54,0.46,,,,,,,,,,,,
51,0.75,-,-,-,-,1,0.88,-,,,,,,,,,,,,
53,0.3,0.31,0.52,0.48,-,-,0.68,-,,,,,,,,,,,,
55,0.9,0.1,-,0.64,-,1,0.66,0.34,,,,,,,,,,,,
57,-,1,-,-,0.12,-,0.31,0.46,,,,,,,,,,,,
59,0.29,0.71,-,1,-,1,0.15,0.85,,,,,,,,,,,,
