63,0.73,0.27,0.71,0.29,0.56,0.44,1,-,,,,,,,,,,,,
65,0.35,0.43,0,1,-,-,0.27,0.73,,,,,,,,,,,,
67,-,1,0.19,0.81,0.06,0.55,0.22,0.78,,,,,,,,,,,,
69,0.38,0.62,0.39,0.61,1,-,0.96,0.04,,,,,,,,,,,,
71,0.32,0.68,0.34,0.66,-,-,0.84,0.16,,,,,,,,,,,,
73,-,0.23,0.33,-,-,-,0.76,0.24,,,,,,,,,,,,
75,0.29,0.71,0.55,-,0.73,0.1,0.12,0.72,,,,,,,,,,,,
77,0.51,0.49,-,-,-,-,-,-,,,,,,,,,,,,
79,-,0.24,-,0.35,-,-,0.31,0.36,,,,,,,,,,,,
83,-,0.83,-,0.87,-,1,0.25,0.63,,,,,,,,,,,,
81,0.84,0.16,1,-,-,-,0.52,0.2,,,,,,,,,,,,
87,0.23,0.29,0.53,-,-,-,0.27,0.39,,,,,,,,,,,,
89,-,-,0.73,-,-,-,0.91,0.09,,,,,,,,,,,,
91,1,-,-,-,0.81,0.19,1,-,,,,,,,,,,,,
93,0.02,0.25,0.32,0.1,0.61,-,0.88,-,,,,,,,,,,,,
90,0.1,0.9,0.48,0.28,0.15,0.65,-,1,,,,,,,,,,,,
92,0.51,0.37,-,-,0.78,-,0.22,-,,,,,,,,,,,,
95,-,1,0.57,-,1,-,-,0.88,,,,,,,,,,,,
98,0.41,0.59,0.15,0.85,0.2,0.8,0.98,0.02,,,,,,,,,,,,
101,-,-,-,0.02,0.13,-,-,-,,,,,,,,,,,,
