1,0.47,-,0.43,-,0.02,-,-,-
2,-,-,-,-,-,-,-,0.88
3,-,-,-,-,-,-,-,0.72
6,-,-,-,0.18,-,0.97,0.43,0.02
7,1,-,0.9,0.1,0.24,0.74,0.33,0.67
8,-,1,-,0.52,0.42,0.43,1,-
9,0.78,0.22,1,-,-,0.99,-,0.83
10,-,1,0.83,0.17,0.8,0.18,0.91,0.09
11,-,0.66,-,-,0.03,-,0.13,-
12,0.39,-,0.61,-,0.3,0.55,1,-
13,0.23,0.74,0.77,-,0.58,0.29,0.72,-
14,-,-,-,-,0.2,0.69,-,-
15,-,0.47,-,-,0.42,0.58,0.68,0.3
16,0.02,-,0.35,-,0.36,0.58,0.57,0.28
17,0.94,0.06,0.11,0.82,0.98,-,-,1
18,0.28,0.72,0.3,0.7,0.92,-,-,-
19,0.58,-,-,0.36,0.25,0.14,0.8,0.03
20,0.6,0.4,0.8,-,0.11,-,0.42,0.1
21,-,-,-,-,0.55,0.28,0.06,0.48
22,0.06,-,0.31,-,-,-,-,0.53
23,0.43,0.2,0.04,0.96,0.55,0.43,0.27,0.73
24,0.03,-,-,-,-,-,-,1
25,0.74,-,-,-,0.22,0.41,-,-
27,0.3,0.7,0.47,0.35,-,-,0.98,-
28,0.31,0.34,-,0.33,-,-,0.97,-
31,0.41,0.59,0.87,-,-,0.98,-,1
32,no data,,,,,,,
33,-,-,-,-,-,0.79,-,-
34,-,-,-,0.15,-,-,-,-
35,-,0.9,0.85,0.15,-,0.98,0.7,-
36,-,-,0.07,0.93,-,0.55,0.17,0.68
37,0.53,-,0.27,-,-,-,0.24,-
38,-,-,0.55,0.45,0.16,0.84,-,0.94
39,0.1,0.58,-,0.77,0.58,-,-,-
40,no data,,,,,,,
41,0.48,0.15,-,0.87,0.43,0.54,-,1
42,0.23,0.5,0.03,0.54,-,-,-,-
43,-,1,-,-,0.98,-,-,1
45,0.87,0.13,0.95,-,0.75,0.2,-,0.82
46,-,0.13,-,1,-,-,-,-
48,0.88,-,-,0.36,0.71,0.26,-,1
49,-,1,1,-,-,1,-,0.57
51,0.43,0.45,0.52,-,1,-,0.82,0.15
63,0.49,-,1,-,0.9,0.1,-,0.61
75,0.02,0.73,-,0.08,0.67,0.33,0.77,-
52,-,-,0.78,-,0.47,0.22,-,-
64,0.97,0.03,-,1,-,0.61,0.98,-
76,-,0.97,-,0.19,-,-,-,-
53,0.32,0.4,-,1,0.77,0.22,-,-
65,0.22,0.78,-,0.66,0.58,0.39,1,-
77,-,0.13,-,-,-,-,-,-
54,0.43,0.57,1,-,0.75,0.23,1,-
66,0.04,0.96,0.23,0.77,0.81,0.17,-,1
78,1,-,-,-,-,-,-,-
55,-,-,-,-,0.09,0.23,-,0.26
67,1,-,0.18,-,-,0.98,-,1
79,-,-,0.65,-,-,-,0.83,0.17
56,-,-,0.91,0.09,0.86,-,0.31,0.18
68,-,-,-,-,-,-,-,-
80,0.27,0.47,1,-,0.78,0.2,-,-
57,0.73,-,-,1,0,0.98,0.52,0.48
69,0.52,0.31,0.05,0.42,-,0.98,-,0.82
59,1,-,1,-,0.98,-,-,1
71,0.2,0.48,0.37,0.41,-,0.87,0.67,0.33
83,0.58,-,0.55,0.23,-,0.84,-,1
50,0.67,0.33,-,1,-,1,-,-
62,0.6,0.4,1,-,0.94,0.06,0.94,0.04
74,-,-,-,-,0.1,0.65,-,-
81,-,-,0.28,0.6,0.63,-,-,-
87,0.6,0.12,0.45,0.28,-,0.22,0.07,0.23
89,-,1,0.05,-,0.43,0.27,-,0.37
90,0.79,-,-,0.48,-,0.68,0.45,0.55
91,-,0.61,1,-,-,-,0.91,0.09
93,-,0.8,0.63,-,0.63,0.1,0.37,0.22
92,0.05,0.95,0.88,-,0.74,-,0.47,0.42
95,0.32,0.68,0.1,0.71,0.91,-,-,1
98,1,-,1,-,1,-,0.34,0.65
101,0.87,-,-,-,-,-,-,-
