1,0.27,0.35,0.76,-,0.34,0.23,0.15,0.55
2,-,0.02,-,0.05,-,-,-,0.29
3,-,-,0.23,0.66,-,0.87,-,0.46
6,-,0.22,-,0.38,0.26,0.74,0.78,0.22
7,1,-,0,1,-,0.89,-,0.72
8,0.06,0.94,0.24,0.76,0.28,0.72,0.73,0.27
9,4.86,2.73,6.74,1.88,0.92,2,3.54,5.01
10,0.61,0.39,0.08,0.92,0.57,0.43,0.28,0.72
11,1,-,0.1,0.9,0.1,0.33,0.61,0.39
12,1,-,-,1,0.02,0.98,0.11,0.89
13,-,1,0.5,0.5,1,-,0.46,0.54
14,-,-,0.24,0.76,0.5,0.5,0.63,0.37
15,1.75,1.25,2.2,0.82,2.63,3.86,2.61,1.8
16,0,0.25,0.15,0.05,0.12,0.48,0.54,0.46
17,0.09,0.91,0,0.56,0.35,0.65,1,-
18,0.95,0.05,-,1,0.87,0.13,0.03,0.42
19,0.2,-,0.91,0.09,0.61,0.39,0.62,-
20,0.89,0.11,0.45,0.21,0.57,0.15,0.58,0.23
21,1.84,3.13,3.48,1.43,1.2,1.95,3.29,1.6
22,0.27,-,0.19,-,0.85,-,0.54,0.3
23,0.78,0.22,0.68,0.32,0.62,0.38,0.48,0.52
24,0.13,0.87,0.26,-,-,-,0.37,0.63
25,-,0.68,0.14,0.76,0.83,-,0.08,0.92
27,1,-,1,-,0.46,0.54,0.74,0.26
28,-,0.77,0.48,0.52,0.43,0.57,0.94,0.06
31,-,1,0.84,0.16,0.05,0.95,0.3,0.7
32,no data,,,,,,,
33,-,-,-,-,-,0.96,0.24,0.76
34,0.35,-,0.19,0.81,0.24,0.76,0.1,0.68
35,-,1,0.3,-,1,-,1,-
36,0.3,0.68,-,1,0.1,0.22,0.63,0.37
37,0.99,0.01,-,-,-,-,-,0.78
38,-,0.08,-,-,0.99,0.01,0.36,0.64
39,-,0.51,0.91,-,1,-,-,0.36
40,no data,,,,,,,
41,0.13,0.87,-,-,0.63,0.37,0.1,0.9
42,-,0.51,-,0.51,0.38,0.62,-,0.02
43,0.18,0.82,-,-,0.33,0.67,0.97,0.03
45,0.51,0.36,0.47,0.53,0.81,0.19,1,-
46,0.69,-,0.32,0.68,0.28,0.72,1,-
48,0.28,0.58,0.97,0.03,0.37,0.63,0.38,0.62
49,0.19,0.81,0.88,-,-,-,0.61,0.2
51,0.99,0.01,0.42,0.58,0.54,0.46,0.17,0.83
63,0.99,0.01,0.45,0.55,0.39,0.61,1,-
75,0.44,0.05,0.55,0.21,0.73,-,0.71,0.12
52,0.22,0.48,0.33,0.22,0.17,-,0.08,0.53
64,0.42,0.23,0.71,-,0.69,-,0.11,0.55
76,0.61,-,-,0.02,-,-,0.03,0.37
53,0.6,0.4,0.43,0.57,0.25,0.75,0.41,0.59
65,-,0.14,0.21,0.79,0.67,0.33,-,-
77,0.22,-,-,-,-,-,-,-
54,-,1,0.71,-,0.4,0.47,1,-
66,0.76,0.24,0.98,0.02,0.15,0.85,0.14,0.36
78,-,1,1,-,1,-,0.38,-
55,0.02,-,0.22,0.03,0.15,-,0.62,0.13
67,0.75,0.25,0.34,0.66,1,-,0.11,0.89
79,0.24,0.19,0.7,0.3,0.13,0.35,0.91,-
56,0.74,0.26,0.58,0.42,0.03,-,0.92,0.04
68,-,-,-,-,-,-,-,-
80,-,-,0.72,0.28,0.19,-,0.49,0.05
57,-,1,1,-,0.02,0.98,0.67,0.33
69,0.35,0.65,0.32,0.53,0.73,0.27,0.55,0.45
59,1,-,0.21,0.79,0.73,0.27,-,1
71,0.16,0.57,0.17,0.62,0.91,0.09,0.52,0.33
83,0.15,0.85,1,-,1,-,0.16,0.84
50,0.84,0.16,0.88,0.12,0.22,0.78,0.08,0.92
62,0.7,0.3,0.08,0.92,0.8,0.2,0.46,0.54
74,0.4,-,0.38,-,-,-,-,-
81,0.18,0.01,0.53,0.15,0.42,-,-,-
87,0.48,0.18,0.27,0.48,0.02,0.37,-,0.85
89,0.36,0.64,0.93,0.07,0.9,0.1,0.78,0.22
90,0.56,0.44,0.38,0.62,0.73,0.27,0.28,0.72
91,1,-,0.75,0.12,0.43,0.57,0.82,0.18
93,0.62,-,0.04,0.96,0.03,0.83,0.06,0.94
92,0.57,0.25,0.52,0.48,0.11,0.89,-,1
95,0.09,0.91,0.61,0.39,1,-,0.63,0.37
98,0.87,0.13,0.78,0.22,0.9,0.1,0.62,0.38
101,-,-,-,-,0.02,-,0.72,0.05
