Timestamp	Event	Descriptor	
337	MovieStart	MutedBallie.avi	
10294	KeyPress	Space	
10294	MovieEnd	MutedBallie.avi	
12224	ImageStart	fixation.png	
14405	KeyPress	Space	
14405	ImageEnd	fixation.png	
14427	ImageStart	elephant_bear_a.BMP	
22045	KeyPress	Right	
22045	ImageEnd	elephant_bear_a.BMP	
22049	ImageStart	fixation.png	
23605	KeyPress	Space	
23605	ImageEnd	fixation.png	
23627	ImageStart	clock_bicycle_a.BMP	
27909	KeyPress	Right	
27909	ImageEnd	clock_bicycle_a.BMP	
27913	ImageStart	fixation.png	
29269	KeyPress	Space	
29269	ImageEnd	fixation.png	
29291	ImageStart	cake_doll_a.BMP	
33213	KeyPress	Right	
33213	ImageEnd	cake_doll_a.BMP	
33217	ImageStart	fixation.png	
34757	KeyPress	Space	
34757	ImageEnd	fixation.png	
34781	ImageStart	egg_hat_a.BMP	
37261	KeyPress	Right	
37261	ImageEnd	egg_hat_a.BMP	
37265	ImageStart	fixation.png	
39109	KeyPress	Space	
39109	ImageEnd	fixation.png	
39131	ImageStart	bottle_leaf_a.BMP	
42509	KeyPress	Right	
42509	ImageEnd	bottle_leaf_a.BMP	
42513	ImageStart	fixation.png	
44301	KeyPress	Space	
44301	ImageEnd	fixation.png	
44322	ImageStart	bunny_dog_a.BMP	
47101	KeyPress	Right	
47101	ImageEnd	bunny_dog_a.BMP	
47105	ImageStart	fixation.png	
49061	KeyPress	Space	
49061	ImageEnd	fixation.png	
49083	ImageStart	apple_strawberry_a.BMP	
53301	KeyPress	Right	
53301	ImageEnd	apple_strawberry_a.BMP	
53304	ImageStart	fixation.png	
56341	KeyPress	Space	
56341	ImageEnd	fixation.png	
56364	ImageStart	icecream_broccoli_a.BMP	
66268	KeyPress	Left	
66269	ImageEnd	icecream_broccoli_a.BMP	
66273	ImageStart	fixation.png	
67636	KeyPress	Space	
67637	ImageEnd	fixation.png	
67658	ImageStart	teddybear_crayon_a.BMP	
73124	KeyPress	Left	
73124	ImageEnd	teddybear_crayon_a.BMP	
73128	ImageStart	fixation.png	
74876	KeyPress	Space	
74876	ImageEnd	fixation.png	
74899	ImageStart	jacket_pillow_a.BMP	
80324	KeyPress	Right	
80324	ImageEnd	jacket_pillow_a.BMP	
80329	ImageStart	fixation.png	
81892	KeyPress	Space	
81892	ImageEnd	fixation.png	
81914	ImageStart	pig_butterfly_a.BMP	
95620	KeyPress	Right	
95620	ImageEnd	pig_butterfly_a.BMP	
95625	ImageStart	fixation.png	
97284	KeyPress	Space	
97284	ImageEnd	fixation.png	
97306	ImageStart	spoon_fork_a.BMP	
101668	KeyPress	Right	
101668	ImageEnd	spoon_fork_a.BMP	
101672	ImageStart	fixation.png	
103228	KeyPress	Space	
103228	ImageEnd	fixation.png	
103250	ImageStart	mouse_refrigerator_a.BMP	
114020	KeyPress	Right	
114020	ImageEnd	mouse_refrigerator_a.BMP	
114025	ImageStart	fixation.png	
115700	KeyPress	Space	
115700	ImageEnd	fixation.png	
115722	ImageStart	tv_bread_a.BMP	
119532	KeyPress	Right	
119532	ImageEnd	tv_bread_a.BMP	
119542	ImageStart	fixation.png	
121316	KeyPress	Space	
121316	ImageEnd	fixation.png	
121337	ImageStart	orange_ball_a.BMP	
129203	KeyPress	Right	
129204	ImageEnd	orange_ball_a.BMP	
129207	ImageStart	fixation.png	
131211	KeyPress	Space	
131212	ImageEnd	fixation.png	
131233	ImageStart	shoe_sock_a.BMP	
152180	KeyPress	Escape	
152180	ImageEnd	shoe_sock_a.BMP	
