156,0,0,0.5,0,0.01,0,0,0,0.5,0,0.32,0,0,0.18,0.5,0,0,0,0,0.5,0,0,0.06,0.44,0.5,0,0,0,0,0.23,0.46,0.04,0.41,0.09,0,0,0.3,0.08,0.5,0
158,0.44,0.06,0.08,0,0.35,0,0,0,0,0.37,0.38,0.12,0.5,0,0,0,0.17,0.33,0.5,0,0,0,0.23,0.27,0.22,0.28,0.5,0,0,0.41,0.5,0,0.5,0,0,0,0,0,0,0
159,0.31,0,0.5,0,0.19,0.31,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.02,0,0,0,0.5,0.5,0,0.08,0.42,0.5,0,0,0.27,0.5,0,0.5,0
160,0.38,0.12,0,0.5,0.48,0,0,0.27,0,0.5,0,0.01,0.42,0.08,0,0.5,0,0.23,0.29,0,0.06,0,0.5,0,0,0,0.5,0,0,0.24,0.23,0.15,0.3,0.2,0,0.5,0,0.31,0,0.49
161,0.25,0.25,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0.19,0.31,0.02,0.45,0.02,0,0.5,0,0.01,0.49,0,0.5,0,0.28,0.34,0.16,0.2,0.3,0.5,0,0.5,0,0.17,0.33,0.24,0.26
162,0.17,0,0.5,0,0.17,0,0,0.5,0,0.24,0,0,0,0.02,0,0.5,0.5,0,0.21,0.29,0,0,0,0,0,0,0,0.44,0,0.35,0.5,0,0.5,0,0,0.5,0.12,0,0,0
164,0.37,0.13,0.5,0,0,0.33,0,0.5,0,0.26,0.23,0,0,0.5,0,0.29,0.12,0,0,0,0,0.49,0.5,0,0,0,0.5,0,0.21,0.29,0.5,0,0,0.29,0.31,0,0.5,0,0.5,0
165,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.22,0.42,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5
166,0,0,0.31,0.19,0,0.21,0.1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.24,0,0,0.22,0,0,0.5,0.13,0,0,0.5,0.3,0.2,0.45,0,0,0
167,0.5,0,0.5,0,0.36,0,0.48,0.02,0.08,0.42,0,0.5,0.5,0,0,0.5,0.32,0.18,0.1,0.2,0.5,0,0.16,0,0.5,0,0.46,0.04,0.38,0.12,0,0,0,0.5,0.09,0.41,0.17,0.11,0,0.5
169,0.43,0.07,0.5,0,0.5,0,0.02,0.48,0.5,0,0,0.5,0,0,0.1,0.4,0,0,0,0,0.5,0,0.23,0.27,0,0.5,0.41,0.09,0,0.5,0.11,0.35,0,0,0.13,0.37,0,0.5,0,0.28
170,0,0.5,0.17,0.33,0.5,0,0,0,0.39,0,0.5,0,0,0.31,0,0,0,0.5,0.31,0.02,0.13,0.09,0.49,0.01,0,0,0.32,0,0,0.12,0,0,0,0.5,0,0,0,0.25,0,0
171,0,0.5,0.5,0,0,0.47,0.15,0.35,0.5,0,0.5,0,0.03,0.47,0.49,0.01,0,0,0.5,0,0.38,0.12,0.5,0,0.28,0.22,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0.43,0,0,0
172,0.36,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.42,0,0,0,0,0.5,0,0,0,0,0.4,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0.18
173,0,0.3,0.5,0,0.5,0,0.26,0.24,0.5,0,0.3,0.2,0.47,0.03,0.24,0.26,0.01,0.49,0.18,0,0,0.5,0.5,0,0.5,0,0,0.5,0.31,0.19,0,0.5,0.12,0.38,0.13,0.37,0.25,0.25,0.5,0
174,0.26,0.24,0,0,0.27,0,0.5,0,0,0,0,0,0,0.37,0.5,0,0.38,0.12,0.03,0.47,0.09,0.12,0.5,0,0,0,0.5,0,0.01,0.49,0.5,0,0,0,0.34,0,0,0,0.2,0.3
155,0.05,0,0.35,0,0,0,0.28,0.22,0,0,0.32,0.18,0.42,0.06,0.22,0.28,0.4,0,0.2,0.3,0,0.25,0.5,0,0.37,0.13,0.5,0,0,0.11,0.1,0.4,0,0,0.17,0.33,0.28,0,,
176,0.19,0.31,0,0.5,0,0.5,0,0,0.47,0,0,0.5,0.11,0.39,0.45,0.05,0.37,0.13,0.21,0.29,0.29,0,0.5,0,0,0,0.5,0,0,0.4,0.5,0,0,0,0.17,0.33,0,0,0.39,0.11
177,0.38,0,0.5,0,0.5,0,0.5,0,0.33,0.17,0,0.5,0.5,0,0.5,0,0.35,0.15,0.08,0.42,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0.17,0,0,0.04,0.46,0.5,0,0.39,0.11
178,0.05,0.45,0,0.5,0.1,0,0,0.5,0,0.5,0.39,0,0,0,0.5,0,0.5,0,0.11,0.39,0.5,0,0.28,0,0.5,0,0.5,0,0.37,0,0.5,0,0,0.5,0.5,0,0.5,0,0.31,0.07
179,0.5,0,0.02,0.48,0.49,0.01,0.15,0.35,0.39,0.11,0.35,0,0.23,0.27,0.08,0.42,0,0.07,0.15,0.35,0,0.33,0.22,0,0.18,0,0.45,0.05,0.5,0,0.38,0.12,0.5,0,0.5,0,0.33,0.17,0.39,0.11
180,0,0,0,0.5,0,0.07,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0.01,0.5,0,0.5,0,0,0.5,0.4,0,0.23,0.27,0.21,0.29,0.21,0.29,0,0,0.34,0.16,0.04,0,0.5,0
181,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.38,0.12,0,0.5,0.23,0,0.5,0,0.13,0.37,0,0,0.5,0,0.41,0.09,0.5,0,0.28,0.22,0,0.5,0.05,0.45,0.5,0,0,0.5
182,0,0.13,0,0.5,0.2,0.3,0,0.5,0,0,0.5,0,0.13,0.16,0,0,0,0.5,0.42,0.08,0.5,0,0.5,0,0,0.5,0.5,0,0.4,0.1,0.45,0.05,0.32,0.18,0.48,0.02,0.5,0,0.17,0.33
183,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.5,0,0,0,0.14,0,0,0.42
184,0,0.17,0,0,0.5,0,0,0,0.31,0.19,0,0,0,0.5,0.01,0.49,0.3,0.2,0,0,0,0,0.02,0,0,0,0,0.1,0.37,0,0.24,0,0,0.5,0,0,0,0,0,0.5
