Data properties:

Recording date: 3/30/2016
Recording time: 11:14:09:154 (corresponds to time 0)
Study: True Belief 2
Subject: 118
Recording: 118
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	878	233	72	78	
1	1228	633	71	104	
2	1861	533	216	826	
3	2627	283	251	103	
4	5508	366	37	82	
5	5874	200	176	358	
6	6074	1399	159	317	
7	7473	216	27	324	
8	7689	1133	155	318	
9	8822	300	26	318	
10	9122	2365	166	320	
11	11487	616	37	71	
12	12220	216	449	368	
13	12436	1865	709	337	
14	14301	366	765	373	
15	14668	400	714	328	
16	16833	83	415	391	
17	16916	300	694	392	
18	17499	183	307	62	
19	17682	299	32	93	
20	18248	33	31	76	
21	18415	50	430	369	
22	18632	416	176	317	
23	19048	499	39	339	
24	19547	1099	173	303	
25	20646	283	746	329	
26	20930	466	847	346	
27	21396	2015	698	343	
28	23411	683	178	326	
29	24094	650	43	343	
30	24893	83	-6	70	
31	25193	167	36	82	
32	25509	250	463	371	
33	25760	233	167	327	
34	25992	1382	198	470	
35	27375	250	665	446	
36	27624	450	642	412	
37	28074	150	723	384	
38	28224	200	723	320	
39	28424	433	749	291	
40	28857	649	684	435	
41	29506	3497	639	401	
42	33004	566	42	93	
43	33720	200	583	899	
44	33920	100	466	510	
45	34136	117	449	410	
46	34253	483	710	401	
47	34736	1715	716	323	
48	36451	500	748	403	
49	36951	283	721	333	
50	37234	316	235	401	
51	37551	1016	160	357	
52	38683	633	161	365	
53	39316	633	204	297	
54	39949	933	136	354	
55	40881	749	719	332	
56	41631	583	224	385	
57	42214	517	236	463	
58	42730	133	593	381	
59	43013	716	725	328	
60	43729	433	213	373	
61	46011	716	246	444	
62	46727	650	192	302	
63	47377	167	233	442	
64	47660	17	237	448	
65	47793	1482	224	457	
66	49275	167	257	328	
67	49442	583	258	267	
68	50025	933	236	443	
69	50957	383	721	368	
70	51340	400	774	438	
71	51840	233	785	432	
72	52073	383	314	29	
73	52456	117	22	79	
74	52756	33	28	76	
75	55054	16	715	359	
76	55338	133	723	327	
77	55654	183	705	302	
78	55837	550	776	427	
79	56387	516	670	436	
80	56903	2015	707	289	
81	58918	366	249	341	
82	59284	966	170	318	
83	60250	333	172	419	
84	60583	250	-195	98	
85	60833	1132	33	80	
86	62099	17	1160	-580	
87	63364	33	-36	273	
88	63797	33	-8	431	
89	64330	766	239	286	
90	65096	283	247	478	
91	65379	1316	255	442	
92	66695	233	680	352	
93	66928	966	682	295	
94	67894	1649	664	466	
95	69544	200	669	362	
96	69743	466	688	304	
97	72409	17	1039	1186	
98	73407	17	-1977	680	
99	73540	17	-1386	884	
100	73874	116	-424	875	
