Data properties:

Recording date: 2/16/2016
Recording time: 11:10:15:522 (corresponds to time 0)
Study: single 3
Subject: 111
Recording: 111
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	343	183	-552	269	
2	1209	383	68	120	
3	1592	200	444	580	
4	1792	383	596	560	
5	2175	383	180	1192	
6	2558	383	-305	1431	
7	2941	183	-1082	1424	
8	3125	333	-743	1334	
9	3641	200	-436	810	
10	3841	200	-87	107	
11	4040	633	63	120	
12	4673	200	-812	756	
13	4873	316	474	342	
14	5190	666	804	365	
15	5856	316	841	386	
16	6172	300	173	346	
17	6472	633	142	368	
18	7105	633	845	375	
19	7738	466	807	434	
20	8204	233	133	398	
21	8437	433	130	362	
22	8870	316	144	437	
23	9187	250	140	368	
24	9537	50	-259	72	
25	9853	150	80	109	
26	10003	383	-1209	752	
27	10386	250	-1387	977	
28	10636	117	-1281	1430	
29	11052	616	154	361	
30	11668	216	814	405	
31	11884	966	790	351	
32	12850	316	792	311	
33	13167	316	833	363	
34	13483	483	783	361	
35	13966	250	808	456	
36	14216	400	135	384	
37	14616	3248	193	315	
38	17863	516	133	349	
39	18380	250	184	339	
40	18630	466	167	432	
41	19096	100	761	392	
42	19529	150	825	399	
43	19679	283	807	356	
44	19962	466	823	416	
45	20428	383	827	358	
46	20811	183	38	91	
47	20995	416	75	90	
48	21411	400	-10	911	
49	21811	283	423	334	
50	22094	316	195	355	
51	22410	100	773	411	
52	22660	17	838	421	
53	22843	150	835	366	
54	22993	250	800	366	
55	23243	400	200	369	
56	23643	200	178	339	
57	23843	116	757	376	
58	24209	200	812	357	
59	24542	83	273	358	
60	24625	200	131	360	
61	24825	167	177	347	
62	24992	366	796	370	
63	25358	300	832	353	
64	25858	382	746	345	
65	26241	316	798	354	
66	26557	333	831	430	
67	26890	266	141	376	
68	27157	250	175	350	
69	27406	433	138	348	
70	27839	1299	846	364	
71	29139	333	847	447	
72	29472	766	844	376	
73	30238	1099	125	350	
74	31337	300	162	435	
75	31637	200	-271	91	
76	31837	1199	45	105	
77	33036	616	134	378	
78	33652	1116	800	363	
79	34768	300	180	359	
80	35068	866	121	349	
81	35934	100	-20	1075	
82	36417	266	557	834	
83	36683	283	398	1330	
84	36966	100	417	1150	
85	37216	117	378	255	
86	37333	233	131	348	
87	37566	283	224	372	
88	37849	666	293	418	
89	38515	350	401	378	
90	38865	899	794	367	
91	39947	16	868	298	
92	40163	133	804	339	
93	40297	250	770	353	
94	40929	17	783	383	
95	41312	400	833	367	
96	42811	1099	64	105	
97	43911	533	28	255	
98	44443	550	406	277	
99	44993	433	395	176	
100	45426	383	382	135	
101	45809	666	406	272	
102	46475	100	324	250	
