Data properties:

Recording date: 11/11/2015
Recording time: 13:59:11:371 (corresponds to time 0)
Study: colors
Subject: 097
Recording: 097
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	2004	133	64	-175	
1	2138	983	71	88	
2	3120	217	686	347	
3	3337	416	817	369	
4	3753	433	147	387	
5	4186	100	-101	726	
6	6301	500	817	385	
7	6801	366	796	328	
8	7167	366	214	322	
9	9466	700	582	554	
10	10165	683	426	334	
11	10848	216	827	368	
12	11064	683	789	380	
13	11747	1232	141	367	
14	12980	350	137	307	
15	13329	849	788	373	
16	14179	333	774	317	
17	14512	200	739	270	
18	14712	683	133	363	
19	15394	233	-341	90	
20	15628	466	42	98	
21	16094	167	-2099	1250	
22	16860	116	275	516	
23	16977	350	118	356	
24	17326	200	142	323	
25	17526	1599	810	339	
26	19125	2115	140	335	
27	21240	466	-1068	1376	
28	21706	100	-1425	1066	
29	22439	516	424	594	
30	22955	450	378	307	
31	23405	316	165	348	
32	23721	266	127	337	
33	23988	1216	801	366	
34	25204	883	816	331	
35	26086	517	785	374	
36	28119	400	-246	65	
37	28518	250	47	78	
38	28884	150	67	107	
39	29251	150	490	391	
40	30583	1283	157	393	
41	31866	117	757	372	
42	32665	267	820	384	
43	33148	83	822	407	
44	33381	233	819	380	
45	33965	183	203	364	
46	35063	766	76	89	
47	35829	333	528	1269	
48	36162	666	785	1175	
49	37012	483	596	959	
50	37495	150	635	1000	
51	37761	117	724	338	
52	37878	583	803	328	
53	38461	633	144	305	
54	39093	266	208	354	
55	39360	200	170	310	
56	39560	583	122	308	
57	40143	250	151	368	
58	40393	1049	809	335	
59	41442	1049	816	399	
60	42491	1232	68	70	
61	43723	166	703	351	
62	43890	616	807	351	
63	44506	233	189	340	
64	44739	383	129	339	
65	45122	716	798	307	
66	45839	283	243	324	
67	46122	783	137	317	
68	46904	500	851	311	
69	47404	266	800	341	
70	49536	200	203	-305	
71	50036	166	805	393	
72	50202	516	148	355	
73	50718	716	779	336	
74	51434	100	801	272	
75	51534	200	830	429	
76	54499	233	125	426	
77	54732	133	-327	108	
78	54866	150	26	85	
79	55132	67	72	90	
80	58730	249	378	382	
81	58980	499	206	333	
82	59679	133	155	431	
83	61694	183	150	1181	
84	63626	217	108	190	
85	63843	149	417	213	
86	63992	150	378	253	
